player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,nationality_code,nationality_cleaned
Karl-Johan Johnsson,se SWE,GK,Guingamp,28,1990,17.0,17.0,1530.0,34.0,2.0,73.0,41.0,0.562,1.0,5.0,11.0,4.0,23.5,4.0,2.0,1.0,1.0,17.0,1.0,1.0,0.0,21.6,0.28,-12.4,-0.73,141.0,345.0,40.9,352.0,57.0,64.8,48.5,128.0,91.4,66.2,131.0,9.0,6.9,11.0,0.65,15.4,18/19,karl-johan johnsson,karl-johan,johnsson,k,SWE,Sweden
Aleksandar Jovanović,rs SRB,GK,Huesca,25,1992,12.0,12.0,1080.0,19.0,1.58,43.0,27.0,0.605,1.0,4.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,15.8,0.33,-2.2,-0.19,79.0,248.0,31.9,255.0,22.0,68.6,50.0,80.0,91.3,64.9,91.0,5.0,5.5,5.0,0.42,13.9,18/19,aleksandar jovanovic,aleksandar,jovanovic,a,SRB,Serbia
Stefanos Kapino,gr GRE,GK,Werder Bremen,24,1994,1.0,0.0,45.0,1.0,2.0,3.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.19,-0.5,-0.96,1.0,4.0,25.0,13.0,7.0,23.1,31.2,3.0,33.3,39.0,5.0,0.0,0.0,0.0,0.0,7.0,18/19,stefanos kapino,stefanos,kapino,s,GRE,Greece
Orestis Karnezis,gr GRE,GK,Napoli,33,1985,9.0,9.0,810.0,7.0,0.78,25.0,19.0,0.76,6.0,2.0,1.0,4.0,44.4,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,8.3,0.3,1.3,0.15,33.0,102.0,32.4,178.0,34.0,37.6,34.3,57.0,61.4,49.9,66.0,3.0,4.5,1.0,0.11,11.7,18/19,orestis karnezis,orestis,karnezis,o,GRE,Greece
Eiji Kawashima,jp JPN,GK,Strasbourg,35,1983,1.0,1.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.09,0.1,0.09,13.0,28.0,46.4,25.0,7.0,52.0,43.4,15.0,100.0,76.1,10.0,1.0,10.0,0.0,0.0,12.9,18/19,eiji kawashima,eiji,kawashima,e,JPN,Japan
Gregor Kobel,ch SUI,GK,Hoffenheim,20,1997,1.0,1.0,90.0,1.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7,0.13,0.7,0.71,15.0,30.0,50.0,37.0,3.0,67.6,47.2,5.0,100.0,66.2,10.0,1.0,10.0,2.0,2.0,16.5,18/19,gregor kobel,gregor,kobel,g,SUI,Switzerland
Gregor Kobel,ch SUI,GK,Augsburg,20,1997,16.0,16.0,1390.0,42.0,2.72,85.0,44.0,0.518,4.0,2.0,10.0,3.0,18.8,2.0,1.0,1.0,0.0,15.4,1.0,9.0,1.0,31.0,0.35,-10.0,-0.65,83.0,235.0,35.3,408.0,72.0,41.2,37.2,116.0,57.8,49.8,143.0,14.0,9.8,16.0,1.04,14.7,18/19,gregor kobel,gregor,kobel,g,SUI,Switzerland
Tomáš Koubek,cz CZE,GK,Rennes,25,1992,33.0,32.0,2925.0,48.0,1.48,134.0,90.0,0.664,10.0,11.0,11.0,9.0,28.1,4.0,3.0,1.0,0.0,32.5,0.0,9.0,1.0,39.0,0.27,-8.0,-0.25,206.0,477.0,43.2,638.0,129.0,46.9,40.8,242.0,73.6,56.0,328.0,13.0,4.0,27.0,0.83,16.4,18/19,tomas koubek,tomas,koubek,t,CZE,Czech Republic
Thomas Kraft,de GER,GK,Hertha BSC,30,1988,4.0,3.0,315.0,9.0,2.57,13.0,6.0,0.462,2.0,0.0,1.0,1.0,33.3,2.0,2.0,0.0,0.0,3.5,0.0,0.0,0.0,5.1,0.3,-3.9,-1.12,38.0,86.0,44.2,94.0,7.0,63.8,43.7,29.0,89.7,61.7,18.0,1.0,5.6,1.0,0.29,13.7,18/19,thomas kraft,thomas,kraft,t,GER,Germany
Alban Lafont,fr FRA,GK,Fiorentina,19,1999,34.0,34.0,3015.0,40.0,1.19,118.0,86.0,0.703,8.0,15.0,11.0,9.0,26.5,6.0,5.0,1.0,0.0,33.5,1.0,5.0,3.0,33.5,0.24,-3.5,-0.1,174.0,482.0,36.1,753.0,160.0,44.6,40.0,255.0,57.3,47.9,348.0,23.0,6.6,28.0,0.84,15.1,18/19,alban lafont,alban,lafont,a,FRA,France
Benjamin Lecomte,fr FRA,GK,Montpellier,27,1991,37.0,37.0,3330.0,42.0,1.14,136.0,100.0,0.713,15.0,13.0,9.0,11.0,29.7,5.0,3.0,1.0,1.0,37.0,1.0,7.0,3.0,40.7,0.28,1.7,0.05,336.0,744.0,45.2,997.0,167.0,56.6,44.3,265.0,67.9,52.2,307.0,22.0,7.2,26.0,0.7,15.6,18/19,benjamin lecomte,benjamin,lecomte,b,FRA,France
Bernd Leno,de GER,GK,Arsenal,26,1992,32.0,31.0,2835.0,42.0,1.33,139.0,105.0,0.748,16.0,7.0,8.0,7.0,22.6,7.0,7.0,0.0,0.0,31.5,1.0,4.0,2.0,44.1,0.28,4.1,0.13,128.0,428.0,29.9,878.0,175.0,33.3,35.5,224.0,60.7,50.2,251.0,17.0,6.8,18.0,0.57,14.8,18/19,bernd leno,bernd,leno,b,GER,Germany
Hugo Lloris,fr FRA,GK,Tottenham,31,1986,33.0,33.0,2970.0,33.0,1.0,122.0,94.0,0.754,21.0,2.0,10.0,12.0,36.4,5.0,3.0,2.0,0.0,33.0,1.0,5.0,3.0,41.3,0.31,11.3,0.34,225.0,481.0,46.8,936.0,153.0,37.0,36.0,233.0,57.9,47.1,281.0,14.0,5.0,17.0,0.52,14.9,18/19,hugo lloris,hugo,lloris,h,FRA,France
Anthony Lopes,pt POR,GK,Lyon,27,1990,34.0,34.0,3060.0,42.0,1.24,131.0,97.0,0.718,18.0,9.0,7.0,9.0,26.5,5.0,5.0,0.0,0.0,34.0,1.0,2.0,3.0,35.9,0.25,-3.1,-0.09,160.0,362.0,44.2,826.0,163.0,32.4,33.4,239.0,39.3,40.3,248.0,12.0,4.8,15.0,0.44,14.6,18/19,anthony lopes,anthony,lopes,a,POR,Portugal
Diego López,es ESP,GK,Espanyol,36,1981,38.0,38.0,3420.0,50.0,1.32,156.0,114.0,0.718,14.0,11.0,13.0,10.0,26.3,8.0,6.0,2.0,0.0,38.0,5.0,8.0,2.0,50.0,0.28,2.0,0.05,255.0,602.0,42.4,874.0,129.0,43.2,38.4,329.0,68.1,50.3,452.0,30.0,6.6,6.0,0.16,12.5,18/19,diego lopez,diego,lopez,d,ESP,Spain
Pau López,es ESP,GK,Betis,23,1994,33.0,33.0,2970.0,47.0,1.42,135.0,91.0,0.674,12.0,7.0,14.0,10.0,30.3,4.0,3.0,1.0,0.0,33.0,2.0,9.0,0.0,44.4,0.3,-2.6,-0.08,145.0,347.0,41.8,976.0,173.0,24.9,28.9,245.0,42.4,39.5,258.0,24.0,9.3,33.0,1.0,16.0,18/19,pau lopez,pau,lopez,p,ESP,Spain
Jonas Lössl,dk DEN,GK,Huddersfield,29,1989,31.0,30.0,2777.0,54.0,1.75,137.0,87.0,0.635,3.0,5.0,22.0,5.0,16.7,5.0,4.0,1.0,0.0,30.9,1.0,6.0,0.0,46.7,0.32,-7.3,-0.24,308.0,698.0,44.1,883.0,96.0,59.8,45.5,214.0,79.4,60.5,218.0,27.0,12.4,21.0,0.68,14.4,18/19,jonas lossl,jonas,lossl,j,DEN,Denmark
Andriy Lunin,ua UKR,GK,Leganés,19,1999,5.0,4.0,364.0,5.0,1.24,18.0,13.0,0.778,1.0,0.0,3.0,2.0,50.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,6.9,0.28,1.9,0.48,39.0,75.0,52.0,88.0,18.0,55.7,44.8,34.0,76.5,60.7,29.0,2.0,6.9,2.0,0.49,14.0,18/19,andriy lunin,andriy,lunin,a,UKR,Ukraine
Andreas Luthe,de GER,GK,Augsburg,31,1987,15.0,14.0,1310.0,22.0,1.51,77.0,56.0,0.714,3.0,5.0,6.0,2.0,14.3,0.0,0.0,0.0,0.0,14.6,1.0,2.0,1.0,22.3,0.3,1.3,0.09,95.0,235.0,40.4,351.0,54.0,49.6,40.4,128.0,47.7,41.6,106.0,5.0,4.7,7.0,0.48,14.2,18/19,andreas luthe,andreas,luthe,a,GER,Germany
Mike Maignan,fr FRA,GK,Lille,22,1995,38.0,38.0,3420.0,34.0,0.89,118.0,91.0,0.763,22.0,9.0,7.0,15.0,39.5,10.0,6.0,2.0,2.0,38.0,1.0,4.0,0.0,35.2,0.25,2.2,0.06,199.0,593.0,33.6,825.0,199.0,46.3,40.3,270.0,78.1,59.4,319.0,37.0,11.6,24.0,0.63,14.8,18/19,mike maignan,mike,maignan,m,FRA,France
Steve Mandanda,fr FRA,GK,Marseille,33,1985,31.0,31.0,2736.0,41.0,1.35,108.0,74.0,0.676,14.0,5.0,12.0,9.0,29.0,7.0,6.0,1.0,0.0,30.4,0.0,2.0,0.0,35.2,0.28,-4.8,-0.16,169.0,456.0,37.1,794.0,129.0,44.1,39.0,191.0,55.5,46.6,196.0,16.0,8.2,20.0,0.66,14.4,18/19,steve mandanda,steve,mandanda,s,FRA,France
Federico Marchetti,it ITA,GK,Genoa,35,1983,4.0,4.0,360.0,10.0,2.5,19.0,10.0,0.474,2.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,5.9,0.33,-3.1,-0.78,28.0,59.0,47.5,77.0,10.0,46.8,39.7,35.0,65.7,54.6,36.0,1.0,2.8,2.0,0.5,13.2,18/19,federico marchetti,federico,marchetti,f,ITA,Italy
Jordi Masip,es ESP,GK,Valladolid,29,1989,35.0,35.0,3150.0,45.0,1.29,140.0,102.0,0.714,10.0,9.0,16.0,9.0,25.7,8.0,5.0,3.0,0.0,35.0,0.0,8.0,2.0,47.0,0.29,4.0,0.11,260.0,800.0,32.5,815.0,163.0,62.1,46.2,329.0,89.4,65.2,397.0,22.0,5.5,10.0,0.29,12.3,18/19,jordi masip,jordi,masip,j,ESP,Spain
Christian Mathenia,de GER,GK,Nürnberg,26,1992,22.0,22.0,1933.0,40.0,1.86,116.0,75.0,0.664,1.0,7.0,14.0,2.0,9.1,1.0,1.0,0.0,0.0,21.5,1.0,6.0,2.0,41.6,0.35,3.6,0.17,191.0,506.0,37.7,678.0,94.0,50.9,43.2,218.0,73.9,58.3,308.0,37.0,12.0,6.0,0.28,12.1,18/19,christian mathenia,christian,mathenia,c,GER,Germany
Alex McCarthy,eng ENG,GK,Southampton,28,1989,25.0,25.0,2250.0,44.0,1.76,116.0,77.0,0.638,5.0,8.0,12.0,4.0,16.0,2.0,2.0,0.0,0.0,25.0,0.0,4.0,3.0,37.1,0.31,-3.9,-0.16,126.0,434.0,29.0,460.0,77.0,61.7,48.5,177.0,84.7,64.3,248.0,23.0,9.3,11.0,0.44,14.4,18/19,alex mccarthy,alex,mccarthy,a,ENG,England
Edouard Mendy,sn SEN,GK,Reims,26,1992,38.0,38.0,3420.0,42.0,1.11,147.0,114.0,0.762,13.0,16.0,9.0,14.0,36.8,7.0,7.0,0.0,0.0,38.0,1.0,3.0,2.0,44.6,0.27,4.6,0.12,300.0,714.0,42.0,843.0,123.0,57.2,46.1,287.0,80.8,58.5,420.0,33.0,7.9,15.0,0.39,13.3,18/19,edouard mendy,edouard,mendy,e,SEN,Senegal
Alex Meret,it ITA,GK,Napoli,21,1997,14.0,13.0,1150.0,9.0,0.7,47.0,40.0,0.851,9.0,1.0,3.0,5.0,38.5,2.0,2.0,0.0,0.0,12.8,0.0,1.0,0.0,11.3,0.2,2.3,0.18,36.0,124.0,29.0,253.0,46.0,30.0,32.3,101.0,47.5,42.2,114.0,7.0,6.1,6.0,0.47,15.3,18/19,alex meret,alex,meret,a,ITA,Italy
Vanja Milinković-Savić,rs SRB,GK,SPAL,21,1997,2.0,2.0,164.0,4.0,2.2,16.0,12.0,0.75,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,3.6,0.23,-0.4,-0.22,9.0,34.0,26.5,54.0,17.0,38.9,37.4,20.0,65.0,54.0,12.0,1.0,8.3,3.0,1.65,16.1,18/19,vanja milinkovic-savic,vanja,milinkovic-savic,v,SRB,Serbia
Antonio Mirante,it ITA,GK,Roma,35,1983,11.0,11.0,990.0,6.0,0.55,36.0,28.0,0.833,6.0,4.0,1.0,6.0,54.5,1.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,10.4,0.28,4.4,0.4,86.0,184.0,46.7,231.0,41.0,46.8,39.5,93.0,81.7,55.4,120.0,8.0,6.7,6.0,0.55,14.6,18/19,antonio mirante,antonio,mirante,a,ITA,Italy
Jessy Moulin,fr FRA,GK,Saint-Étienne,32,1986,1.0,1.0,90.0,1.0,1.0,5.0,5.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,0.33,1.5,1.46,2.0,4.0,50.0,28.0,10.0,10.7,28.2,4.0,25.0,35.8,6.0,1.0,16.7,0.0,0.0,13.3,18/19,jessy moulin,jessy,moulin,j,FRA,France
Florian Müller,de GER,GK,Mainz 05,20,1997,24.0,24.0,2160.0,43.0,1.79,118.0,78.0,0.661,8.0,3.0,13.0,5.0,20.8,4.0,3.0,0.0,1.0,24.0,0.0,6.0,0.0,39.2,0.33,-3.8,-0.16,173.0,452.0,38.3,621.0,104.0,47.0,41.3,207.0,77.3,58.8,226.0,7.0,3.1,19.0,0.79,15.5,18/19,florian muller,florian,muller,f,GER,Germany
Juan Musso,ar ARG,GK,Udinese,24,1994,29.0,29.0,2610.0,41.0,1.41,133.0,101.0,0.752,9.0,8.0,12.0,7.0,24.1,8.0,8.0,0.0,0.0,29.0,0.0,6.0,1.0,42.7,0.28,3.7,0.13,259.0,611.0,42.4,564.0,97.0,61.2,43.9,313.0,85.0,57.1,360.0,29.0,8.1,13.0,0.45,12.2,18/19,juan musso,juan,musso,j,ARG,Argentina
Yvon Mvogo,ch SUI,GK,RB Leipzig,24,1994,2.0,1.0,135.0,2.0,1.33,3.0,2.0,0.667,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,1.4,0.2,-0.6,-0.41,9.0,14.0,64.3,25.0,4.0,40.0,38.3,6.0,66.7,47.7,11.0,0.0,0.0,0.0,0.0,9.6,18/19,yvon mvogo,yvon,mvogo,y,SUI,Switzerland
Keylor Navas,cr CRC,GK,Real Madrid,31,1986,10.0,10.0,900.0,8.0,0.8,30.0,22.0,0.733,6.0,2.0,2.0,4.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,8.6,0.29,0.6,0.06,31.0,90.0,34.4,231.0,61.0,29.4,34.0,53.0,41.5,44.4,79.0,6.0,7.6,6.0,0.6,15.0,18/19,keylor navas,keylor,navas,k,CRC,Costa Rica
Neto,br BRA,GK,Valencia,29,1989,34.0,34.0,3060.0,34.0,1.0,134.0,109.0,0.799,13.0,14.0,7.0,10.0,29.4,8.0,7.0,1.0,0.0,34.0,2.0,6.0,2.0,37.7,0.24,5.7,0.17,192.0,530.0,36.2,570.0,156.0,53.2,43.8,272.0,83.5,60.9,389.0,28.0,7.2,11.0,0.32,13.3,18/19,neto,neto,neto,n,BRA,Brazil
Manuel Neuer,de GER,GK,Bayern Munich,32,1986,26.0,26.0,2303.0,23.0,0.9,51.0,32.0,0.608,20.0,3.0,3.0,10.0,38.5,3.0,3.0,0.0,0.0,25.6,0.0,2.0,1.0,16.4,0.28,-5.6,-0.22,132.0,271.0,48.7,796.0,109.0,30.9,32.5,120.0,20.8,33.1,127.0,9.0,7.1,30.0,1.17,18.1,18/19,manuel neuer,manuel,neuer,m,GER,Germany
Will Norris,eng ENG,GK,Wolves,24,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18/19,will norris,will,norris,w,ENG,England
Alexander Nübel,de GER,GK,Schalke 04,21,1996,18.0,18.0,1588.0,29.0,1.64,77.0,49.0,0.662,4.0,6.0,8.0,4.0,22.2,4.0,3.0,1.0,0.0,17.6,0.0,0.0,0.0,28.5,0.33,-0.5,-0.03,129.0,297.0,43.4,394.0,57.0,48.0,41.0,133.0,81.2,57.9,145.0,10.0,6.9,5.0,0.28,13.9,18/19,alexander nubel,alexander,nubel,a,GER,Germany
Jan Oblak,si SVN,GK,Atlético Madrid,25,1993,37.0,37.0,3330.0,27.0,0.73,123.0,103.0,0.821,22.0,9.0,6.0,20.0,54.1,5.0,5.0,0.0,0.0,37.0,0.0,3.0,2.0,36.1,0.26,11.1,0.3,229.0,597.0,38.4,568.0,100.0,61.3,46.6,282.0,88.3,62.3,356.0,36.0,10.1,12.0,0.32,14.1,18/19,jan oblak,jan,oblak,j,SVN,Slovenia
Oier Olazábal,es ESP,GK,Levante,28,1989,21.0,21.0,1890.0,40.0,1.9,134.0,99.0,0.731,7.0,5.0,9.0,5.0,23.8,5.0,4.0,1.0,0.0,21.0,1.0,5.0,1.0,42.0,0.29,3.0,0.14,142.0,348.0,40.8,346.0,95.0,56.6,45.0,219.0,69.4,51.5,247.0,21.0,8.5,9.0,0.43,12.6,18/19,oier olazabal,oier,olazabal,o,ESP,Spain
Alexandre Olliero,fr FRA,GK,Nantes,22,1996,1.0,1.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,-0.3,-0.29,4.0,10.0,40.0,20.0,5.0,35.0,40.4,3.0,100.0,79.3,7.0,0.0,0.0,1.0,1.0,14.6,18/19,alexandre olliero,alexandre,olliero,a,FRA,France
Robin Olsen,se SWE,GK,Roma,28,1990,27.0,27.0,2430.0,43.0,1.59,124.0,87.0,0.685,12.0,8.0,7.0,4.0,14.8,6.0,4.0,0.0,2.0,27.0,0.0,7.0,1.0,37.9,0.28,-3.1,-0.11,161.0,364.0,44.2,639.0,154.0,38.7,36.2,207.0,56.5,48.7,248.0,10.0,4.0,10.0,0.37,12.2,18/19,robin olsen,robin,olsen,r,SWE,Sweden
David Ospina,co COL,GK,Napoli,29,1988,17.0,16.0,1457.0,20.0,1.24,63.0,44.0,0.698,9.0,4.0,3.0,5.0,31.3,1.0,1.0,0.0,0.0,16.2,1.0,3.0,0.0,16.4,0.25,-3.6,-0.22,61.0,158.0,38.6,343.0,69.0,30.6,32.8,113.0,46.9,41.6,136.0,16.0,11.8,4.0,0.25,13.6,18/19,david ospina,david,ospina,d,COL,Colombia
Ramazan Özcan,at AUT,GK,Leverkusen,34,1984,2.0,2.0,180.0,5.0,2.5,12.0,8.0,0.667,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,5.5,0.35,0.5,0.26,14.0,40.0,35.0,53.0,7.0,58.5,45.9,9.0,100.0,67.3,16.0,0.0,0.0,1.0,0.5,15.2,18/19,ramazan ozcan,ramazan,ozcan,r,AUT,Austria
Fernando Pacheco,es ESP,GK,Alavés,26,1992,35.0,35.0,3150.0,46.0,1.31,145.0,105.0,0.724,11.0,11.0,13.0,8.0,22.9,6.0,6.0,0.0,0.0,35.0,3.0,1.0,2.0,44.2,0.28,0.2,0.01,315.0,759.0,41.5,755.0,88.0,67.4,47.5,286.0,87.4,58.7,354.0,29.0,8.2,29.0,0.83,15.2,18/19,fernando pacheco,fernando,pacheco,f,ESP,Spain
Rui Patrício,pt POR,GK,Wolves,30,1988,37.0,37.0,3330.0,46.0,1.24,138.0,98.0,0.688,15.0,9.0,13.0,8.0,21.6,4.0,3.0,0.0,1.0,37.0,1.0,7.0,3.0,40.0,0.28,-3.0,-0.08,242.0,572.0,42.3,560.0,107.0,60.9,43.7,275.0,84.0,57.5,306.0,20.0,6.5,13.0,0.35,12.8,18/19,rui patricio,rui,patricio,r,POR,Portugal
Jiří Pavlenka,cz CZE,GK,Werder Bremen,26,1992,34.0,34.0,2978.0,47.0,1.42,153.0,108.0,0.712,14.0,11.0,9.0,5.0,14.7,4.0,3.0,0.0,1.0,33.1,2.0,5.0,0.0,46.0,0.29,-1.0,-0.03,257.0,565.0,45.5,920.0,157.0,43.0,38.4,303.0,55.8,46.0,308.0,17.0,5.5,16.0,0.48,14.0,18/19,jiri pavlenka,jiri,pavlenka,j,CZE,Czech Republic
Gianluca Pegolo,it ITA,GK,Sassuolo,37,1981,3.0,2.0,202.0,4.0,1.78,12.0,8.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.0,0.0,3.8,0.36,-0.2,-0.08,19.0,45.0,42.2,44.0,9.0,50.0,39.1,29.0,79.3,50.2,13.0,0.0,0.0,0.0,0.0,9.6,18/19,gianluca pegolo,gianluca,pegolo,g,ITA,Italy
Yohann Pelé,fr FRA,GK,Marseille,35,1982,9.0,7.0,680.0,12.0,1.59,22.0,14.0,0.636,4.0,2.0,1.0,3.0,42.9,5.0,4.0,1.0,0.0,7.6,1.0,0.0,0.0,10.3,0.29,-1.7,-0.22,38.0,79.0,48.1,173.0,39.0,32.9,33.6,50.0,44.0,43.4,57.0,3.0,5.3,7.0,0.93,13.5,18/19,yohann pele,yohann,pele,y,FRA,France
Mattia Perin,it ITA,GK,Juventus,25,1992,9.0,9.0,810.0,8.0,0.89,26.0,19.0,0.731,6.0,1.0,2.0,5.0,55.6,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,7.1,0.24,-0.9,-0.1,40.0,88.0,45.5,157.0,41.0,35.0,34.6,68.0,48.5,43.4,81.0,3.0,3.7,2.0,0.22,11.5,18/19,mattia perin,mattia,perin,m,ITA,Italy
Pavao Pervan,at AUT,GK,Wolfsburg,30,1987,10.0,8.0,765.0,11.0,1.29,41.0,29.0,0.732,5.0,1.0,2.0,1.0,12.5,1.0,0.0,0.0,1.0,8.5,0.0,1.0,0.0,13.1,0.32,2.1,0.24,80.0,163.0,49.1,274.0,37.0,42.3,38.6,73.0,64.4,53.2,87.0,6.0,6.9,2.0,0.24,11.6,18/19,pavao pervan,pavao,pervan,p,AUT,Austria
Jordan Pickford,eng ENG,GK,Everton,24,1994,38.0,38.0,3420.0,46.0,1.21,128.0,86.0,0.656,15.0,9.0,14.0,14.0,36.8,5.0,2.0,3.0,0.0,38.0,2.0,11.0,2.0,48.3,0.35,4.3,0.11,281.0,764.0,36.8,968.0,150.0,58.4,48.3,282.0,70.6,60.5,282.0,25.0,8.9,35.0,0.92,16.0,18/19,jordan pickford,jordan,pickford,j,ENG,England
Carlo Pinsoglio,it ITA,GK,Juventus,28,1990,1.0,1.0,90.0,2.0,2.0,3.0,1.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.6,0.54,-0.4,-0.39,7.0,14.0,50.0,22.0,4.0,36.4,34.0,14.0,42.9,37.1,6.0,0.0,0.0,0.0,0.0,8.7,18/19,carlo pinsoglio,carlo,pinsoglio,c,ITA,Italy
Luca Plogmann,de GER,GK,Werder Bremen,18,2000,1.0,0.0,37.0,1.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0,-0.2,-0.45,1.0,1.0,100.0,3.0,2.0,0.0,15.0,2.0,50.0,34.5,3.0,1.0,33.3,0.0,0.0,17.0,18/19,luca plogmann,luca,plogmann,l,GER,Germany
Giacomo Poluzzi,it ITA,GK,SPAL,30,1988,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18/19,giacomo poluzzi,giacomo,poluzzi,g,ITA,Italy
Gaëtan Poussin,fr FRA,GK,Bordeaux,19,1999,1.0,1.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.17,0.2,0.17,6.0,22.0,27.3,22.0,2.0,45.5,42.0,13.0,92.3,59.7,12.0,1.0,8.3,1.0,1.0,15.7,18/19,gaetan poussin,gaetan,poussin,g,FRA,France
Silvio Proto,be BEL,GK,Lazio,35,1983,2.0,2.0,180.0,4.0,2.0,13.0,9.0,0.692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.6,0.29,-0.4,-0.2,19.0,38.0,50.0,43.0,5.0,53.5,45.1,22.0,68.2,53.0,34.0,1.0,2.9,0.0,0.0,14.5,18/19,silvio proto,silvio,proto,s,BEL,Belgium
Ivan Provedel,it ITA,GK,Empoli,24,1994,16.0,16.0,1440.0,36.0,2.25,101.0,69.0,0.673,4.0,4.0,8.0,0.0,0.0,4.0,3.0,0.0,1.0,16.0,0.0,4.0,1.0,29.0,0.27,-6.0,-0.38,86.0,210.0,41.0,355.0,101.0,41.7,37.9,126.0,49.2,43.8,212.0,19.0,9.0,6.0,0.38,12.6,18/19,ivan provedel,ivan,provedel,i,ITA,Italy
Ionuț Radu,ro ROU,GK,Genoa,21,1997,33.0,33.0,2970.0,47.0,1.42,142.0,102.0,0.704,6.0,14.0,13.0,6.0,18.2,6.0,5.0,1.0,0.0,33.0,0.0,8.0,1.0,48.6,0.31,3.6,0.11,236.0,727.0,32.5,661.0,101.0,68.7,52.9,298.0,91.6,66.4,345.0,22.0,6.4,13.0,0.39,13.1,18/19,ionut radu,ionut,radu,i,ROU,Romania
Pepe Reina,es ESP,GK,Milan,35,1982,4.0,2.0,328.0,5.0,1.37,12.0,8.0,0.667,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,3.6,0.0,0.0,0.0,4.6,0.32,-0.4,-0.12,23.0,51.0,45.1,91.0,19.0,40.7,36.6,24.0,58.3,47.0,36.0,4.0,11.1,2.0,0.55,14.2,18/19,pepe reina,pepe,reina,p,ESP,Spain
