player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,nationality_code,nationality_cleaned
Anthony Lopes,pt POR,GK,Lyon,26,1990,34.0,34.0,3060.0,37.0,1.09,135.0,106.0,0.763,21.0,8.0,5.0,14.0,41.2,8.0,5.0,2.0,1.0,34.0,1.0,3.0,3.0,35.7,0.22,1.7,0.05,110.0,285.0,38.6,688.0,113.0,31.8,34.4,123.0,53.7,48.5,365.0,29.0,7.9,18.0,0.53,14.8,17/18,anthony lopes,anthony,lopes,a,POR,Portugal
Diego López,es ESP,GK,Espanyol,35,1981,11.0,11.0,942.0,11.0,1.05,38.0,30.0,0.737,3.0,4.0,2.0,3.0,27.3,2.0,1.0,1.0,0.0,10.5,0.0,0.0,2.0,10.3,0.24,1.3,0.14,47.0,132.0,35.6,139.0,28.0,50.4,41.7,65.0,95.4,61.7,92.0,7.0,7.6,2.0,0.21,12.4,17/18,diego lopez,diego,lopez,d,ESP,Spain
Pau López,es ESP,GK,Espanyol,22,1994,28.0,27.0,2478.0,31.0,1.13,128.0,100.0,0.781,9.0,9.0,11.0,9.0,33.3,5.0,3.0,1.0,1.0,27.5,0.0,5.0,0.0,40.3,0.3,9.3,0.33,147.0,416.0,35.3,480.0,104.0,57.7,44.5,148.0,93.9,65.6,281.0,33.0,11.7,16.0,0.56,15.0,17/18,pau lopez,pau,lopez,p,ESP,Spain
Pedro López,es ESP,GK,Betis,22,1995,5.0,4.0,412.0,8.0,1.75,18.0,10.0,0.556,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,2.0,0.0,6.9,0.39,-1.1,-0.23,19.0,47.0,40.4,122.0,16.0,27.9,30.6,21.0,61.9,43.9,39.0,3.0,7.7,3.0,0.66,14.5,17/18,pedro lopez,pedro,lopez,p,ESP,Spain
Jonas Lössl,dk DEN,GK,Huddersfield,28,1989,38.0,38.0,3420.0,57.0,1.5,154.0,101.0,0.656,9.0,10.0,19.0,10.0,26.3,6.0,4.0,2.0,0.0,38.0,0.0,6.0,1.0,56.1,0.34,-0.9,-0.02,326.0,793.0,41.1,956.0,79.0,62.6,48.8,217.0,89.9,67.4,343.0,27.0,7.9,43.0,1.13,17.6,17/18,jonas lossl,jonas,lossl,j,DEN,Denmark
Andreas Luthe,de GER,GK,Augsburg,30,1987,2.0,2.0,180.0,4.0,2.0,6.0,3.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.4,0.41,-0.6,-0.31,13.0,29.0,44.8,66.0,12.0,36.4,35.8,14.0,35.7,39.3,20.0,4.0,20.0,3.0,1.5,16.5,17/18,andreas luthe,andreas,luthe,a,GER,Germany
Raïs M'Bolhi,dz ALG,GK,Rennes,31,1986,1.0,1.0,90.0,3.0,3.0,5.0,4.0,0.8,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4,0.4,0.4,0.42,2.0,14.0,14.3,18.0,2.0,66.7,50.5,2.0,100.0,70.0,9.0,3.0,33.3,1.0,1.0,27.5,17/18,rais m'bolhi,rais,m'bolhi,r,ALG,Algeria
Mike Maignan,fr FRA,GK,Lille,21,1995,34.0,34.0,3033.0,53.0,1.57,160.0,112.0,0.688,10.0,7.0,17.0,5.0,14.7,6.0,3.0,2.0,1.0,33.7,1.0,2.0,2.0,51.4,0.3,0.4,0.01,111.0,286.0,38.8,723.0,133.0,26.0,30.8,141.0,69.5,56.8,301.0,33.0,11.0,32.0,0.97,16.4,17/18,mike maignan,mike,maignan,m,FRA,France
Steve Mandanda,fr FRA,GK,Marseille,32,1985,31.0,31.0,2680.0,37.0,1.24,118.0,85.0,0.72,18.0,8.0,4.0,11.0,35.5,6.0,4.0,1.0,1.0,29.8,2.0,5.0,1.0,36.4,0.29,0.4,0.01,122.0,329.0,37.1,601.0,101.0,42.3,37.8,108.0,69.4,52.5,242.0,24.0,9.9,10.0,0.33,14.1,17/18,steve mandanda,steve,mandanda,s,FRA,France
Gabriele Marchegiani,it ITA,GK,SPAL,21,1996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17/18,gabriele marchegiani,gabriele,marchegiani,g,ITA,Italy
Emiliano Martínez,ar ARG,GK,Getafe,24,1992,5.0,5.0,450.0,7.0,1.4,19.0,13.0,0.684,2.0,1.0,2.0,2.0,40.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,6.4,0.29,-0.6,-0.11,47.0,115.0,40.9,90.0,8.0,82.2,59.6,41.0,100.0,73.0,51.0,7.0,13.7,3.0,0.6,13.9,17/18,emiliano martinez,emiliano,martinez,e,ARG,Argentina
Christian Mathenia,de GER,GK,Hamburger SV,25,1992,24.0,24.0,2160.0,38.0,1.58,93.0,58.0,0.624,4.0,6.0,14.0,6.0,25.0,4.0,3.0,0.0,1.0,24.0,0.0,4.0,1.0,36.4,0.38,-0.6,-0.02,126.0,432.0,29.2,507.0,73.0,57.2,44.7,181.0,78.5,58.5,180.0,9.0,5.0,11.0,0.46,14.3,17/18,christian mathenia,christian,mathenia,c,GER,Germany
Alex McCarthy,eng ENG,GK,Southampton,27,1989,18.0,18.0,1620.0,26.0,1.44,64.0,39.0,0.609,3.0,8.0,7.0,4.0,22.2,1.0,1.0,0.0,0.0,18.0,0.0,4.0,0.0,22.8,0.35,-3.2,-0.18,83.0,272.0,30.5,245.0,39.0,67.3,50.4,110.0,97.3,68.8,207.0,24.0,11.6,4.0,0.22,12.6,17/18,alex mccarthy,alex,mccarthy,a,ENG,England
Alex Meret,it ITA,GK,SPAL,20,1997,13.0,13.0,1158.0,16.0,1.24,56.0,45.0,0.768,2.0,7.0,4.0,4.0,30.8,6.0,3.0,2.0,1.0,12.9,0.0,2.0,2.0,19.4,0.28,5.4,0.42,88.0,229.0,38.4,250.0,25.0,56.0,42.5,107.0,83.2,55.6,132.0,13.0,9.8,3.0,0.23,13.0,17/18,alex meret,alex,meret,a,ITA,Italy
Mathieu Michel,fr FRA,GK,Angers,25,1991,7.0,6.0,598.0,13.0,1.96,27.0,17.0,0.593,1.0,2.0,4.0,1.0,16.7,2.0,2.0,0.0,0.0,6.6,0.0,0.0,1.0,9.0,0.27,-3.0,-0.45,34.0,80.0,42.5,103.0,29.0,48.5,40.1,34.0,88.2,61.3,59.0,1.0,1.7,2.0,0.3,16.0,17/18,mathieu michel,mathieu,michel,m,FRA,France
Simon Mignolet,be BEL,GK,Liverpool,29,1988,19.0,19.0,1710.0,24.0,1.26,57.0,35.0,0.614,10.0,7.0,2.0,7.0,36.8,3.0,2.0,1.0,0.0,19.0,0.0,3.0,0.0,20.6,0.33,-3.4,-0.18,56.0,190.0,29.5,460.0,83.0,35.4,34.6,59.0,45.8,44.3,148.0,12.0,8.1,13.0,0.68,15.3,17/18,simon mignolet,simon,mignolet,s,BEL,Belgium
Vanja Milinković-Savić,rs SRB,GK,Torino,20,1997,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.27,0.1,0.09,8.0,23.0,34.8,41.0,6.0,39.0,41.5,8.0,87.5,66.8,11.0,1.0,9.1,0.0,0.0,14.0,17/18,vanja milinkovic-savic,vanja,milinkovic-savic,v,SRB,Serbia
Antonio Mirante,it ITA,GK,Bologna,34,1983,33.0,33.0,2970.0,46.0,1.39,143.0,100.0,0.692,10.0,5.0,18.0,7.0,21.2,3.0,2.0,0.0,1.0,33.0,1.0,5.0,3.0,41.4,0.28,-1.6,-0.05,372.0,715.0,52.0,922.0,139.0,53.5,42.7,289.0,76.8,54.0,403.0,28.0,6.9,31.0,0.94,15.1,17/18,antonio mirante,antonio,mirante,a,ITA,Italy
Jessy Moulin,fr FRA,GK,Saint-Étienne,31,1986,4.0,3.0,305.0,6.0,1.77,27.0,22.0,0.815,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,3.4,1.0,1.0,0.0,7.5,0.26,1.5,0.43,21.0,59.0,35.6,74.0,10.0,47.3,41.7,24.0,100.0,69.6,47.0,6.0,12.8,0.0,0.0,10.6,17/18,jessy moulin,jessy,moulin,j,FRA,France
Florian Müller,de GER,GK,Mainz 05,19,1997,5.0,5.0,450.0,7.0,1.4,19.0,11.0,0.632,1.0,1.0,3.0,1.0,20.0,1.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,6.1,0.3,-0.9,-0.18,31.0,98.0,31.6,119.0,24.0,52.9,42.0,41.0,85.4,60.6,51.0,1.0,2.0,3.0,0.6,13.6,17/18,florian muller,florian,muller,f,GER,Germany
Yvon Mvogo,ch SUI,GK,RB Leipzig,23,1994,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.29,0.2,0.16,7.0,14.0,50.0,32.0,5.0,31.3,29.9,4.0,100.0,70.0,6.0,0.0,0.0,4.0,4.0,21.7,17/18,yvon mvogo,yvon,mvogo,y,SUI,Switzerland
Boaz Myhill,wal WAL,GK,West Brom,34,1982,1.0,1.0,90.0,1.0,1.0,3.0,2.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.43,0.3,0.28,6.0,12.0,50.0,10.0,0.0,80.0,49.9,5.0,80.0,53.4,15.0,2.0,13.3,0.0,0.0,6.0,17/18,boaz myhill,boaz,myhill,b,WAL,Wales
Keylor Navas,cr CRC,GK,Real Madrid,30,1986,27.0,27.0,2430.0,31.0,1.15,112.0,84.0,0.741,16.0,7.0,4.0,7.0,25.9,4.0,2.0,2.0,0.0,27.0,0.0,8.0,1.0,33.8,0.28,3.8,0.14,59.0,153.0,38.6,434.0,90.0,24.7,31.7,63.0,73.0,57.6,215.0,22.0,10.2,19.0,0.7,15.1,17/18,keylor navas,keylor,navas,k,CRC,Costa Rica
Neto,br BRA,GK,Valencia,28,1989,33.0,33.0,2970.0,33.0,1.0,150.0,120.0,0.8,18.0,7.0,8.0,10.0,30.3,5.0,3.0,2.0,0.0,33.0,1.0,5.0,0.0,44.2,0.27,11.2,0.34,143.0,383.0,37.3,420.0,92.0,55.7,44.0,171.0,87.1,63.5,353.0,27.0,7.6,6.0,0.18,13.1,17/18,neto,neto,neto,n,BRA,Brazil
Manuel Neuer,de GER,GK,Bayern Munich,31,1986,3.0,3.0,270.0,2.0,0.67,8.0,6.0,0.75,2.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.19,-0.5,-0.17,18.0,28.0,64.3,73.0,8.0,35.6,34.3,8.0,25.0,32.6,5.0,0.0,0.0,1.0,0.33,12.1,17/18,manuel neuer,manuel,neuer,m,GER,Germany
Alexander Nübel,de GER,GK,Schalke 04,20,1996,1.0,0.0,45.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.19,0.4,0.75,6.0,13.0,46.2,13.0,3.0,38.5,42.2,9.0,88.9,53.6,5.0,0.0,0.0,0.0,0.0,12.5,17/18,alexander nubel,alexander,nubel,a,GER,Germany
Jan Oblak,si SVN,GK,Atlético Madrid,24,1993,37.0,37.0,3330.0,22.0,0.59,126.0,106.0,0.833,22.0,10.0,5.0,22.0,59.5,4.0,1.0,3.0,0.0,37.0,1.0,2.0,1.0,32.5,0.24,11.5,0.31,151.0,447.0,33.8,497.0,70.0,60.0,45.1,181.0,82.3,58.2,378.0,30.0,7.9,10.0,0.27,14.1,17/18,jan oblak,jan,oblak,j,SVN,Slovenia
Oier Olazábal,es ESP,GK,Levante,27,1989,26.0,26.0,2340.0,39.0,1.5,117.0,86.0,0.709,9.0,7.0,10.0,7.0,26.9,6.0,5.0,0.0,1.0,26.0,0.0,4.0,3.0,41.2,0.33,5.2,0.2,151.0,397.0,38.0,395.0,49.0,67.1,48.8,144.0,91.7,61.5,278.0,27.0,9.7,12.0,0.46,13.3,17/18,oier olazabal,oier,olazabal,o,ESP,Spain
David Ospina,co COL,GK,Arsenal,28,1988,5.0,4.0,381.0,3.0,0.71,14.0,11.0,0.786,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.2,0.0,1.0,0.0,3.8,0.27,0.8,0.2,17.0,35.0,48.6,86.0,11.0,27.9,33.0,14.0,78.6,53.8,53.0,2.0,3.8,3.0,0.71,11.8,17/18,david ospina,david,ospina,d,COL,Colombia
Alexandre Oukidja,dz ALG,GK,Strasbourg,29,1988,17.0,16.0,1457.0,29.0,1.79,70.0,45.0,0.643,3.0,5.0,8.0,2.0,12.5,5.0,4.0,1.0,0.0,16.2,0.0,1.0,0.0,27.6,0.34,-1.4,-0.09,102.0,290.0,35.2,299.0,44.0,65.2,48.0,102.0,93.1,67.3,156.0,16.0,10.3,7.0,0.43,13.9,17/18,alexandre oukidja,alexandre,oukidja,a,ALG,Algeria
Ramazan Özcan,at AUT,GK,Leverkusen,33,1984,1.0,1.0,90.0,4.0,4.0,7.0,3.0,0.429,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.2,0.42,-0.8,-0.78,4.0,12.0,33.3,32.0,6.0,31.3,34.1,6.0,33.3,32.8,6.0,0.0,0.0,1.0,1.0,19.2,17/18,ramazan ozcan,ramazan,ozcan,r,AUT,Austria
Fernando Pacheco,es ESP,GK,Alavés,25,1992,38.0,37.0,3360.0,50.0,1.34,175.0,134.0,0.754,15.0,2.0,20.0,12.0,32.4,11.0,7.0,3.0,1.0,37.3,2.0,7.0,2.0,53.3,0.28,5.3,0.14,248.0,586.0,42.3,532.0,69.0,70.1,47.4,228.0,93.4,62.2,413.0,21.0,5.1,9.0,0.24,12.9,17/18,fernando pacheco,fernando,pacheco,f,ESP,Spain
Costel Pantilimon,ro ROU,GK,La Coruña,30,1987,6.0,6.0,540.0,9.0,1.5,23.0,16.0,0.652,3.0,0.0,3.0,1.0,16.7,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,7.1,0.28,-0.9,-0.16,37.0,85.0,43.5,96.0,15.0,60.4,43.2,31.0,87.1,61.6,48.0,2.0,4.2,2.0,0.33,16.0,17/18,costel pantilimon,costel,pantilimon,c,ROU,Romania
Jiří Pavlenka,cz CZE,GK,Werder Bremen,25,1992,34.0,34.0,3060.0,40.0,1.18,157.0,119.0,0.758,10.0,12.0,12.0,8.0,23.5,4.0,2.0,1.0,1.0,34.0,0.0,6.0,2.0,43.9,0.26,5.9,0.17,249.0,612.0,40.7,901.0,175.0,50.9,42.4,244.0,62.7,51.6,282.0,18.0,6.4,14.0,0.41,13.3,17/18,jiri pavlenka,jiri,pavlenka,j,CZE,Czech Republic
Gianluca Pegolo,it ITA,GK,Sassuolo,36,1981,2.0,1.0,104.0,1.0,0.87,5.0,5.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.0,0.7,0.15,0.7,0.65,5.0,26.0,19.2,27.0,7.0,66.7,42.7,11.0,72.7,48.9,14.0,0.0,0.0,0.0,0.0,11.0,17/18,gianluca pegolo,gianluca,pegolo,g,ITA,Italy
Yohann Pelé,fr FRA,GK,Marseille,34,1982,10.0,7.0,738.0,10.0,1.22,26.0,18.0,0.615,4.0,3.0,1.0,3.0,42.9,0.0,0.0,0.0,0.0,8.2,0.0,0.0,1.0,7.8,0.27,-1.2,-0.15,36.0,83.0,43.4,149.0,26.0,37.6,34.8,35.0,77.1,56.2,69.0,4.0,5.8,7.0,0.88,16.2,17/18,yohann pele,yohann,pele,y,FRA,France
Mattia Perin,it ITA,GK,Genoa,24,1992,37.0,37.0,3330.0,42.0,1.14,167.0,131.0,0.772,11.0,8.0,18.0,12.0,32.4,4.0,4.0,0.0,0.0,37.0,1.0,2.0,2.0,43.5,0.24,3.5,0.1,323.0,791.0,40.8,874.0,114.0,58.0,43.9,319.0,89.0,60.2,365.0,21.0,5.8,20.0,0.54,13.9,17/18,mattia perin,mattia,perin,m,ITA,Italy
Jordan Pickford,eng ENG,GK,Everton,23,1994,38.0,38.0,3420.0,58.0,1.53,176.0,121.0,0.688,13.0,10.0,15.0,10.0,26.3,5.0,3.0,1.0,1.0,38.0,0.0,7.0,0.0,57.8,0.31,-0.2,-0.01,285.0,834.0,34.2,884.0,129.0,67.4,53.7,257.0,92.6,74.0,413.0,30.0,7.3,28.0,0.74,15.3,17/18,jordan pickford,jordan,pickford,j,ENG,England
Carlo Pinsoglio,it ITA,GK,Juventus,27,1990,1.0,0.0,28.0,1.0,3.21,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.8,0.42,-0.2,-0.55,1.0,2.0,50.0,6.0,3.0,33.3,28.5,0.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,17/18,carlo pinsoglio,carlo,pinsoglio,c,ITA,Italy
Julian Pollersbeck,de GER,GK,Hamburger SV,22,1994,10.0,10.0,900.0,15.0,1.5,47.0,31.0,0.681,4.0,1.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,16.4,0.36,1.4,0.14,80.0,213.0,37.6,481.0,46.0,38.3,36.7,63.0,46.0,44.0,72.0,9.0,12.5,20.0,2.0,18.8,17/18,julian pollersbeck,julian,pollersbeck,j,GER,Germany
Nick Pope,eng ENG,GK,Burnley,25,1992,35.0,34.0,3115.0,35.0,1.01,149.0,117.0,0.785,13.0,11.0,11.0,11.0,32.4,5.0,3.0,1.0,1.0,34.6,0.0,3.0,1.0,44.7,0.28,10.7,0.31,295.0,868.0,34.0,791.0,90.0,80.8,59.0,238.0,96.2,74.9,442.0,52.0,11.8,20.0,0.58,15.2,17/18,nick pope,nick,pope,n,ENG,England
Andrés Prieto,es ESP,GK,Málaga,23,1993,4.0,4.0,360.0,10.0,2.5,18.0,10.0,0.556,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,9.2,0.43,-0.8,-0.21,24.0,65.0,36.9,57.0,1.0,75.4,53.9,22.0,100.0,70.3,32.0,4.0,12.5,0.0,0.0,11.5,17/18,andres prieto,andres,prieto,a,ESP,Spain
Jérôme Prior,fr FRA,GK,Bordeaux,21,1995,2.0,2.0,180.0,3.0,1.5,8.0,5.0,0.625,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.24,-1.0,-0.52,4.0,15.0,26.7,20.0,2.0,55.0,39.8,5.0,80.0,55.8,21.0,1.0,4.8,1.0,0.5,14.1,17/18,jerome prior,jerome,prior,j,FRA,France
Christian Puggioni,it ITA,GK,Sampdoria,36,1981,9.0,9.0,810.0,12.0,1.33,49.0,40.0,0.816,5.0,2.0,2.0,5.0,55.6,3.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,15.4,0.27,3.4,0.38,54.0,127.0,42.5,217.0,45.0,43.8,36.9,64.0,50.0,41.2,93.0,10.0,10.8,13.0,1.44,16.6,17/18,christian puggioni,christian,puggioni,c,ITA,Italy
Christian Puggioni,it ITA,GK,Benevento,36,1981,14.0,14.0,1179.0,26.0,1.98,59.0,37.0,0.644,3.0,1.0,9.0,2.0,14.3,6.0,5.0,0.0,1.0,13.1,0.0,3.0,0.0,23.8,0.34,-2.2,-0.16,81.0,187.0,43.3,326.0,71.0,36.5,34.9,107.0,63.6,46.9,147.0,16.0,10.9,9.0,0.69,14.3,17/18,christian puggioni,christian,puggioni,c,ITA,Italy
Rafael,br BRA,GK,Cagliari,35,1982,10.0,8.0,794.0,11.0,1.25,39.0,28.0,0.744,4.0,2.0,3.0,1.0,12.5,1.0,1.0,0.0,0.0,8.8,0.0,3.0,0.0,14.5,0.35,3.5,0.4,72.0,173.0,41.6,156.0,25.0,64.7,43.9,91.0,79.1,53.2,113.0,10.0,8.8,2.0,0.23,13.1,17/18,rafael,rafael,rafael,r,BRA,Brazil
Toño Ramírez,es ESP,GK,Real Sociedad,30,1986,4.0,3.0,316.0,6.0,1.71,11.0,5.0,0.455,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.5,0.0,1.0,0.0,3.5,0.32,-2.5,-0.71,17.0,50.0,34.0,103.0,10.0,35.9,32.2,15.0,86.7,58.4,29.0,1.0,3.4,0.0,0.0,11.7,17/18,tono ramirez,tono,ramirez,t,ESP,Spain
Pepe Reina,es ESP,GK,Napoli,34,1982,37.0,37.0,3330.0,29.0,0.78,98.0,70.0,0.724,28.0,6.0,3.0,18.0,48.6,2.0,2.0,0.0,0.0,37.0,2.0,4.0,0.0,26.2,0.25,-2.8,-0.07,173.0,361.0,47.9,885.0,150.0,30.5,33.3,191.0,47.6,41.7,223.0,10.0,4.5,31.0,0.84,16.7,17/18,pepe reina,pepe,reina,p,ESP,Spain
Baptiste Reynet,fr FRA,GK,Dijon,26,1990,38.0,38.0,3420.0,73.0,1.92,198.0,139.0,0.687,13.0,9.0,16.0,5.0,13.2,15.0,11.0,3.0,1.0,38.0,2.0,7.0,3.0,74.5,0.32,4.5,0.12,285.0,650.0,43.8,1153.0,171.0,45.8,40.2,182.0,67.0,52.6,446.0,47.0,10.5,48.0,1.26,16.9,17/18,baptiste reynet,baptiste,reynet,b,FRA,France
Sergio Rico,es ESP,GK,Sevilla,23,1993,24.0,23.0,2157.0,39.0,1.63,90.0,54.0,0.6,10.0,4.0,10.0,9.0,39.1,5.0,3.0,1.0,1.0,24.0,1.0,5.0,0.0,32.6,0.32,-6.4,-0.27,93.0,254.0,36.6,411.0,93.0,42.6,36.2,101.0,78.2,56.0,231.0,26.0,11.3,6.0,0.25,12.5,17/18,sergio rico,sergio,rico,s,ESP,Spain
Asier Riesgo,es ESP,GK,Eibar,33,1983,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.6,0.4,0.6,0.62,10.0,28.0,35.7,19.0,1.0,100.0,60.3,9.0,100.0,67.3,16.0,3.0,18.8,0.0,0.0,7.0,17/18,asier riesgo,asier,riesgo,a,ESP,Spain
Roberto,es ESP,GK,Málaga,31,1986,34.0,34.0,3060.0,51.0,1.5,144.0,97.0,0.674,5.0,5.0,24.0,6.0,17.6,5.0,4.0,1.0,0.0,34.0,1.0,3.0,0.0,49.0,0.32,-2.0,-0.06,238.0,604.0,39.4,576.0,62.0,69.1,50.5,221.0,93.2,66.4,344.0,37.0,10.8,15.0,0.44,12.5,17/18,roberto,roberto,roberto,r,ESP,Spain
Sergio Romero,ar ARG,GK,Manchester Utd,30,1987,1.0,1.0,90.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.29,1.1,1.15,9.0,13.0,69.2,12.0,2.0,66.7,43.8,6.0,83.3,60.7,9.0,1.0,11.1,0.0,0.0,13.0,17/18,sergio romero,sergio,romero,s,ARG,Argentina
Francesco Rossi,it ITA,GK,Atalanta,26,1991,1.0,0.0,8.0,1.0,11.25,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.9,0.46,-0.1,-1.15,1.0,1.0,100.0,3.0,2.0,33.3,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17/18,francesco rossi,francesco,rossi,f,ITA,Italy
Rubén,es ESP,GK,La Coruña,33,1984,28.0,27.0,2480.0,58.0,2.1,137.0,83.0,0.591,3.0,10.0,15.0,4.0,14.8,3.0,2.0,1.0,0.0,27.6,3.0,9.0,2.0,49.0,0.34,-7.0,-0.26,112.0,323.0,34.7,377.0,72.0,55.4,43.1,137.0,83.2,62.1,308.0,30.0,9.7,8.0,0.29,13.3,17/18,ruben,ruben,ruben,r,ESP,Spain
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,30,1986,35.0,35.0,3113.0,44.0,1.27,150.0,112.0,0.74,14.0,10.0,11.0,12.0,34.3,6.0,5.0,1.0,0.0,34.6,2.0,3.0,1.0,46.0,0.28,3.0,0.09,164.0,465.0,35.3,737.0,90.0,46.8,38.6,151.0,79.5,53.1,359.0,32.0,8.9,15.0,0.43,14.6,17/18,stephane ruffier,stephane,ruffier,s,FRA,France
Gerónimo Rulli,ar ARG,GK,Real Sociedad,25,1992,26.0,26.0,2340.0,45.0,1.73,100.0,60.0,0.59,10.0,5.0,11.0,6.0,23.1,5.0,4.0,1.0,0.0,26.0,2.0,6.0,1.0,35.7,0.32,-8.3,-0.32,157.0,348.0,45.1,848.0,69.0,36.0,34.8,68.0,63.2,47.3,212.0,24.0,11.3,22.0,0.85,15.7,17/18,geronimo rulli,geronimo,rulli,g,ARG,Argentina
Mathew Ryan,au AUS,GK,Brighton,25,1992,38.0,38.0,3420.0,54.0,1.42,170.0,120.0,0.688,9.0,13.0,16.0,10.0,26.3,3.0,1.0,2.0,0.0,38.0,1.0,15.0,4.0,54.2,0.31,4.2,0.11,301.0,753.0,40.0,697.0,91.0,71.3,49.1,264.0,97.0,65.4,416.0,24.0,5.8,11.0,0.29,12.5,17/18,mathew ryan,mathew,ryan,m,AUS,Australia
Mamadou Samassa,ml MLI,GK,Troyes,27,1990,21.0,21.0,1890.0,31.0,1.48,108.0,81.0,0.731,6.0,3.0,12.0,5.0,23.8,3.0,2.0,1.0,0.0,21.0,0.0,4.0,1.0,29.1,0.25,0.1,0.01,92.0,318.0,28.9,380.0,75.0,53.2,43.9,119.0,97.5,65.5,269.0,23.0,8.6,11.0,0.52,15.6,17/18,mamadou samassa,mamadou,samassa,m,MLI,Mali
Brice Samba,fr FRA,GK,Caen,23,1994,4.0,3.0,316.0,4.0,1.14,18.0,15.0,0.833,1.0,1.0,1.0,2.0,66.7,1.0,1.0,0.0,0.0,3.5,0.0,0.0,0.0,5.6,0.27,1.6,0.45,23.0,56.0,41.1,63.0,10.0,57.1,45.3,24.0,83.3,62.3,21.0,0.0,0.0,1.0,0.29,11.4,17/18,brice samba,brice,samba,b,FRA,France
