player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Unai Simón,es ESP,GK,Athletic Club,23-198,1997,15.0,15.0,1350.0,18.0,1.2,36.0,22.0,0.583,5.0,3.0,7.0,3.0,20.0,3.0,3.0,0.0,0.0,15.0,0.0,3.0,1.0,14.3,0.32,-2.7,-0.18,124.0,290.0,42.8,370.0,67.0,51.9,43.2,105.0,93.3,67.5,143.0,8.0,5.6,11.0,0.73,14.3
Tobias Sippel,de GER,GK,M'Gladbach,32-279,1988,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.59,0.2,0.18,5.0,9.0,55.6,20.0,2.0,40.0,34.9,5.0,20.0,20.2,6.0,1.0,16.7,2.0,2.0,24.0
Salvatore Sirigu,it ITA,GK,Torino,33-349,1987,12.0,12.0,1080.0,28.0,2.33,50.0,24.0,0.48,1.0,4.0,7.0,1.0,8.3,2.0,2.0,0.0,0.0,12.0,1.0,3.0,0.0,19.7,0.36,-8.3,-0.69,72.0,159.0,45.3,336.0,50.0,35.4,33.1,96.0,41.7,32.3,127.0,6.0,4.7,2.0,0.17,11.5
Łukasz Skorupski,pl POL,GK,Bologna,29-235,1991,10.0,10.0,900.0,17.0,1.7,45.0,30.0,0.644,4.0,0.0,6.0,1.0,10.0,1.0,1.0,0.0,0.0,10.0,0.0,3.0,1.0,13.3,0.27,-2.7,-0.27,46.0,117.0,39.3,276.0,48.0,34.1,33.3,71.0,32.4,28.3,78.0,13.0,16.7,5.0,0.5,14.3
Yann Sommer,ch SUI,GK,M'Gladbach,32-009,1988,12.0,12.0,1080.0,21.0,1.75,45.0,27.0,0.6,4.0,5.0,3.0,1.0,8.3,3.0,3.0,0.0,0.0,12.0,0.0,3.0,0.0,15.8,0.33,-3.2,-0.29,63.0,142.0,44.4,404.0,46.0,31.2,32.3,79.0,20.3,25.7,80.0,7.0,8.8,3.0,0.27,12.6
David Soria,es ESP,GK,Getafe,27-266,1993,12.0,12.0,1080.0,14.0,1.17,35.0,25.0,0.686,3.0,4.0,5.0,5.0,41.7,3.0,3.0,0.0,0.0,12.0,0.0,2.0,1.0,11.7,0.26,-1.3,-0.11,121.0,336.0,36.0,312.0,4.0,86.5,58.7,87.0,75.9,53.1,76.0,9.0,11.8,15.0,1.25,15.7
Marco Sportiello,it ITA,GK,Atalanta,28-230,1992,8.0,7.0,655.0,15.0,2.06,33.0,18.0,0.545,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.3,0.0,1.0,0.0,10.7,0.3,-4.3,-0.59,26.0,61.0,42.6,164.0,41.0,23.8,30.7,37.0,59.5,47.5,49.0,4.0,8.2,6.0,0.82,16.1
Thomas Strakosha,al ALB,GK,Lazio,25-282,1995,5.0,5.0,450.0,11.0,2.2,23.0,12.0,0.522,1.0,1.0,3.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,8.9,0.39,-2.1,-0.43,28.0,68.0,41.2,179.0,29.0,35.2,31.6,31.0,16.1,25.7,43.0,3.0,7.0,0.0,0.0,11.5
Wojciech Szczęsny,pl POL,GK,Juventus,30-252,1990,9.0,9.0,810.0,11.0,1.22,28.0,19.0,0.643,3.0,5.0,1.0,1.0,11.1,1.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,9.0,0.29,-1.0,-0.11,29.0,45.0,64.4,239.0,37.0,15.5,27.6,51.0,15.7,23.2,67.0,2.0,3.0,9.0,1.0,15.5
Ciprian Tătărușanu,ro ROU,GK,Milan,34-321,1986,1.0,1.0,90.0,3.0,3.0,6.0,4.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.9,0.35,-0.1,-0.05,2.0,5.0,40.0,23.0,7.0,13.0,21.8,4.0,50.0,30.8,3.0,1.0,33.3,0.0,0.0,8.1
Marc-André ter Stegen,de GER,GK,Barcelona,28-240,1992,8.0,8.0,720.0,8.0,1.0,33.0,25.0,0.758,5.0,1.0,2.0,3.0,37.5,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,10.7,0.33,2.7,0.34,56.0,84.0,66.7,215.0,41.0,28.8,30.9,48.0,45.8,38.6,43.0,3.0,7.0,7.0,0.88,17.3
Kevin Trapp,de GER,GK,Eint Frankfurt,30-171,1990,13.0,13.0,1170.0,22.0,1.69,63.0,46.0,0.714,3.0,8.0,2.0,1.0,7.7,4.0,4.0,0.0,0.0,13.0,1.0,2.0,1.0,21.2,0.29,0.2,0.02,115.0,273.0,42.1,446.0,68.0,49.6,38.9,97.0,53.6,44.0,119.0,12.0,10.1,9.0,0.69,14.8
Tomáš Vaclík,cz CZE,GK,Sevilla,31-272,1989,3.0,3.0,270.0,3.0,1.0,9.0,6.0,0.667,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.4,0.27,-0.6,-0.21,14.0,32.0,43.8,86.0,15.0,32.6,31.7,8.0,50.0,38.3,19.0,1.0,5.3,2.0,0.67,14.9
Koke Vegas,es ESP,GK,Levante,25-090,1995,1.0,1.0,90.0,2.0,2.0,4.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6,0.64,0.6,0.56,2.0,11.0,18.2,18.0,4.0,44.4,37.7,11.0,27.3,30.5,7.0,0.0,0.0,1.0,1.0,18.8
Iván Villar,es ESP,GK,Celta Vigo,23-170,1997,7.0,7.0,630.0,10.0,1.43,22.0,15.0,0.636,1.0,3.0,3.0,1.0,14.3,2.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,8.6,0.32,-0.4,-0.05,30.0,96.0,31.3,150.0,28.0,46.7,39.2,56.0,46.4,40.8,67.0,5.0,7.5,8.0,1.14,17.2
Rubén Yáñez,es ESP,GK,Getafe,27-075,1993,2.0,2.0,180.0,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,1.0,50.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.4,0.22,0.4,0.21,18.0,42.0,42.9,37.0,2.0,86.5,55.7,12.0,83.3,61.2,18.0,2.0,11.1,1.0,0.5,13.5
Robin Zentner,de GER,GK,Mainz 05,26-059,1994,13.0,13.0,1170.0,26.0,2.0,70.0,47.0,0.657,1.0,3.0,9.0,1.0,7.7,2.0,2.0,0.0,0.0,13.0,1.0,3.0,1.0,20.5,0.28,-4.5,-0.35,61.0,189.0,32.3,370.0,95.0,35.1,34.8,106.0,55.7,47.3,130.0,10.0,7.7,12.0,0.92,14.0
Ron-Robert Zieler,de GER,GK,Köln,31-318,1989,1.0,0.0,51.0,1.0,1.76,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.01,-0.3,-0.46,6.0,11.0,54.5,17.0,4.0,35.3,35.0,6.0,83.3,49.7,10.0,0.0,0.0,0.0,0.0,11.8
Jeroen Zoet,nl NED,GK,Spezia,29-355,1991,2.0,2.0,153.0,4.0,2.35,5.0,2.0,0.4,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,1.7,0.0,1.0,0.0,3.0,0.4,-1.0,-0.6,9.0,20.0,45.0,52.0,11.0,34.6,33.0,8.0,25.0,30.8,16.0,0.0,0.0,0.0,0.0,8.1
