player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Walter Benítez,ar ARG,GK,Nice,27-282,1993,16.0,16.0,1440.0,22.0,1.37,72.0,53.0,0.764,6.0,4.0,6.0,5.0,31.3,5.0,5.0,0.0,0.0,16.0,0.0,3.0,0.0,23.1,0.26,1.1,0.07,53.0,150.0,35.3,440.0,72.0,26.6,29.4,142.0,23.2,28.7,144.0,12.0,8.3,6.0,0.38,11.4
Paul Bernardoni,fr FRA,GK,Angers,23-252,1997,17.0,17.0,1530.0,26.0,1.53,70.0,45.0,0.657,8.0,3.0,6.0,4.0,23.5,3.0,2.0,1.0,0.0,17.0,0.0,2.0,0.0,22.9,0.29,-3.1,-0.18,72.0,220.0,32.7,306.0,90.0,46.7,40.1,113.0,68.1,51.4,164.0,13.0,7.9,4.0,0.24,12.3
Dimitry Bertaud,fr FRA,GK,Montpellier,22-203,1998,3.0,2.0,225.0,1.0,0.4,5.0,5.0,1.0,2.0,0.0,0.0,2.0,100.0,1.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,2.0,0.22,1.0,0.39,36.0,61.0,59.0,70.0,13.0,62.9,44.5,20.0,85.0,60.6,19.0,2.0,10.5,0.0,0.0,11.9
Rubén Blanco,es ESP,GK,Celta Vigo,25-154,1995,8.0,8.0,720.0,11.0,1.37,26.0,16.0,0.615,4.0,2.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,10.0,0.36,-1.0,-0.12,33.0,132.0,25.0,224.0,40.0,40.2,36.3,62.0,67.7,47.2,73.0,3.0,4.1,5.0,0.63,15.1
Yassine Bounou,ma MAR,GK,Sevilla,29-265,1991,10.0,10.0,900.0,7.0,0.7,33.0,27.0,0.788,5.0,2.0,3.0,4.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,8.2,0.25,2.2,0.22,54.0,114.0,47.4,240.0,39.0,32.5,33.7,61.0,59.0,44.4,82.0,4.0,4.9,6.0,0.6,15.4
Claudio Bravo,cl CHI,GK,Betis,37-257,1983,7.0,7.0,630.0,15.0,2.14,32.0,19.0,0.594,3.0,0.0,4.0,2.0,28.6,3.0,2.0,1.0,0.0,7.0,0.0,2.0,1.0,15.1,0.42,1.1,0.15,51.0,121.0,42.1,206.0,31.0,49.0,40.6,32.0,62.5,48.2,44.0,3.0,6.8,2.0,0.29,12.1
Gianluigi Buffon,it ITA,GK,Juventus,42-333,1978,4.0,4.0,360.0,2.0,0.5,9.0,8.0,0.889,3.0,1.0,0.0,2.0,50.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.4,0.18,0.4,0.11,9.0,22.0,40.9,103.0,19.0,19.4,27.2,33.0,6.1,18.4,33.0,0.0,0.0,5.0,1.25,14.6
Roman Bürki,ch SUI,GK,Dortmund,30-042,1990,11.0,11.0,990.0,18.0,1.64,40.0,24.0,0.6,5.0,1.0,5.0,3.0,27.3,2.0,2.0,0.0,0.0,11.0,0.0,4.0,0.0,14.2,0.32,-3.8,-0.35,34.0,97.0,35.1,273.0,53.0,29.7,31.6,52.0,30.8,32.3,61.0,3.0,4.9,4.0,0.36,14.6
Marcin Bułka,pl POL,GK,Paris S-G,21-083,1999,1.0,1.0,90.0,1.0,1.0,3.0,2.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.45,0.3,0.32,2.0,5.0,40.0,28.0,9.0,17.9,25.5,2.0,0.0,21.5,7.0,0.0,0.0,2.0,2.0,13.1
Willy Caballero,ar ARG,GK,Chelsea,39-089,1981,1.0,1.0,90.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5,0.49,-1.5,-1.54,1.0,3.0,33.3,20.0,2.0,15.0,24.6,6.0,0.0,19.7,8.0,0.0,0.0,2.0,2.0,22.0
Marc-Aurèle Caillard,fr FRA,GK,Metz,26-228,1994,2.0,1.0,91.0,1.0,0.99,6.0,5.0,0.833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,0.29,0.8,0.74,7.0,15.0,46.7,23.0,9.0,47.8,39.3,6.0,66.7,55.2,9.0,0.0,0.0,0.0,0.0,12.7
Dani Cárdenas,es ESP,GK,Levante,23-273,1997,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.26,0.0,0.03,3.0,7.0,42.9,22.0,4.0,27.3,30.5,7.0,14.3,18.4,16.0,2.0,12.5,1.0,1.0,15.3
Koen Casteels,be BEL,GK,Wolfsburg,28-184,1992,12.0,12.0,1080.0,12.0,1.0,35.0,26.0,0.714,6.0,5.0,1.0,4.0,33.3,3.0,2.0,1.0,0.0,12.0,0.0,2.0,1.0,11.6,0.28,0.6,0.05,96.0,210.0,45.7,377.0,66.0,42.2,37.8,70.0,72.9,54.4,104.0,12.0,11.5,9.0,0.75,14.8
Alberto Cifuentes,es ESP,GK,Cádiz,41-211,1979,2.0,2.0,180.0,3.0,1.5,6.0,3.0,0.5,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.8,0.29,-1.2,-0.62,25.0,63.0,39.7,53.0,3.0,92.5,59.7,16.0,87.5,61.1,17.0,1.0,5.9,2.0,1.0,14.3
Andrea Consigli,it ITA,GK,Sassuolo,33-334,1987,13.0,13.0,1170.0,17.0,1.31,61.0,46.0,0.754,7.0,4.0,2.0,4.0,30.8,2.0,2.0,0.0,0.0,13.0,0.0,1.0,1.0,17.5,0.26,1.5,0.11,75.0,156.0,48.1,362.0,58.0,35.1,31.7,95.0,30.5,28.4,125.0,9.0,7.2,8.0,0.62,15.2
Alex Cordaz,it ITA,GK,Crotone,37-360,1983,14.0,14.0,1260.0,29.0,2.07,74.0,46.0,0.635,2.0,3.0,9.0,2.0,14.3,2.0,2.0,0.0,0.0,14.0,1.0,3.0,0.0,25.5,0.33,-3.5,-0.25,70.0,180.0,38.9,455.0,59.0,34.5,31.5,106.0,21.7,25.4,100.0,4.0,4.0,14.0,1.0,16.2
Angelo da Costa Júnior,br BRA,GK,Bologna,37-044,1983,3.0,3.0,270.0,5.0,1.67,13.0,8.0,0.692,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.1,0.38,0.1,0.03,20.0,35.0,57.1,137.0,15.0,22.6,29.3,20.0,20.0,23.1,17.0,0.0,0.0,3.0,1.0,16.0
Benoît Costil,fr FRA,GK,Bordeaux,33-176,1987,17.0,17.0,1530.0,21.0,1.24,62.0,44.0,0.71,6.0,4.0,7.0,9.0,52.9,4.0,3.0,1.0,0.0,17.0,0.0,2.0,1.0,18.8,0.25,-0.2,-0.01,146.0,315.0,46.3,438.0,62.0,51.6,41.2,125.0,71.2,51.1,132.0,2.0,1.5,10.0,0.59,14.8
Thibaut Courtois,be BEL,GK,Real Madrid,28-229,1992,15.0,15.0,1350.0,14.0,0.93,44.0,35.0,0.795,10.0,2.0,3.0,6.0,40.0,6.0,5.0,1.0,0.0,15.0,0.0,1.0,1.0,13.7,0.22,0.7,0.05,46.0,144.0,31.9,431.0,91.0,23.9,31.9,102.0,40.2,39.3,118.0,12.0,10.2,8.0,0.53,15.0
Alessio Cragno,it ITA,GK,Cagliari,26-181,1994,14.0,14.0,1260.0,27.0,1.93,86.0,60.0,0.709,3.0,5.0,6.0,2.0,14.3,2.0,2.0,0.0,0.0,14.0,1.0,4.0,0.0,26.5,0.29,-0.5,-0.03,85.0,169.0,50.3,291.0,55.0,39.2,33.8,119.0,46.2,35.7,131.0,11.0,8.4,5.0,0.36,12.4
Karl Darlow,eng ENG,GK,Newcastle Utd,30-079,1990,13.0,13.0,1170.0,22.0,1.69,69.0,49.0,0.696,5.0,3.0,5.0,2.0,15.4,2.0,1.0,1.0,0.0,13.0,0.0,2.0,2.0,20.7,0.28,0.7,0.05,91.0,282.0,32.3,277.0,52.0,67.9,50.2,111.0,84.7,60.7,136.0,14.0,10.3,2.0,0.15,11.3
Yehvann Diouf,fr FRA,GK,Reims,21-040,1999,2.0,1.0,135.0,1.0,0.67,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.03,0.0,0.01,5.0,16.0,31.3,40.0,13.0,27.5,32.2,12.0,41.7,39.0,11.0,0.0,0.0,1.0,0.67,15.3
Marko Dmitrović,rs SRB,GK,Eibar,28-337,1992,15.0,15.0,1350.0,15.0,1.0,53.0,37.0,0.717,3.0,6.0,6.0,6.0,40.0,1.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,16.1,0.29,1.1,0.08,139.0,374.0,37.2,393.0,42.0,71.2,55.9,101.0,93.1,74.4,134.0,8.0,6.0,14.0,0.93,15.3
Jaume Doménech,es ESP,GK,Valencia,30-051,1990,15.0,15.0,1350.0,22.0,1.47,72.0,54.0,0.736,3.0,6.0,6.0,2.0,13.3,4.0,3.0,1.0,0.0,15.0,1.0,3.0,1.0,23.8,0.29,2.8,0.19,163.0,315.0,51.7,331.0,54.0,58.0,42.7,155.0,79.4,56.4,193.0,11.0,5.7,8.0,0.53,13.3
Gianluigi Donnarumma,it ITA,GK,Milan,21-305,1999,13.0,13.0,1170.0,13.0,1.0,43.0,32.0,0.721,10.0,3.0,0.0,4.0,30.8,2.0,1.0,1.0,0.0,13.0,1.0,2.0,1.0,15.1,0.32,3.1,0.24,56.0,160.0,35.0,337.0,41.0,38.3,34.7,63.0,49.2,37.8,109.0,10.0,9.2,7.0,0.54,15.1
Bartłomiej Drągowski,pl POL,GK,Fiorentina,23-129,1997,14.0,14.0,1260.0,21.0,1.5,57.0,40.0,0.684,3.0,5.0,6.0,3.0,21.4,4.0,3.0,1.0,0.0,14.0,1.0,4.0,1.0,20.5,0.3,0.5,0.03,85.0,203.0,41.9,359.0,79.0,47.4,39.9,97.0,34.0,32.8,127.0,7.0,5.5,6.0,0.43,13.7
Ederson,br BRA,GK,Manchester City,27-131,1993,13.0,13.0,1170.0,12.0,0.92,30.0,22.0,0.733,6.0,5.0,2.0,6.0,46.2,4.0,4.0,0.0,0.0,13.0,0.0,2.0,1.0,10.3,0.23,-0.7,-0.05,54.0,114.0,47.4,316.0,50.0,23.4,31.3,73.0,54.8,47.8,69.0,5.0,7.2,12.0,0.92,16.3
Łukasz Fabiański,pl POL,GK,West Ham,35-252,1985,14.0,14.0,1260.0,19.0,1.36,58.0,41.0,0.707,6.0,3.0,5.0,4.0,28.6,5.0,2.0,2.0,1.0,14.0,0.0,1.0,0.0,21.9,0.35,2.9,0.21,115.0,253.0,45.5,309.0,59.0,60.8,45.8,91.0,71.4,52.7,151.0,8.0,5.3,4.0,0.29,12.6
Ralf Fährmann,de GER,GK,Schalke 04,32-090,1988,6.0,6.0,495.0,19.0,3.45,28.0,13.0,0.393,0.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,5.5,0.0,2.0,2.0,11.6,0.36,-5.4,-0.98,29.0,88.0,33.0,162.0,34.0,37.7,34.8,46.0,58.7,45.3,44.0,2.0,4.5,7.0,1.27,15.3
Wuilker Faríñez,ve VEN,GK,Lens,22-315,1998,1.0,0.0,6.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,-0.17,1.0,2.0,50.0,1.0,0.0,100.0,103.0,1.0,100.0,63.0,2.0,0.0,0.0,0.0,0.0,8.0
Aitor Fernández,es ESP,GK,Levante,29-237,1991,12.0,12.0,1080.0,15.0,1.25,47.0,32.0,0.702,3.0,5.0,4.0,1.0,8.3,1.0,1.0,0.0,0.0,12.0,1.0,2.0,0.0,14.9,0.3,-0.1,-0.01,56.0,142.0,39.4,277.0,69.0,41.5,37.1,94.0,28.7,29.8,115.0,8.0,7.0,12.0,1.0,15.7
Álvaro Fernández,es ESP,GK,Huesca,22-257,1998,4.0,4.0,360.0,6.0,1.5,10.0,4.0,0.5,1.0,2.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,4.9,0.39,-1.1,-0.28,23.0,69.0,33.3,124.0,19.0,46.8,38.9,29.0,37.9,41.7,34.0,4.0,11.8,1.0,0.25,14.5
Andrés Fernández,es ESP,GK,Huesca,34-009,1986,11.0,11.0,990.0,17.0,1.55,37.0,22.0,0.622,0.0,7.0,4.0,2.0,18.2,3.0,3.0,0.0,0.0,11.0,1.0,3.0,0.0,13.3,0.29,-3.7,-0.33,56.0,176.0,31.8,313.0,48.0,42.2,37.0,82.0,53.7,43.8,109.0,9.0,8.3,3.0,0.27,11.9
David de Gea,es ESP,GK,Manchester Utd,30-049,1990,11.0,11.0,945.0,18.0,1.71,33.0,19.0,0.576,6.0,2.0,3.0,3.0,27.3,4.0,4.0,0.0,0.0,10.5,1.0,2.0,1.0,16.5,0.39,-0.5,-0.05,36.0,93.0,38.7,163.0,25.0,37.4,33.7,75.0,42.7,35.9,83.0,3.0,3.6,4.0,0.38,13.8
Rafał Gikiewicz,pl POL,GK,Augsburg,33-061,1987,13.0,13.0,1170.0,20.0,1.54,65.0,47.0,0.723,4.0,4.0,5.0,3.0,23.1,2.0,2.0,0.0,0.0,13.0,0.0,0.0,1.0,18.0,0.25,0.0,0.0,90.0,230.0,39.1,452.0,87.0,38.7,34.9,111.0,49.5,44.2,146.0,10.0,6.8,10.0,0.77,15.0
David Gil,es ESP,GK,Cádiz,26-350,1994,1.0,1.0,90.0,2.0,2.0,3.0,1.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.4,-0.8,-0.8,5.0,29.0,17.2,28.0,3.0,75.0,51.4,9.0,88.9,64.3,5.0,0.0,0.0,0.0,0.0,9.0
Pierluigi Gollini,it ITA,GK,Atalanta,25-283,1995,6.0,6.0,515.0,5.0,0.87,16.0,11.0,0.75,2.0,3.0,1.0,2.0,33.3,2.0,1.0,1.0,0.0,5.7,0.0,1.0,0.0,6.1,0.27,1.1,0.2,36.0,86.0,41.9,143.0,17.0,46.2,38.6,30.0,66.7,48.2,45.0,3.0,6.7,5.0,0.87,14.5
Alfred Gomis,sn SEN,GK,Rennes,27-112,1993,5.0,5.0,450.0,8.0,1.6,19.0,11.0,0.579,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.7,0.36,-1.3,-0.26,17.0,35.0,48.6,115.0,30.0,26.1,30.0,16.0,31.3,33.8,23.0,1.0,4.3,4.0,0.8,15.8
Alfred Gomis,sn SEN,GK,Dijon,27-112,1993,5.0,5.0,450.0,10.0,2.0,24.0,18.0,0.708,0.0,1.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,9.9,0.3,0.9,0.17,28.0,94.0,29.8,121.0,28.0,43.0,39.4,67.0,62.7,49.6,78.0,8.0,10.3,3.0,0.6,12.8
Vicente Guaita,es ESP,GK,Crystal Palace,33-351,1987,14.0,14.0,1260.0,25.0,1.79,62.0,38.0,0.645,5.0,3.0,6.0,1.0,7.1,3.0,3.0,0.0,0.0,14.0,0.0,2.0,0.0,22.9,0.33,-2.1,-0.15,82.0,260.0,31.5,267.0,52.0,61.4,45.5,112.0,85.7,60.6,135.0,8.0,5.9,8.0,0.57,14.2
Péter Gulácsi,hu HUN,GK,RB Leipzig,30-234,1990,13.0,13.0,1170.0,9.0,0.69,33.0,23.0,0.727,8.0,4.0,1.0,6.0,46.2,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,7.1,0.21,-1.9,-0.15,62.0,121.0,51.2,391.0,63.0,26.6,31.0,68.0,25.0,30.5,84.0,6.0,7.1,20.0,1.54,18.2
Samir Handanović,si SVN,GK,Inter,36-165,1984,14.0,14.0,1260.0,17.0,1.21,46.0,30.0,0.652,10.0,3.0,1.0,3.0,21.4,2.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,15.7,0.3,-1.3,-0.09,46.0,99.0,46.5,342.0,55.0,24.0,29.1,64.0,26.6,31.2,96.0,3.0,3.1,6.0,0.43,11.1
Dean Henderson,eng ENG,GK,Manchester Utd,23-289,1997,3.0,2.0,225.0,3.0,1.2,14.0,11.0,0.786,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,0.0,3.4,0.24,0.4,0.17,10.0,23.0,43.5,46.0,16.0,41.3,35.6,18.0,22.2,29.7,26.0,0.0,0.0,0.0,0.0,12.2
Sergio Herrera,es ESP,GK,Osasuna,27-204,1993,12.0,12.0,1080.0,18.0,1.5,55.0,39.0,0.727,3.0,2.0,7.0,4.0,33.3,6.0,3.0,2.0,1.0,12.0,0.0,1.0,0.0,20.2,0.32,2.2,0.18,166.0,341.0,48.7,348.0,30.0,75.0,53.0,83.0,96.4,64.6,124.0,14.0,11.3,22.0,1.83,16.9
Marwin Hitz,ch SUI,GK,Dortmund,33-099,1987,2.0,2.0,180.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.13,0.7,0.33,14.0,25.0,56.0,61.0,11.0,31.1,31.5,10.0,60.0,49.4,9.0,3.0,33.3,1.0,0.5,16.0
Timo Horn,de GER,GK,Köln,27-228,1993,13.0,13.0,1119.0,20.0,1.61,58.0,42.0,0.724,2.0,5.0,6.0,2.0,15.4,5.0,4.0,1.0,0.0,12.4,1.0,2.0,0.0,18.7,0.24,-1.3,-0.1,126.0,264.0,47.7,416.0,42.0,51.7,41.2,87.0,56.3,45.6,104.0,3.0,2.9,9.0,0.72,13.4
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31-032,1989,13.0,13.0,1170.0,12.0,0.92,32.0,22.0,0.656,8.0,4.0,1.0,5.0,38.5,2.0,1.0,1.0,0.0,13.0,0.0,0.0,1.0,12.2,0.32,1.2,0.09,94.0,246.0,38.2,591.0,67.0,36.2,34.8,72.0,44.4,36.4,86.0,6.0,7.0,17.0,1.31,17.9
Ángel Jiménez,es ESP,GK,Granada,18-187,2002,1.0,1.0,90.0,2.0,2.0,7.0,6.0,0.857,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7,0.22,0.7,0.69,10.0,24.0,41.7,13.0,0.0,76.9,50.1,17.0,82.4,55.0,10.0,0.0,0.0,1.0,1.0,14.3
Sam Johnstone,eng ENG,GK,West Brom,27-276,1993,14.0,14.0,1260.0,29.0,2.07,86.0,63.0,0.709,1.0,4.0,9.0,2.0,14.3,5.0,4.0,1.0,0.0,14.0,0.0,5.0,2.0,31.4,0.33,4.4,0.31,125.0,317.0,39.4,358.0,69.0,63.7,47.8,110.0,80.9,56.0,130.0,8.0,6.2,10.0,0.71,14.5
Bingourou Kamara,sn SEN,GK,Strasbourg,24-066,1996,8.0,8.0,720.0,14.0,1.75,31.0,19.0,0.581,2.0,0.0,6.0,2.0,25.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,9.7,0.28,-3.3,-0.41,63.0,142.0,44.4,191.0,43.0,48.7,39.3,56.0,87.5,60.0,58.0,3.0,5.2,1.0,0.13,12.9
Eiji Kawashima,jp JPN,GK,Strasbourg,37-281,1983,9.0,9.0,810.0,18.0,2.0,44.0,29.0,0.659,2.0,2.0,5.0,2.0,22.2,4.0,3.0,1.0,0.0,9.0,0.0,1.0,0.0,16.8,0.34,-1.2,-0.13,83.0,151.0,55.0,207.0,32.0,51.2,41.2,66.0,68.2,53.0,79.0,4.0,5.1,3.0,0.33,12.4
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-033,1998,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.3,0.9,0.91,4.0,10.0,40.0,23.0,3.0,34.8,34.2,5.0,40.0,35.0,13.0,2.0,15.4,0.0,0.0,17.0
Gregor Kobel,ch SUI,GK,Stuttgart,23-020,1997,13.0,13.0,1170.0,20.0,1.54,60.0,42.0,0.7,4.0,6.0,3.0,1.0,7.7,2.0,2.0,0.0,0.0,13.0,1.0,2.0,0.0,16.5,0.25,-3.5,-0.27,59.0,136.0,43.4,374.0,82.0,31.0,31.0,104.0,19.2,22.2,125.0,3.0,2.4,10.0,0.77,14.2
Alban Lafont,fr FRA,GK,Nantes,21-338,1999,17.0,17.0,1530.0,30.0,1.76,82.0,60.0,0.72,3.0,6.0,8.0,2.0,11.8,7.0,7.0,0.0,0.0,17.0,1.0,3.0,1.0,31.0,0.31,2.0,0.12,88.0,262.0,33.6,380.0,71.0,45.3,40.2,131.0,68.7,51.1,132.0,8.0,6.1,11.0,0.65,14.8
Michael Langer,at AUT,GK,Schalke 04,35-355,1985,1.0,1.0,90.0,3.0,3.0,9.0,7.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.1,0.35,1.1,1.13,8.0,14.0,57.1,13.0,1.0,53.8,40.8,15.0,46.7,36.6,9.0,0.0,0.0,0.0,0.0,6.0
Gautier Larsonneur,fr FRA,GK,Brest,23-307,1997,17.0,17.0,1530.0,31.0,1.82,80.0,51.0,0.663,7.0,2.0,8.0,3.0,17.6,4.0,4.0,0.0,0.0,17.0,0.0,4.0,1.0,24.6,0.27,-5.4,-0.32,118.0,239.0,49.4,505.0,83.0,37.4,37.1,134.0,37.3,36.0,167.0,14.0,8.4,5.0,0.29,12.5
Jean-Louis Leca,fr FRA,GK,Lens,35-096,1985,16.0,16.0,1434.0,23.0,1.44,56.0,36.0,0.625,8.0,3.0,5.0,5.0,31.3,3.0,2.0,1.0,0.0,15.9,0.0,2.0,1.0,17.3,0.28,-4.7,-0.29,117.0,276.0,42.4,374.0,55.0,61.0,45.2,88.0,54.5,45.0,100.0,9.0,9.0,6.0,0.38,14.1
