,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
19,Victor Moses,"£ 75,000","£ 3,900,000","£ 3,938,590",F,27,Nigeria,Chelsea,Premier League,2018-2019
20,Davide Zappacosta,"£ 70,000","£ 3,640,000","£ 3,676,017",D,26,Italy,Chelsea,Premier League,2018-2019
21,Kurt Zouma,"£ 46,000","£ 2,392,000","£ 2,415,669",D,23,France,Chelsea,Premier League,2018-2019
22,Emerson,"£ 42,000","£ 2,184,000","£ 2,205,610",D,23,Italy,Chelsea,Premier League,2018-2019
23,Michy Batshuayi,"£ 35,000","£ 1,820,000","£ 1,838,009",F,24,Belgium,Chelsea,Premier League,2018-2019
24,Ruben Loftus-Cheek,"£ 35,000","£ 1,820,000","£ 1,838,009",M,22,England,Chelsea,Premier League,2018-2019
25,Willy Caballero,"£ 30,000","£ 1,560,000","£ 1,575,436",K,36,Argentina,Chelsea,Premier League,2018-2019
26,Marco van Ginkel,"£ 28,000","£ 1,456,000","£ 1,470,407",M,25,Netherlands,Chelsea,Premier League,2018-2019
27,Kenedy,"£ 25,000","£ 1,300,000","£ 1,312,863",M,22,Brazil,Chelsea,Premier League,2018-2019
28,Lucas Piazón,"£ 20,000","£ 1,040,000","£ 1,050,291",F,24,Brazil,Chelsea,Premier League,2018-2019
29,Jamal Blackman,"£ 12,000","£ 624,000","£ 630,174",K,24,England,Chelsea,Premier League,2018-2019
30,Ethan Ampadu,"£ 7,500","£ 390,000","£ 393,859",D,17,Wales,Chelsea,Premier League,2018-2019
31,Callum Hudson-Odoi,"£ 2,500","£ 130,000","£ 131,286",F,17,England,Chelsea,Premier League,2018-2019
32,Marc Guehi,"£ 2,500","£ 130,000","£ 131,286",D,17,England,Chelsea,Premier League,2018-2019
33,Marcin Bulka,"£ 2,500","£ 130,000","£ 131,286",K,18,Poland,Chelsea,Premier League,2018-2019
34,George McEachran,"£ 2,500","£ 130,000","£ 131,286",M,17,England,Chelsea,Premier League,2018-2019
35,Jamie Cumming,"£ 2,000","£ 104,000","£ 105,029",K,18,England,Chelsea,Premier League,2018-2019
36,Conor Gallagher,"£ 1,808","£ 94,000","£ 94,930",M,18,England,Chelsea,Premier League,2018-2019
37,Michael Hector,£ 0,£ 0,£ 0,D,25,Jamaica,Chelsea,Premier League,2018-2019
38,Abdul Rahman Baba,£ 0,£ 0,£ 0,D,23,Ghana,Chelsea,Premier League,2018-2019
39,Nathan,£ 0,£ 0,£ 0,F,22,Brazil,Chelsea,Premier League,2018-2019
40,Kenneth Omeruo,£ 0,£ 0,£ 0,D,24,Nigeria,Chelsea,Premier League,2018-2019
41,Ola Aina,£ 0,£ 0,£ 0,D,21,Nigeria,Chelsea,Premier League,2018-2019
42,Lewis Baker,£ 0,£ 0,£ 0,M,23,England,Chelsea,Premier League,2018-2019
43,Eduardo,£ 0,£ 0,£ 0,K,35,Portugal,Chelsea,Premier League,2018-2019
44,Rob Green,£ 0,£ 0,£ 0,K,38,England,Chelsea,Premier League,2018-2019
45,Danilo Pantic,£ 0,£ 0,£ 0,M,21,Serbia,Chelsea,Premier League,2018-2019
46,Tammy Abraham,£ 0,£ 0,£ 0,F,20,England,Chelsea,Premier League,2018-2019
47,Tiemoué Bakayoko,£ 0,£ 0,£ 0,M,23,France,Chelsea,Premier League,2018-2019
48,Todd Kane,£ 0,£ 0,£ 0,D,24,England,Chelsea,Premier League,2018-2019
49,Tomas Kalas,£ 0,£ 0,£ 0,D,25,Czech Republic,Chelsea,Premier League,2018-2019
50,Christian Pulisic,£ 0,£ 0,£ 0,F,19,United States,Chelsea,Premier League,2018-2019
51,Charly Musonda Jr,£ 0,£ 0,£ 0,M,21,Belgium,Chelsea,Premier League,2018-2019
52,Mario Pasalic,£ 0,£ 0,£ 0,M,23,Croatia,Chelsea,Premier League,2018-2019
53,Matt Miazga,£ 0,£ 0,£ 0,D,22,United States,Chelsea,Premier League,2018-2019
