index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
2419,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,goal,Penalty,Perth Glory,Penalty,34:17:00,Diego Castro,2,42,Right,4,0,1,0,-,C. Harold,Penalty Earned,-59,46,A. Keogh,Open Play Pass
2420,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,penawarded,Poor,Central Coast Mariners,Blocking,84:45:00,-,-,-,-,,-,-,-,Penalty Awarded,-,-,-,-,-,-
2421,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,penawarded,Poor,Perth Glory,Tackle,33:20:00,-,-,-,-,,-,-,-,Penalty Awarded,-,-,-,-,-,-
2425,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,owngoal,Good,Central Coast Mariners,-,83:01:00,L. Reddy,-6,17,Head,-,-,2,1,-,K. Appiah-Kubi,Shot (Opposition Rebound),1,39,C. Pain,Open Play Pass
2427,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,verygoodchance,verygoodchance,Central Coast Mariners,Open Play,29:55:00,C. Pain,13,30,Head,2,4,2,0,Missed,S. Roux,Cross High,-90,39,T. Buhagiar,Open Play Pass
2428,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,poorchance,poorchance,Central Coast Mariners,Open Play,30:57:00,C. Pain,37,85,Right,2,1,3,1,Defended,M. Neill,Open Play Pass,41,118,-,-
2429,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,verygoodchance,verygoodchance,Perth Glory,Open Play,21:23,A. Keogh,47,47,Right,3,1,2,0,Saved,-,-,-,-,-,-
2430,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,poorchance,poorchance,Central Coast Mariners,Open Play,45:46:00,M. Neill,43,97,Left,1,0,5,1,Missed,N. Montgomery,Open Play Pass,-5,95,B. Powell,Open Play Pass
2431,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,goodchance,goodchance,Central Coast Mariners,Open Play,61:15:00,B. Powell,29,51,Left,3,4,5,1,Defended,C. Pain,Open Play Pass,21,39,-,-
2432,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,greatchance,greatchance,Perth Glory,Open Play,59:13:00,A. Keogh,-33,56,Right,3,3,2,0,Saved,A. Taggart,Open Play Pass,15,183,C. Harold,Open Play Pass
2433,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,fairlygoodchance,fairlygoodchance,Central Coast Mariners,Open Play,54:11:00,N. Montgomery,-15,85,Right,3,0,5,2,Saved,-,-,-,-,-,-
2434,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,verygoodchance,verygoodchance,Central Coast Mariners,Open Play,52:45:00,B. Powell,-27,40,Right,3,0,2,0,Missed,T. Buhagiar,Open Play Pass,-71,41,M. Tavares,Open Play Pass
2435,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,verygoodchance,verygoodchance,Perth Glory,Open Play,20:56,A. Taggart,48,43,Left,3,0,1,0,Saved,Diego Castro,Open Play Pass,4,130,-,-
2436,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,greatchance,greatchance,Perth Glory,Open Play,47:17:00,A. Keogh,-26,18,Right,2,0,1,0,Missed,M. Warren,Cross High,54,110,R. Griffiths,Open Play Pass
2437,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,goodchance,goodchance,Central Coast Mariners,Open Play,48:16:00,T. Buhagiar,-46,22,Right,2,1,2,0,Missed,B. Powell,Open Play Pass,56,85,C. Pain,Open Play Pass
2438,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,verygoodchance,verygoodchance,Perth Glory,Open Play,05:18,A. Taggart,-37,51,Left,3,0,2,0,Saved,-,-,-,-,-,-
2439,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,fairlygoodchance,fairlygoodchance,Central Coast Mariners,Direct Free-Kick,10:21,S. Roux,29,93,Right,3,0,7,4,Saved,C. Pain,Free Kick Won,35,94,J. Faty,Open Play Pass
2440,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,poorchance,poorchance,Perth Glory,Direct Free-Kick,13:25,Diego Castro,-24,100,Right,3,0,6,1,Saved,Diego Castro,Free Kick Won,-32,100,J. Risdon,Open Play Pass
2441,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,poorchance,poorchance,Central Coast Mariners,Open Play,15:45,J. Faty,-30,46,Right,2,4,2,0,Defended,S. Roux,Cross Low,-87,85,-,-
2442,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,goodchance,goodchance,Central Coast Mariners,Open Play,18:01,N. Montgomery,-33,59,Right,3,1,3,0,Saved,C. Pain,Open Play Pass,59,88,B. Powell,Open Play Pass
2443,AusAL,2238880,08/10/2016,11:00:00,Perth Glory,Central Coast Mariners,goodchance,goodchance,Perth Glory,Open Play,19:54,A. Taggart,8,34,Head,1,3,2,0,Missed,M. Warren,Cross High,107,77,Diego Castro,Open Play Pass
2356,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,greatchance,greatchance,Newcastle Jets,Open Play,18:15,A. Hoole,4,18,Left,2,1,1,0,Saved,A. Nabbout,Cross Low,-99,38,-,-
2357,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,poorchance,poorchance,Adelaide United,Open Play,17:38,Cirio,-52,98,Left,3,0,2,0,Saved,Isaías,Open Play Pass,3,132,-,-
2358,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,poorchance,poorchance,Newcastle Jets,Open Play,42:49:00,D. Clut,25,79,Left,1,2,3,0,Missed,A. Hoole,Cross Low,-97,74,-,-
2359,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,poorchance,poorchance,Adelaide United,Open Play,83:27:00,D. McGowan,35,41,Head,1,1,3,0,Missed,Cirio,Corner,-136,1,-,-
2360,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,goodchance,goodchance,Newcastle Jets,Open Play,58:48:00,D. Clut,-53,18,Right,3,0,1,0,Saved,A. Nabbout,Open Play Pass,-44,98,-,-
2361,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,fairlygoodchance,fairlygoodchance,Adelaide United,Open Play,58:05:00,Henrique Silva,53,39,Left,1,1,3,1,Missed,-,-,-,-,-,-
2362,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,verygoodchance,verygoodchance,Adelaide United,Open Play,49:04:00,Cirio,-48,32,Right,1,0,2,0,Missed,J. Holland,Open Play Pass,33,55,-,-
2363,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,poorchance,poorchance,Newcastle Jets,Open Play,54:59:00,W. Brown,-31,98,Right,1,0,3,0,Defended,S. Ugarković,Open Play Pass,-14,121,-,-
2364,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,poorchance,poorchance,Newcastle Jets,Open Play,55:12:00,S. Ugarkovic,-15,87,Left,0,1,2,0,Missed,D. Clut,Open Play Pass,30,75,-,-
2365,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,fairlygoodchance,fairlygoodchance,Adelaide United,Open Play,51:12:00,Henrique Silva,-8,55,Right,2,0,3,0,Saved,T. Elrich,Cross High,-121,24,-,-
2366,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,fairlygoodchance,fairlygoodchance,Adelaide United,Open Play,22:27,J. Makarounas,67,47,Left,1,1,3,0,Missed,B. Garuccio,Open Play Pass,115,49,-,-
2367,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,goal,Great,Adelaide United,Open play,28:51:00,J. Makarounas,-18,97,Right,3,0,2,0,-,-,-,-,-,-,-
2368,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,goal,Poor,Newcastle Jets,Open play,16:23,W. Brown,-15,101,Right,4,2,2,0,-,A. Nabbout,Open Play Pass,-51,92,-,-
2369,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,verygoodchance,verygoodchance,Newcastle Jets,Open Play,74:28:00,N. Cowburn,31,12,Head,2,0,1,0,Missed,A. Nabbout,Cross High,-87,74,-,-
2370,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,poorchance,poorchance,Newcastle Jets,Open Play,23:04,S. Ugarkovic,-11,103,Right,1,0,2,0,Missed,A. Nabbout,Open Play Pass,-57,82,-,-
2371,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,poorchance,poorchance,Adelaide United,Direct Free-Kick,65:09:00,B. Garuccio,-30,102,Left,3,0,6,0,Saved,-,-,-,-,-,-
2372,AusAL,2238881,09/10/2016,06:00:00,Newcastle Jets,Adelaide United,greatchance,greatchance,Newcastle Jets,Dangerous Moment,73:36:00,A. Hoole,36,54,Right,0,1,0,0,Defended,D. Clut,Open Play Pass,-31,200,-,-
2336,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,poorchance,poorchance,Western Sydney Wanderers,Open Play,19:08,J. Kusukami,-52,85,Right,2,2,3,0,Saved,-,-,-,-,-,-
2337,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,verygoodchance,verygoodchance,Adelaide United,Open Play,59:15:00,Henrique Silva,31,4,Left,3,1,1,0,Woodwork,D. McGowan,Shot (Deflection),-26,39,-,-
2338,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,verygoodchance,verygoodchance,Western Sydney Wanderers,Open Play,57:20:00,S. Neville,-52,37,Right,1,3,2,0,Missed,N. Martínez,Open Play Pass,15,73,-,-
2339,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,poorchance,poorchance,Adelaide United,Open Play,55:49:00,J. Makarounas,5,73,Right,1,4,3,0,Missed,Sergi Guardiola,Open Play Pass,38,74,-,-
2340,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,fairlygoodchance,fairlygoodchance,Adelaide United,Open Play,48:23:00,J. Makarounas,9,66,Right,1,3,2,0,Missed,-,-,-,-,-,-
2341,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,fairlygoodchance,fairlygoodchance,Western Sydney Wanderers,Open Play,94:07:00,J. Kusukami,-29,52,Right,3,1,3,0,Saved,-,-,-,-,-,-
2342,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,poorchance,poorchance,Adelaide United,Open Play,80:22:00,Isaias,31,123,Right,3,1,4,0,Saved,-,-,-,-,-,-
2343,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,verygoodchance,verygoodchance,Western Sydney Wanderers,Open Play,74:39:00,J. Aspropotamitis,-14,40,Right,1,3,3,0,Missed,-,-,-,-,-,-
2344,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,verygoodchance,verygoodchance,Adelaide United,Open Play,71:14:00,Sergi Guardiola,-13,42,Left,2,3,1,0,Saved,-,-,-,-,-,-
2345,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,greatchance,greatchance,Adelaide United,Open Play,65:35:00,J. Holland,26,41,Left,3,5,2,0,Saved,Sergi Guardiola,Open Play Pass,-14,38,-,-
2346,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,poorchance,poorchance,Western Sydney Wanderers,Direct Free-Kick,60:31:00,Dimas,57,100,Right,3,3,4,0,Saved,-,-,-,-,-,-
2347,AusAL,2238882,14/10/2016,08:50:00,Adelaide United,Western Sydney Wanderers,goodchance,goodchance,Adelaide United,Open Play,47:34:00,Sergi Guardiola,-46,45,Left,3,2,3,0,Saved,-,-,-,-,-,-
