Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Miguel Ãngel MoyÃ¡,es ESP,GK,Real Sociedad,es La Liga,35,1984,13,13,1170,13.0,16,1.23,51,36,68.6,5,4,4,3,23.1,1,0,0,1,,Matches,0,1,1,13.1,0.26,-1.9,-0.15,100,188,53.2,358,58,32.7,32.9,100,71.0,48.6,102,13,12.7,12,0.92,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,34.2,90,13,0,,22,1.46,18,16,+2,+0.15,-0.09,12.8,11.5,+1.3,+0.10,-0.09,0,0,0,0,0,0,0,0,0,70,0,0,,Big-5-European-Leagues,Big5,2019-2020
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28,28,2520,28.0,27,0.96,78,58,70.5,15,4,9,12,42.9,6,4,1,1,20.0,Matches,1,1,3,24.2,0.26,+0.2,+0.01,158,425,37.2,562,142,49.1,41.7,200,74.5,58.8,200,23,11.5,9,0.32,13.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,28,0,,0,1.75,35,27,+8,+0.29,,39.7,29.7,+10.0,+0.36,,0,0,6,0,0,0,0,0,0,140,1,0,100.0,Big-5-European-Leagues,Big5,2019-2020
Miquel Parera,es ESP,GK,Mallorca,es La Liga,23,1996,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,1.6,0.31,-0.4,-0.45,3,14,21.4,22,3,50.0,43.0,4,75.0,62.8,6,1,16.7,0,0.00,6.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,13,1.00,2,2,0,0.00,+0.68,0.6,0.8,-0.3,-0.26,+0.31,0,0,0,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2019-2020
Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,1,0,2.9,0.36,-1.1,-1.15,8,20,40.0,29,0,55.2,44.7,7,57.1,48.9,4,0,0.0,1,1.00,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.9,90,1,0,,31,0.00,0,4,-4,-4.00,-3.61,0.4,2.1,-1.7,-1.67,-1.32,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2019-2020
Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2,2,180,2.0,2,1.00,3,1,33.3,1,1,0,1,50.0,0,0,0,0,,Matches,0,0,0,1.5,0.50,-0.5,-0.25,4,10,40.0,47,5,17.0,24.6,15,13.3,22.8,13,0,0.0,1,0.50,11.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,29,2.00,7,2,+5,+2.50,+1.31,4.7,0.8,+3.9,+1.95,+1.22,0,0,0,0,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2019-2020
Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,38,3420,38.0,50,1.32,159,112,71.1,15,9,14,15,39.5,5,4,1,0,20.0,Matches,0,8,1,47.2,0.27,-1.8,-0.05,285,916,31.1,875,168,73.0,54.4,305,90.8,69.9,373,53,14.2,35,0.92,16.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.02,0.02,0.00,0.02,90,100.0,90,38,0,,0,1.42,43,50,-7,-0.18,,43.9,48.3,-4.4,-0.12,,0,0,6,0,0,0,0,0,0,193,0,0,,Big-5-European-Leagues,Big5,2019-2020
Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,1,1.30,4,3,75.0,0,0,0,0,,0,0,0,0,,Matches,0,0,0,1.0,0.24,0.0,-0.04,1,9,11.1,34,11,26.5,32.1,7,0.0,20.4,8,1,12.5,1,1.30,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,69,2.3,,0,1,69,16,0.00,0,1,-1,-1.30,-1.36,0.5,1.0,-0.5,-0.67,-0.10,0,0,1,0,0,0,0,0,0,9,0,0,,Big-5-European-Leagues,Big5,2019-2020
Nicolas LemaÃ®tre,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,1,90,1.0,3,3.00,3,1,33.3,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,1,0,2.2,0.45,-0.8,-0.80,3,8,37.5,19,4,21.1,24.6,8,50.0,37.5,5,0,0.0,0,0.00,11.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,3.6,90,1,0,,27,0.00,0,3,-3,-3.00,-3.30,0.3,3.0,-2.7,-2.73,-2.91,0,0,0,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2019-2020
Oier OlazÃ¡bal,es ESP,GK,Espanyol,es La Liga,29,1989,2,2,180,2.0,0,0.00,4,4,100.0,1,1,0,2,100.0,0,0,0,0,,Matches,0,0,0,0.4,0.10,+0.4,+0.20,9,20,45.0,50,15,26.0,31.9,12,58.3,44.2,13,1,7.7,0,0.00,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,9,2.00,2,0,+2,+1.00,+1.92,2.1,0.6,+1.5,+0.74,+1.10,0,0,0,0,0,0,0,0,0,12,0,0,,Big-5-European-Leagues,Big5,2019-2020
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30,30,2700,30.0,49,1.63,143,101,69.2,13,7,10,7,23.3,7,5,2,0,28.6,Matches,0,4,2,42.3,0.26,-4.7,-0.16,163,436,37.4,1038,181,32.0,32.7,265,39.2,36.7,308,16,5.2,33,1.10,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,88.2,90,30,0,,0,1.53,47,49,-2,-0.07,-0.57,43.5,45.4,-1.9,-0.06,-0.04,0,0,8,0,0,0,0,0,0,204,0,0,,Big-5-European-Leagues,Big5,2019-2020
Pau LÃ³pez,es ESP,GK,Roma,it Serie A,24,1994,32,32,2880,32.0,45,1.41,122,83,69.7,18,6,8,5,15.6,9,8,1,0,11.1,Matches,1,4,0,42.5,0.28,-2.5,-0.08,175,373,46.9,848,179,34.8,33.6,208,37.5,35.4,238,15,6.3,24,0.75,14.9,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,84.2,90,32,0,,2,1.88,69,45,+24,+0.75,+0.42,63.7,39.9,+23.8,+0.74,+0.65,0,1,2,0,0,0,0,0,0,162,0,0,,Big-5-European-Leagues,Big5,2019-2020
Paul Bernardoni,fr FRA,GK,NÃ®mes,fr Ligue 1,22,1997,25,25,2204,24.5,38,1.55,102,69,66.7,7,4,14,6,24.0,4,4,0,0,0.0,Matches,0,3,1,33.2,0.31,-3.8,-0.16,134,407,32.9,529,77,51.2,42.4,176,77.3,55.4,166,14,8.4,14,0.57,15.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,87.4,88,24,0,,0,1.00,25,38,-13,-0.53,+0.04,26.8,36.8,-10.0,-0.41,+0.82,0,0,5,0,0,0,0,0,0,108,0,0,,Big-5-European-Leagues,Big5,2019-2020
Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,2,1,135,1.5,4,2.67,5,2,40.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,2.6,0.32,-1.4,-0.95,15,32,46.9,33,4,72.7,49.7,11,72.7,57.4,6,1,16.7,2,1.33,16.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,68,5.4,91,1,1,45,24,0.00,1,4,-3,-1.99,-1.80,1.8,2.6,-0.8,-0.54,-0.31,0,0,0,0,0,0,0,0,0,10,0,0,,Big-5-European-Leagues,Big5,2019-2020
Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,18,17,1613,17.9,26,1.45,79,56,70.9,5,5,7,2,11.8,4,3,1,0,25.0,Matches,1,2,1,25.4,0.29,+0.4,+0.02,81,273,29.7,376,58,45.7,38.9,140,72.1,58.0,168,9,5.4,12,0.67,14.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,90,47.2,90,17,1,83,20,1.11,25,26,-1,-0.06,-0.80,23.0,22.3,+0.7,+0.04,+0.37,0,1,2,0,0,0,0,0,1,80,0,0,,Big-5-European-Leagues,Big5,2019-2020
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,31,1987,8,8,720,8.0,8,1.00,36,29,80.6,2,4,2,3,37.5,1,1,0,0,0.0,Matches,0,0,0,9.2,0.25,+1.2,+0.15,54,134,40.3,205,38,49.3,39.9,62,53.2,46.2,73,3,4.1,6,0.75,15.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,23.5,90,8,0,,26,1.25,5,8,-3,-0.37,-0.57,10.1,8.0,+2.1,+0.27,+0.07,0,0,1,1,0,1,0,0,0,47,0,0,,Big-5-European-Leagues,Big5,2019-2020
Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,12,1080,12.0,20,1.67,50,32,64.0,3,3,6,2,16.7,3,2,1,0,33.3,Matches,1,0,0,1.6,0.18,+0.6,+0.55,11,21,52.4,30,6,53.3,39.7,7,71.4,50.7,11,2,18.2,2,2.00,19.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,31.6,90,12,0,,4,1.00,11,20,-9,-0.75,-0.10,11.7,19.6,-7.9,-0.66,+0.04,0,1,4,0,0,0,0,0,0,51,0,0,,Big-5-European-Leagues,Big5,2019-2020
Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,2,2,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,1,0,1,0,100.0,Matches,0,3,0,18.6,0.33,-1.4,-0.12,113,229,49.3,302,47,54.3,42.4,93,69.9,49.3,110,7,6.4,8,0.67,15.3,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,14,1.50,3,2,+1,+1.00,+0.57,1.3,1.8,-0.5,-0.51,-0.86,0,1,0,0,0,0,0,0,1,3,0,0,,Big-5-European-Leagues,Big5,2019-2020
Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,34,1985,4,4,360,4.0,4,1.00,20,16,85.0,2,0,2,1,25.0,1,1,0,0,0.0,Matches,0,0,0,6.1,0.26,+2.1,+0.51,20,54,37.0,133,23,33.1,33.5,29,34.5,37.1,47,3,6.4,8,2.00,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,90,11.8,90,4,0,,30,1.50,6,4,+2,+0.50,+0.57,6.4,6.4,-0.1,-0.02,+0.04,0,0,1,0,0,0,0,0,0,33,0,0,,Big-5-European-Leagues,Big5,2019-2020
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,33,33,2884,32.0,42,1.31,113,78,68.1,19,9,5,8,24.2,6,6,0,0,0.0,Matches,2,4,3,34.6,0.27,-4.4,-0.14,188,422,44.5,758,171,37.1,37.0,210,67.1,52.5,207,15,7.2,37,1.15,15.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,84.3,87,32,0,,5,2.00,81,42,+39,+1.22,-0.63,69.6,37.5,+32.1,+1.00,-0.40,0,0,8,0,0,0,0,0,0,185,0,0,,Big-5-European-Leagues,Big5,2019-2020
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,7,7,624,6.9,5,0.72,19,16,89.5,5,1,1,3,42.9,3,3,0,0,0.0,Matches,0,0,0,6.2,0.19,+1.2,+0.17,27,91,29.7,151,36,45.0,39.0,59,39.0,35.9,86,6,7.0,5,0.72,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,18.2,89,6,0,,31,2.29,14,5,+9,+1.30,+1.49,13.2,9.5,+3.7,+0.54,+0.47,0,1,2,0,0,0,0,0,1,40,0,0,,Big-5-European-Leagues,Big5,2019-2020
Player,Nation,Pos,Squad,Comp,Ag,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,Big-5-European-Leagues,Big5,2019-2020
Predrag RajkoviÄ,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,27,2430,27.0,18,0.67,84,65,79.8,10,11,6,12,44.4,5,1,3,1,75.0,Matches,1,2,0,26.7,0.27,+8.7,+0.32,142,391,36.3,796,119,35.6,36.4,202,53.5,45.0,255,26,10.2,16,0.59,14.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,96.4,90,27,0,,0,1.52,26,18,+8,+0.30,+3.30,28.1,23.3,+4.8,+0.18,+2.91,0,0,10,0,0,0,1,0,0,136,0,0,,Big-5-European-Leagues,Big5,2019-2020
PÃ©ter GulÃ¡csi,hu HUN,GK,RB Leipzig,de Bundesliga,29,1990,32,32,2880,32.0,34,1.06,117,82,72.6,16,12,4,10,31.3,2,2,0,0,0.0,Matches,0,8,0,37.6,0.31,+3.6,+0.11,165,398,41.5,1042,183,30.5,33.1,226,35.4,35.2,243,19,7.8,48,1.50,17.2,0,1,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,1.0,1.0,0.00,0.03,0.03,0.00,0.03,90,94.1,90,32,0,,0,1.88,76,34,+42,+1.31,+0.31,66.4,34.4,+32.1,+1.00,-0.35,0,1,1,0,0,0,0,0,0,212,0,0,,Big-5-European-Leagues,Big5,2019-2020
Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,6,5,454,5.0,11,2.18,15,6,40.0,1,1,3,0,0.0,3,2,0,1,0.0,Matches,0,0,0,9.4,0.50,-1.6,-0.33,35,79,44.3,106,16,58.5,41.8,47,36.2,35.8,70,5,7.1,2,0.40,12.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,76,13.3,90,5,1,4,31,0.83,8,11,-3,-0.59,-0.56,4.5,8.4,-4.0,-0.79,-0.42,0,0,0,0,0,0,0,0,0,22,0,0,,Big-5-European-Leagues,Big5,2019-2020
RafaÅ Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33,33,2970,33.0,54,1.64,160,109,68.1,12,5,16,8,24.2,4,3,1,0,25.0,Matches,0,9,1,51.0,0.30,-2.0,-0.06,412,890,46.3,1087,124,61.5,47.4,269,82.2,60.7,295,28,9.5,23,0.70,15.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.01,0.01,0.01,0.01,0.01,90,97.1,90,33,0,,1,1.24,41,54,-13,-0.39,+3.61,37.9,49.4,-11.5,-0.35,+1.32,0,2,6,0,0,0,0,0,2,184,0,0,,Big-5-European-Leagues,Big5,2019-2020
Ralf FÃ¤hrmann,de GER,GK,Norwich City,eng Premier League,30,1988,1,1,21,0.2,1,4.29,1,1,100.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,1.1,0.08,+0.1,+0.29,1,3,33.3,7,2,42.9,29.9,3,0.0,15.3,4,0,0.0,0,0.00,7.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,21,0.6,21,0,0,,19,0.00,0,1,-1,-4.29,-3.01,0.1,0.9,-0.8,-3.43,-2.82,0,0,0,0,0,1,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2019-2020
Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,8,7,687,7.6,17,2.23,51,36,68.6,0,1,6,0,0.0,1,1,0,0,0.0,Matches,1,3,1,16.2,0.30,+0.2,+0.02,49,167,29.3,192,26,67.2,49.0,40,95.0,66.0,59,3,5.1,5,0.66,13.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,86,20.1,90,7,1,57,12,0.25,8,17,-9,-1.18,-1.05,9.4,14.0,-4.5,-0.60,-0.26,0,0,1,0,0,0,0,0,0,51,0,0,,Big-5-European-Leagues,Big5,2019-2020
Roberto,es ESP,GK,AlavÃ©s,es La Liga,33,1986,9,8,790,8.8,19,2.16,51,35,68.6,2,1,5,2,25.0,3,3,0,0,0.0,Matches,0,1,0,20.9,0.36,+1.9,+0.21,87,201,43.3,169,9,81.1,58.2,69,92.8,67.9,75,4,5.3,6,0.68,16.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,23.1,90,8,1,70,5,0.78,4,19,-15,-1.71,-1.37,7.1,15.1,-8.0,-0.91,-0.64,0,0,2,0,0,0,1,0,0,35,0,0,,Big-5-European-Leagues,Big5,2019-2020
Robin Olsen,se SWE,GK,Cagliari,it Serie A,29,1990,17,17,1524,16.9,24,1.42,83,63,75.9,8,5,4,4,23.5,4,4,0,0,0.0,Matches,0,1,2,21.9,0.23,-0.1,-0.01,105,278,37.8,341,62,55.4,45.1,159,56.0,47.3,200,12,6.0,4,0.24,11.1,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,44.6,90,16,0,,6,1.71,31,24,+7,+0.41,+0.94,20.7,25.5,-4.8,-0.29,+0.24,0,0,4,0,0,0,0,0,0,70,0,0,,Big-5-European-Leagues,Big5,2019-2020
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,24,1994,22,22,1935,21.5,40,1.86,113,75,65.5,8,2,12,3,13.6,2,1,1,0,50.0,Matches,0,6,1,37.0,0.32,-2.0,-0.10,135,409,33.0,604,144,47.4,40.8,196,62.8,51.6,226,23,10.2,20,0.93,16.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,88,63.2,88,21,0,,3,1.18,31,40,-9,-0.42,+0.54,28.9,34.4,-5.5,-0.26,+0.34,0,0,2,0,0,0,0,0,0,142,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,5,4,360,4.0,5,1.25,18,13,72.2,2,0,2,2,50.0,1,0,1,0,100.0,Matches,0,0,0,5.6,0.26,+0.6,+0.15,34,67,50.7,93,22,41.9,37.8,37,75.7,51.5,63,5,7.9,2,0.50,13.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,14.3,90,4,0,,21,1.80,6,5,+1,+0.25,-0.29,5.0,5.6,-0.5,-0.13,-0.45,0,0,1,0,0,0,0,0,0,22,0,0,,Big-5-European-Leagues,Big5,2019-2020
Roman BÃ¼rki,ch SUI,GK,Dortmund,de Bundesliga,28,1990,31,31,2770,30.8,40,1.30,93,59,60.2,19,5,7,13,41.9,3,3,0,0,0.0,Matches,0,8,3,34.7,0.36,-2.3,-0.07,116,320,36.3,843,181,29.8,32.8,204,33.8,34.3,221,15,6.8,27,0.88,14.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,90.5,89,30,0,,1,2.00,76,40,+36,+1.17,-1.00,53.4,34.6,+18.8,+0.61,+0.31,0,0,2,0,0,0,0,0,0,188,0,0,,Big-5-European-Leagues,Big5,2019-2020
RubÃ©n,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,1583,17.6,24,1.36,51,29,58.8,5,9,4,5,27.8,3,3,0,0,0.0,Matches,1,1,0,19.3,0.34,-4.7,-0.27,150,404,37.1,382,60,73.6,52.7,143,86.0,61.9,167,12,7.2,7,0.40,13.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,83,46.3,86,17,1,35,7,1.26,22,24,-2,-0.11,+0.18,24.5,19.1,+5.4,+0.31,+0.65,0,0,2,0,0,0,0,0,0,100,0,0,,Big-5-European-Leagues,Big5,2019-2020
RubÃ©n Blanco,es ESP,GK,Celta Vigo,es La Liga,24,1995,33,33,2960,32.9,43,1.31,126,87,69.8,6,14,13,10,30.3,5,5,0,0,0.0,Matches,3,3,0,40.7,0.29,-2.3,-0.07,213,573,37.2,696,121,53.9,42.5,294,67.3,52.9,335,21,6.3,10,0.30,14.2,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,86.5,90,32,0,,0,0.97,31,43,-12,-0.36,-0.36,31.8,37.8,-6.0,-0.18,-0.52,0,1,4,0,0,0,0,0,1,135,0,0,,Big-5-European-Leagues,Big5,2019-2020
Rui PatrÃ­cio,pt POR,GK,Wolves,eng Premier League,31,1988,38,38,3420,38.0,40,1.05,120,80,67.5,15,14,9,13,34.2,3,1,2,0,66.7,Matches,1,7,1,40.2,0.32,+1.2,+0.03,282,583,48.4,580,124,59.7,44.6,282,84.0,55.6,349,15,4.3,8,0.21,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.55,51,40,+11,+0.29,,47.1,34.8,+12.3,+0.32,,0,0,7,0,0,0,0,0,0,172,0,0,,Big-5-European-Leagues,Big5,2019-2020
Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35,35,3150,35.0,42,1.20,136,97,72.1,15,8,12,12,34.3,5,4,1,0,20.0,Matches,1,5,0,42.3,0.28,+0.3,+0.01,348,898,38.8,978,115,66.6,49.2,301,82.1,60.4,332,38,11.4,41,1.17,15.9,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01,90,92.1,90,35,0,,1,1.51,49,42,+7,+0.20,+0.20,38.0,37.6,+0.4,+0.01,+0.20,0,0,4,0,0,0,0,0,0,223,0,0,,Big-5-European-Leagues,Big5,2019-2020
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,29,29,2547,28.3,46,1.63,131,94,70.2,11,5,13,9,31.0,7,7,0,0,0.0,Matches,3,6,2,38.8,0.25,-5.2,-0.18,290,620,46.8,786,122,57.6,43.1,221,75.6,53.5,281,27,9.6,16,0.57,12.9,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,88,83.2,88,28,0,,2,1.31,39,46,-7,-0.25,+0.45,33.1,42.4,-9.3,-0.33,-0.06,0,0,7,0,0,0,0,0,0,156,0,0,,Big-5-European-Leagues,Big5,2019-2020
RÃ©gis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,32,1986,28,28,2520,28.0,50,1.79,140,92,65.0,4,11,13,5,17.9,1,1,0,0,0.0,Matches,1,13,1,41.0,0.29,-8.0,-0.29,231,521,44.3,567,95,55.7,43.6,254,80.7,55.4,269,15,5.6,11,0.39,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,90,100.0,90,28,0,,0,0.82,31,50,-19,-0.68,,26.7,35.4,-8.7,-0.31,,0,0,6,0,0,0,0,0,0,127,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
RÃºnar Alex RÃºnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,11,9,900,10.0,17,1.70,46,29,63.0,1,2,6,0,0.0,0,0,0,0,,Matches,0,3,1,13.0,0.28,-3.0,-0.30,61,145,42.1,246,54,37.8,35.9,81,64.2,49.2,90,8,8.9,5,0.50,14.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,82,35.8,90,9,2,45,15,0.64,8,17,-9,-0.90,-0.84,10.6,16.1,-5.5,-0.54,-0.06,0,0,2,0,0,0,0,0,0,45,0,0,,Big-5-European-Leagues,Big5,2019-2020
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36,36,3240,36.0,64,1.78,189,135,70.9,11,6,19,7,19.4,10,9,1,0,10.0,Matches,3,9,3,64.9,0.30,+3.9,+0.11,292,610,47.9,828,113,48.1,40.0,334,63.5,45.2,378,25,6.6,14,0.39,13.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,94.7,90,36,0,,2,1.08,43,64,-21,-0.58,-0.08,40.2,59.1,-18.9,-0.52,+0.24,0,0,2,0,1,0,0,0,0,143,0,0,,Big-5-European-Leagues,Big5,2019-2020
