Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Samir HandanoviÄ,si SVN,GK,Inter,it Serie A,35,1984,35,35,3150,35.0,32,0.91,108,79,72.2,22,10,3,13,37.1,3,2,1,0,33.3,Matches,0,4,1,32.5,0.28,+1.5,+0.04,148,284,52.1,850,187,24.2,29.4,264,29.5,30.3,334,21,6.3,12,0.34,12.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,90,92.1,90,35,0,,3,2.17,74,32,+42,+1.20,+0.20,67.3,36.3,+31.1,+0.89,+0.70,0,1,6,0,0,0,0,0,1,147,0,0,,Big-5-European-Leagues,Big5,2019-2020
Samir Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1,1,90,1.0,3,3.00,5,3,60.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,1,0,2.7,0.35,-0.3,-0.31,8,14,57.1,43,2,30.2,33.4,9,11.1,25.4,9,0,0.0,1,1.00,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,34,0.00,2,3,-1,-1.00,-0.43,0.9,2.6,-1.7,-1.67,-1.16,0,0,0,0,0,0,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2019-2020
Samu PÃ©rez,es ESP,GK,Valladolid,es La Liga,22,1997,1,0,26,0.3,1,3.46,0,0,,0,0,0,0,,1,1,0,0,0.0,Matches,0,0,0,0.9,,-0.1,-0.22,2,7,28.6,2,0,100.0,56.5,5,100.0,69.2,1,0,0.0,0,0.00,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,26,0.8,,0,1,26,9,0.00,1,1,0,0.00,+0.29,1.3,0.8,+0.5,+1.73,+2.03,0,0,0,0,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2019-2020
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,34,3060,34.0,41,1.21,142,107,74.6,17,4,13,11,32.4,6,5,1,0,16.7,Matches,0,8,1,39.5,0.24,-0.5,-0.01,166,451,36.8,759,150,39.3,37.2,280,54.6,44.8,354,20,5.6,18,0.53,13.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,4,1.62,52,41,+11,+0.32,-0.43,49.0,38.1,+10.9,+0.32,-0.05,0,2,5,0,0,0,0,0,1,137,0,0,,Big-5-European-Leagues,Big5,2019-2020
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,26,1993,19,18,1655,18.4,27,1.47,79,52,67.1,7,3,8,7,38.9,1,1,0,0,0.0,Matches,2,4,0,27.6,0.34,+0.6,+0.03,175,482,36.3,464,72,74.6,52.9,148,91.9,64.4,156,16,10.3,21,1.14,15.9,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,87,48.4,88,17,1,72,16,1.32,19,27,-8,-0.44,-0.44,17.9,25.2,-7.4,-0.40,-0.69,0,1,7,0,0,0,0,0,0,127,0,0,,Big-5-European-Leagues,Big5,2019-2020
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,2,180,2.0,4,2.00,11,7,63.6,2,0,0,0,0.0,0,0,0,0,,Matches,0,1,0,3.1,0.28,-0.9,-0.45,1,10,10.0,35,6,17.1,25.4,14,28.6,29.4,18,2,11.1,2,1.00,18.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.4,90,2,0,,21,3.00,6,4,+2,+1.00,-0.96,6.1,2.5,+3.7,+1.83,+0.05,0,0,0,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2019-2020
Sergio Ãlvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,4,4,180,2.0,1,0.50,4,3,75.0,1,1,0,2,50.0,0,0,0,0,,Matches,0,0,0,1.1,0.28,+0.1,+0.06,8,22,36.4,34,5,32.4,35.6,19,57.9,43.0,24,2,8.3,0,0.00,16.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,18,1.25,5,4,+1,+0.50,+0.86,2.8,1.2,+1.6,+0.78,+0.94,0,0,0,0,0,0,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2019-2020
Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2,2,180,2.0,6,3.00,12,6,50.0,0,1,1,0,0.0,0,0,0,0,,Matches,0,0,0,4.3,0.36,-1.7,-0.86,10,39,25.6,37,4,75.7,58.9,11,100.0,76.5,5,0,0.0,0,0.00,11.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,25,0.50,3,6,-3,-1.50,-1.58,1.6,3.5,-2.0,-0.98,-0.86,0,0,0,0,0,0,0,0,0,10,0,0,,Big-5-European-Leagues,Big5,2019-2020
Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4,4,360,4.0,4,1.00,17,14,82.4,1,1,2,1,25.0,2,1,0,1,0.0,Matches,0,0,0,4.0,0.19,0.0,0.00,11,24,45.8,59,16,27.1,31.1,39,20.5,24.6,33,2,6.1,0,0.00,11.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.5,90,4,0,,34,1.00,3,4,-1,-0.25,-0.25,4.1,6.5,-2.4,-0.60,-0.21,0,0,0,0,0,0,0,0,0,13,0,0,,Big-5-European-Leagues,Big5,2019-2020
Stefan Bajic,fr FRA,GK,Saint-Ãtienne,fr Ligue 1,17,2001,1,1,90,1.0,1,1.00,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,0.3,0.14,-0.7,-0.72,3,3,100.0,11,4,0.0,21.1,8,37.5,34.8,6,0,0.0,2,2.00,20.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,3.6,90,1,0,,5,0.00,0,1,-1,-1.00,-0.44,1.0,0.9,+0.1,+0.08,+0.33,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2019-2020
Stefano Turati,it ITA,GK,Sassuolo,it Serie A,17,2001,2,2,180,2.0,4,2.00,11,8,72.7,0,2,0,0,0.0,1,1,0,0,0.0,Matches,0,0,0,3.8,0.26,-0.2,-0.08,4,12,33.3,37,9,24.3,26.9,14,21.4,25.6,20,2,10.0,2,1.00,18.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,17,1.00,4,4,0,0.00,-0.17,2.4,5.0,-2.6,-1.30,-1.15,0,0,2,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2019-2020
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,1.4,0.29,-0.6,-0.57,9,18,50.0,25,8,48.0,40.0,9,66.7,45.6,19,0,0.0,1,1.00,13.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.9,90,1,0,,32,1.00,2,2,0,0.00,+0.82,0.9,1.1,-0.1,-0.12,+0.08,0,0,1,0,0,0,0,0,0,8,0,0,,Big-5-European-Leagues,Big5,2019-2020
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,27,27,2371,26.3,27,1.02,91,71,74.7,15,8,4,11,40.7,4,4,0,0,0.0,Matches,0,2,3,26.7,0.27,+2.7,+0.10,139,401,34.7,706,134,44.5,40.0,142,61.3,48.3,192,15,7.8,17,0.65,14.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,94.0,88,26,0,,0,1.96,37,27,+10,+0.38,-0.82,31.8,28.6,+3.2,+0.12,-0.48,0,0,2,0,0,0,0,0,0,144,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
StÃ©phane Ruffier,fr FRA,GK,Saint-Ãtienne,fr Ligue 1,32,1986,22,22,1980,22.0,40,1.82,94,56,60.6,6,4,12,3,13.6,4,3,0,1,0.0,Matches,0,2,0,34.3,0.34,-5.7,-0.26,120,324,37.0,457,71,48.8,39.5,160,63.1,46.6,152,6,3.9,7,0.32,12.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,78.6,90,22,0,,0,1.00,25,40,-15,-0.68,-0.52,24.5,28.1,-3.5,-0.16,+0.35,0,0,0,0,0,0,0,0,0,103,0,0,,Big-5-European-Leagues,Big5,2019-2020
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,2,2,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,Matches,0,0,0,1.4,0.50,+0.4,+0.44,7,13,53.8,42,5,26.2,28.1,10,20.0,25.7,10,1,10.0,1,1.00,12.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.9,90,1,0,,32,1.50,4,6,-2,-2.00,-4.12,2.0,1.8,+0.2,+0.19,-1.26,0,0,0,0,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2019-2020
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34,34,3060,34.0,20,0.59,95,74,78.9,23,8,3,18,52.9,0,0,0,0,,Matches,0,4,0,22.8,0.24,+2.8,+0.08,90,311,28.9,865,200,26.1,33.0,219,38.8,40.3,285,25,8.8,22,0.65,14.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,2,2.26,60,20,+40,+1.18,-0.07,56.7,23.9,+32.8,+0.97,+0.42,0,0,4,0,0,0,0,0,0,161,1,0,100.0,Big-5-European-Leagues,Big5,2019-2020
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,4.0,9,2.25,20,11,55.0,0,3,1,0,0.0,0,0,0,0,,Matches,0,2,0,7.1,0.35,-1.9,-0.48,38,88,43.2,96,15,64.6,45.4,33,78.8,55.3,44,2,4.5,4,1.00,17.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,11.8,90,4,0,,19,0.75,8,9,-1,-0.25,+0.08,6.5,6.0,+0.5,+0.12,+0.50,0,0,1,0,0,0,0,0,0,17,0,0,,Big-5-European-Leagues,Big5,2019-2020
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38,38,3420,38.0,42,1.11,145,111,75.9,24,6,8,11,28.9,9,7,1,1,12.5,Matches,1,8,1,45.6,0.27,+4.6,+0.12,202,453,44.6,931,149,40.7,34.5,292,25.3,27.2,282,15,5.3,17,0.45,13.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,2.05,79,42,+37,+0.97,,68.4,49.5,+18.9,+0.50,,0,0,4,0,0,0,0,0,0,151,0,0,,Big-5-European-Leagues,Big5,2019-2020
Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,3240,36.0,68,1.89,189,123,65.6,5,6,25,5,13.9,5,3,2,0,40.0,Matches,1,13,3,65.0,0.32,0.0,0.00,261,733,35.6,1217,178,45.1,39.8,333,55.3,45.1,383,28,7.3,17,0.47,14.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,94.7,90,36,0,,0,0.58,25,68,-43,-1.19,+1.81,34.4,57.5,-23.1,-0.64,-0.26,0,1,6,0,0,0,0,0,1,160,0,0,,Big-5-European-Leagues,Big5,2019-2020
Timo Horn,de GER,GK,KÃ¶ln,de Bundesliga,26,1993,34,34,3060,34.0,69,2.03,152,87,57.2,10,6,18,6,17.6,6,4,2,0,33.3,Matches,1,11,2,53.1,0.32,-13.9,-0.41,311,630,49.4,892,99,53.9,42.2,298,50.0,40.7,270,18,6.7,14,0.41,14.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,34,0,,0,1.06,51,69,-18,-0.53,,47.2,51.5,-4.3,-0.13,,0,1,3,0,0,0,0,0,1,149,0,0,,Big-5-European-Leagues,Big5,2019-2020
Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,33,1986,20,20,1794,19.9,35,1.76,99,67,67.7,6,3,11,4,20.0,3,3,0,0,0.0,Matches,1,7,1,32.6,0.31,-1.4,-0.07,129,384,33.6,418,95,57.7,45.9,196,73.0,56.5,225,17,7.6,8,0.40,11.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,52.5,90,19,0,,0,1.05,26,35,-9,-0.45,+0.49,22.7,39.1,-16.5,-0.83,-0.31,0,1,2,0,0,0,0,0,1,84,1,0,100.0,Big-5-European-Leagues,Big5,2019-2020
TomÃ¡Å¡ Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,2160,24.0,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,0,100.0,Matches,0,4,2,45.0,0.37,-4.0,-0.17,162,494,32.8,628,103,54.1,45.2,212,72.6,57.3,230,15,6.5,23,0.96,15.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,70.6,90,24,0,,9,1.00,35,51,-16,-0.67,-0.47,31.4,40.9,-9.5,-0.40,-0.06,0,0,2,0,0,1,0,0,0,140,0,0,,Big-5-European-Leagues,Big5,2019-2020
TomÃ¡Å¡ VaclÃ­k,cz CZE,GK,Sevilla,es La Liga,30,1989,33,33,2925,32.5,31,0.95,96,68,69.8,15,12,6,14,42.4,3,2,1,0,33.3,Matches,3,3,1,25.5,0.25,-4.5,-0.14,178,417,42.7,686,155,40.1,37.3,235,60.4,48.1,260,20,7.7,16,0.49,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,85.5,89,32,0,,0,1.73,44,31,+13,+0.40,-0.87,39.7,29.7,+10.0,+0.31,-0.34,0,0,3,0,0,0,0,0,0,158,0,0,,Big-5-European-Leagues,Big5,2019-2020
Unai SimÃ³n,es ESP,GK,Athletic Club,es La Liga,22,1997,34,34,2991,33.2,29,0.87,103,78,76.7,13,9,12,12,35.3,7,5,0,2,0.0,Matches,1,3,2,36.8,0.32,+9.8,+0.29,319,761,41.9,839,140,61.7,47.2,268,90.7,66.4,343,23,6.7,18,0.54,14.3,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,87.5,88,33,0,,1,1.41,38,29,+9,+0.27,+1.53,32.5,42.4,-9.9,-0.30,-0.77,0,2,2,0,0,0,0,0,0,161,0,0,,Big-5-European-Leagues,Big5,2019-2020
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35,35,3150,35.0,42,1.20,147,106,71.4,11,9,15,10,28.6,1,0,0,1,,Matches,0,5,2,46.8,0.33,+6.8,+0.19,225,674,33.4,780,163,57.4,44.3,273,82.8,61.9,331,30,9.1,16,0.46,13.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.1,90,35,0,,0,1.20,29,42,-13,-0.37,+1.63,31.7,44.9,-13.2,-0.38,+1.00,0,0,3,0,0,0,0,0,0,164,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
Walter BenÃ­tez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26,26,2340,26.0,36,1.38,129,99,75.2,9,8,9,4,15.4,6,4,1,1,20.0,Matches,0,7,2,44.6,0.32,+10.6,+0.41,87,203,42.9,573,132,22.7,27.6,212,34.4,34.0,256,18,7.0,9,0.35,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.9,90,26,0,,0,1.35,37,36,+1,+0.04,-0.96,32.0,39.7,-7.7,-0.30,-0.91,0,0,2,0,0,0,0,0,0,105,0,0,,Big-5-European-Leagues,Big5,2019-2020
Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,32,1987,3,3,270,3.0,8,2.67,22,14,63.6,0,1,2,0,0.0,0,0,0,0,,Matches,1,2,0,8.8,0.40,+0.8,+0.28,31,88,35.2,64,6,82.8,56.2,39,89.7,67.2,35,3,8.6,1,0.33,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,3,0,,34,0.33,2,8,-6,-2.00,-1.63,2.3,6.5,-4.1,-1.37,-1.00,0,0,0,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2019-2020
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,37,1981,5,5,450,5.0,7,1.40,16,10,56.3,2,2,1,1,20.0,0,0,0,0,,Matches,0,3,1,5.9,0.37,-0.1,-0.02,32,74,43.2,137,15,45.3,35.8,28,42.9,36.8,20,0,0.0,2,0.40,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,13.2,90,5,0,,33,1.60,8,7,+1,+0.20,-0.22,6.6,4.9,+1.7,+0.34,-0.47,0,0,0,0,0,0,0,0,0,17,0,0,,Big-5-European-Leagues,Big5,2019-2020
Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,2,180,2.0,5,2.50,13,8,69.2,0,1,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,5.5,0.36,+0.5,+0.23,8,29,27.6,43,11,39.5,32.6,18,66.7,47.9,15,0,0.0,1,0.50,13.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,28,0.50,2,5,-3,-1.50,-1.11,5.5,4.2,+1.3,+0.64,+0.73,0,1,0,0,0,0,0,0,1,12,0,0,,Big-5-European-Leagues,Big5,2019-2020
Wojciech SzczÄsny,pl POL,GK,Juventus,it Serie A,29,1990,29,29,2591,28.8,33,1.15,120,95,79.2,19,4,6,11,37.9,10,8,1,1,11.1,Matches,1,4,0,34.6,0.22,+1.6,+0.06,108,200,54.0,565,156,28.5,32.5,196,19.9,26.8,219,11,5.0,22,0.76,15.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,75.8,89,28,0,,7,2.10,57,33,+24,+0.83,-0.14,49.7,34.0,+15.7,+0.55,-0.67,0,1,1,0,0,0,0,0,1,131,0,0,,Big-5-European-Leagues,Big5,2019-2020
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34,34,3060,34.0,40,1.18,152,110,74.3,20,5,9,7,20.6,2,1,1,0,50.0,Matches,1,3,0,44.3,0.28,+4.3,+0.13,230,486,47.3,1260,167,30.2,33.1,285,37.2,36.4,286,14,4.9,31,0.91,14.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,34,0,,0,1.91,66,40,+26,+0.76,,66.4,42.4,+23.9,+0.70,,0,0,2,0,0,1,0,0,0,192,0,0,,Big-5-European-Leagues,Big5,2019-2020
Yannis Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2,2,180,2.0,2,1.00,6,5,83.3,2,0,0,0,0.0,1,1,0,0,0.0,Matches,0,0,0,1.9,0.19,-0.1,-0.03,3,23,13.0,47,16,29.8,33.3,14,64.3,50.6,28,0,0.0,0,0.00,10.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.1,90,2,0,,26,3.00,4,2,+2,+1.00,+0.96,3.3,2.0,+1.2,+0.61,+0.91,0,0,0,0,0,0,0,0,0,13,0,0,,Big-5-European-Leagues,Big5,2019-2020
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,28,1991,6,5,495,5.5,3,0.55,19,17,89.5,4,1,0,4,80.0,1,1,0,0,0.0,Matches,0,0,0,3.8,0.16,+0.8,+0.15,42,84,50.0,125,24,41.6,36.4,45,71.1,51.2,40,3,7.5,2,0.36,15.5,0,1,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,83,14.5,90,5,1,45,27,2.67,10,3,+7,+1.27,+0.87,7.4,3.9,+3.5,+0.64,+0.34,0,0,1,0,0,0,0,0,0,30,0,0,,Big-5-European-Leagues,Big5,2019-2020
Yoel,es ESP,GK,Eibar,es La Liga,30,1988,4,4,270,3.0,5,1.67,14,9,64.3,2,0,1,1,25.0,1,0,1,0,100.0,Matches,0,0,0,3.8,0.21,-1.2,-0.39,38,80,47.5,69,6,82.6,59.1,24,95.8,72.4,29,1,3.4,3,1.00,13.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,3,0,,34,1.50,7,7,0,0.00,+0.49,5.4,4.7,+0.6,+0.21,+0.51,0,1,0,0,0,0,0,0,1,17,0,0,,Big-5-European-Leagues,Big5,2019-2020
Yohann PelÃ©,fr FRA,GK,Marseille,fr Ligue 1,36,1982,2,1,149,1.7,2,1.21,6,4,66.7,1,0,0,0,0.0,1,0,1,0,100.0,Matches,0,0,0,2.6,0.31,+0.6,+0.34,2,13,15.4,33,7,15.2,28.8,14,57.1,45.9,14,0,0.0,2,1.21,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,6.0,91,1,1,59,26,2.00,4,2,+2,+1.20,+0.82,2.9,1.9,+1.0,+0.61,+0.48,0,0,1,0,0,0,0,0,0,6,0,0,,Big-5-European-Leagues,Big5,2019-2020
Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,2,180,2.0,3,1.50,5,2,40.0,2,0,0,0,0.0,0,0,0,0,,Matches,0,0,0,1.7,0.34,-1.3,-0.64,7,18,38.9,69,9,21.7,29.7,10,30.0,29.4,13,1,7.7,2,1.00,16.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.9,90,2,0,,32,3.00,5,3,+2,+1.00,-0.31,4.5,1.8,+2.7,+1.35,+0.35,0,0,0,0,0,0,0,0,0,15,0,0,,Big-5-European-Leagues,Big5,2019-2020
Zack Steffen,us USA,GK,DÃ¼sseldorf,de Bundesliga,24,1995,17,17,1530,17.0,36,2.12,95,61,63.2,4,3,10,2,11.8,2,1,1,0,50.0,Matches,1,6,1,31.9,0.32,-3.1,-0.18,156,327,47.7,477,101,48.6,41.9,143,66.4,55.3,145,9,6.2,11,0.65,13.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,90,50.0,90,17,0,,0,0.88,18,36,-18,-1.06,-0.29,16.0,30.9,-14.9,-0.88,-0.39,0,0,2,0,0,1,0,0,0,108,0,0,,Big-5-European-Leagues,Big5,2019-2020
Ãlex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,25,2250,25.0,32,1.28,87,62,71.3,11,4,10,6,24.0,8,7,1,0,12.5,Matches,2,3,0,28.4,0.25,-3.6,-0.14,171,388,44.1,767,80,37.4,36.3,143,70.6,54.2,189,11,5.8,22,0.88,17.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.01,0.00,0.01,90,65.8,90,25,0,,13,1.48,38,32,+6,+0.24,+0.09,32.4,27.7,+4.7,+0.19,+0.09,0,0,5,0,0,0,0,0,0,109,0,0,,Big-5-European-Leagues,Big5,2019-2020
Ãrjan Nyland,no NOR,GK,Aston Villa,eng Premier League,28,1990,7,5,539,6.0,12,2.00,26,14,53.8,0,2,3,1,20.0,0,0,0,0,,Matches,0,0,0,8.6,0.33,-3.4,-0.57,37,109,33.9,129,28,49.6,44.0,53,84.9,62.5,56,2,3.6,3,0.50,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,77,15.8,90,5,2,45,20,0.71,4,12,-8,-1.34,-0.77,5.7,7.0,-1.3,-0.22,+0.54,0,0,0,0,0,0,0,0,0,24,0,0,,Big-5-European-Leagues,Big5,2019-2020
Åukasz FabiaÅski,pl POL,GK,West Ham,eng Premier League,34,1985,25,25,2117,23.5,34,1.45,98,69,68.4,8,7,10,5,20.0,4,3,1,0,25.0,Matches,1,2,2,30.3,0.28,-1.7,-0.07,220,506,43.5,478,90,68.8,49.8,194,91.2,63.9,239,10,4.2,5,0.21,11.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,85,61.9,85,23,0,,0,1.24,36,34,+2,+0.09,+1.12,30.4,35.3,-4.9,-0.21,+0.48,0,1,2,0,0,0,0,0,1,120,0,0,,Big-5-European-Leagues,Big5,2019-2020
