player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Yamil Asad,2020,Mls,Dc United,Forward,Outfielder,25,Argentina,,,,,nan,,
Adrien Regattin,2020,Mls,FC Cincinnati,Midfielder,Outfielder,28,Morocco,,,,,nan,,
Allan Cruz,2020,Mls,FC Cincinnati,Midfielder,Outfielder,23,Costa Rica,,,,,nan,,
Andrew Gutman,2020,Mls,FC Cincinnati,Defender,Outfielder,23,United States,,,,,nan,,
Bobby Edwards,2020,Mls,FC Cincinnati,Goalkeeper,Goalkeeper,24,United States,,,,,nan,,
Brandon Vázquez,2020,Mls,FC Cincinnati,Forward,Outfielder,21,United States,,,,,nan,,
Caleb Stanko,2020,Mls,FC Cincinnati,Midfielder,Outfielder,26,United States,,,,,nan,,
Darren Mattocks,2020,Mls,FC Cincinnati,Forward,Outfielder,29,Jamaica,,,,,nan,,
Fatai Alashe,2020,Mls,FC Cincinnati,Midfielder,Outfielder,26,United States,,,,,nan,,
Frankie Amaya,2020,Mls,FC Cincinnati,Forward,Outfielder,19,United States,,,,,nan,,
Greg Garza,2020,Mls,FC Cincinnati,Defender,Outfielder,28,United States,,,,,nan,,
Haris Medunjanin,2020,Mls,FC Cincinnati,Midfielder,Outfielder,34,Bosnia-Herzegovina,,,,,nan,,
Joseph-Claude Gyau,2020,Mls,FC Cincinnati,Forward,Outfielder,27,United States,,,,,nan,,
Jürgen Locadia,2020,Mls,FC Cincinnati,Forward,Outfielder,26,Netherlands,,,,,nan,,
Kekuta Manneh,2020,Mls,FC Cincinnati,Forward,Outfielder,25,United States,,,,,nan,,
Kendall Waston,2020,Mls,FC Cincinnati,Defender,Outfielder,32,Costa Rica,,,,,nan,,
Maikel van der Werff,2020,Mls,FC Cincinnati,Defender,Outfielder,30,Netherlands,,,,,nan,,
Mathieu Deplagne,2020,Mls,FC Cincinnati,Defender,Outfielder,28,France,,,,,nan,,
Nick Hagglund,2020,Mls,FC Cincinnati,Defender,Outfielder,27,United States,,,,,nan,,
Przemyslaw Tyton,2020,Mls,FC Cincinnati,Goalkeeper,Goalkeeper,33,Poland,,,,,nan,,
Rashawn Dally,2020,Mls,FC Cincinnati,Forward,Outfielder,23,Jamaica,,,,,nan,,
Rey Ortiz,2020,Mls,FC Cincinnati,Forward,Outfielder,23,United States,,,,,nan,,
Saad Abdul-Salaam,2020,Mls,FC Cincinnati,Defender,Outfielder,28,United States,,,,,nan,,
Spencer Richey,2020,Mls,FC Cincinnati,Goalkeeper,Goalkeeper,27,United States,,,,,nan,,
Tom Pettersson,2020,Mls,FC Cincinnati,Defender,Outfielder,29,Sweden,,,,,nan,,
Tommy McCabe,2020,Mls,FC Cincinnati,Midfielder,Outfielder,21,United States,,,,,nan,,
Yuya Kubo,2020,Mls,FC Cincinnati,Forward,Outfielder,26,Japan,,,,,nan,,
Zico Bailey,2020,Mls,FC Cincinnati,Defender,Outfielder,19,United States,,,,,nan,,
Brandon Servania,2020,Mls,FC Dallas,Midfielder,Outfielder,20,United States,,,,,nan,,
Bressan,2020,Mls,FC Dallas,Defender,Outfielder,27,Brazil,,,,,nan,,
Bryan Acosta,2020,Mls,FC Dallas,Midfielder,Outfielder,26,Honduras,,,,,nan,,
Bryan Reynolds,2020,Mls,FC Dallas,Defender,Outfielder,18,United States,,,,,nan,,
Cal Jennings,2020,Mls,FC Dallas,Forward,Outfielder,22,United States,,,,,nan,,
Callum Montgomery,2020,Mls,FC Dallas,Defender,Outfielder,22,Canada,,,,,nan,,
Dante Sealy,2020,Mls,FC Dallas,Forward,Outfielder,16,United States,,,,,nan,,
Eddie Munjoma,2020,Mls,FC Dallas,Defender,Outfielder,21,United States,,,,,nan,,
Edwin Cerrillo,2020,Mls,FC Dallas,Midfielder,Outfielder,19,United States,,,,,nan,,
Ema Twumasi,2020,Mls,FC Dallas,Forward,Outfielder,22,Ghana,,,,,nan,,
Fafà Picault,2020,Mls,FC Dallas,Forward,Outfielder,28,United States,,,,,nan,,
Francis Atuahene,2020,Mls,FC Dallas,Forward,Outfielder,23,Ghana,,,,,nan,,
Jesse González,2020,Mls,FC Dallas,Goalkeeper,Goalkeeper,24,United States,,,,,nan,,
Jesús Ferreira,2020,Mls,FC Dallas,Forward,Outfielder,19,United States,,,,,nan,,
Jimmy Maurer,2020,Mls,FC Dallas,Goalkeeper,Goalkeeper,31,United States,,,,,nan,,
John Nelson,2020,Mls,FC Dallas,Defender,Outfielder,21,United States,,,,,nan,,
Kyle Zobeck,2020,Mls,FC Dallas,Goalkeeper,Goalkeeper,29,United States,,,,,nan,,
Manuel Ferriol,2020,Mls,FC Dallas,Forward,Outfielder,21,Spain,,,,,nan,,
Matt Hedges,2020,Mls,FC Dallas,Defender,Outfielder,29,United States,,,,,nan,,
Michael Barrios,2020,Mls,FC Dallas,Forward,Outfielder,28,Colombia,,,,,nan,,
Nkosi Burgess,2020,Mls,FC Dallas,Defender,Outfielder,24,United States,,,,,nan,,
Paxton Pomykal,2020,Mls,FC Dallas,Forward,Outfielder,20,United States,,,,,nan,,
Reggie Cannon,2020,Mls,FC Dallas,Defender,Outfielder,21,United States,,,,,nan,,
Reto Ziegler,2020,Mls,FC Dallas,Defender,Outfielder,34,Switzerland,,,,,nan,,
Ricardo Pepi,2020,Mls,FC Dallas,Forward,Outfielder,17,United States,,,,,nan,,
Ryan Hollingshead,2020,Mls,FC Dallas,Defender,Outfielder,28,United States,,,,,nan,,
Santiago Mosquera,2020,Mls,FC Dallas,Forward,Outfielder,24,Colombia,,,,,nan,,
Tanner Tessmann,2020,Mls,FC Dallas,Forward,Outfielder,18,United States,,,,,nan,,
Thiago Santos,2020,Mls,FC Dallas,Midfielder,Outfielder,30,Brazil,,,,,nan,,
Thomas Roberts,2020,Mls,FC Dallas,Forward,Outfielder,18,United States,,,,,nan,,
Zdenek Ondrasek,2020,Mls,FC Dallas,Forward,Outfielder,31,Czech Republic,,,,,nan,,
Adam Lundqvist,2020,Mls,Houston Dynamo,Defender,Outfielder,25,Sweden,,,,,nan,,
Alberth Elis,2020,Mls,Houston Dynamo,Forward,Outfielder,23,Honduras,,,,,nan,,
Alejandro Fuenmayor,2020,Mls,Houston Dynamo,Defender,Outfielder,23,Venezuela,,,,,nan,,
Aljaz Struna,2020,Mls,Houston Dynamo,Defender,Outfielder,29,Slovenia,,,,,nan,,
Boniek García,2020,Mls,Houston Dynamo,Midfielder,Outfielder,35,Honduras,,,,,nan,,
Christian Ramirez,2020,Mls,Houston Dynamo,Forward,Outfielder,28,United States,,,,,nan,,
Cody Cropper,2020,Mls,Houston Dynamo,Goalkeeper,Goalkeeper,26,United States,,,,,nan,,
Darwin Cerén,2020,Mls,Houston Dynamo,Midfielder,Outfielder,30,El Salvador,,,,,nan,,
Darwin Quintero,2020,Mls,Houston Dynamo,Forward,Outfielder,32,Colombia,,,,,nan,,
Erik McCue,2020,Mls,Houston Dynamo,Defender,Outfielder,19,United States,,,,,nan,,
Garrett McLaughlin,2020,Mls,Houston Dynamo,Forward,Outfielder,22,United States,,,,,nan,,
José Bizama,2020,Mls,Houston Dynamo,Defender,Outfielder,25,Chile,,,,,nan,,
Kyle Adams,2020,Mls,Houston Dynamo,Defender,Outfielder,23,New Zealand,,,,,nan,,
Luka Prpa,2020,Mls,Houston Dynamo,Midfielder,Outfielder,22,United States,,,,,nan,,
Marcelo Palomino,2020,Mls,Houston Dynamo,Forward,Outfielder,18,United States,,,,,nan,,
Marko Maric,2020,Mls,Houston Dynamo,Goalkeeper,Goalkeeper,24,Croatia,,,,,nan,,
Matías Vera,2020,Mls,Houston Dynamo,Midfielder,Outfielder,24,Argentina,,,,,nan,,
Mauro Manotas,2020,Mls,Houston Dynamo,Forward,Outfielder,24,Colombia,,,,,nan,,
Maynor Figueroa,2020,Mls,Houston Dynamo,Defender,Outfielder,36,Honduras,,,,,nan,,
Memo Rodríguez,2020,Mls,Houston Dynamo,Midfielder,Outfielder,24,United States,,,,,nan,,
Michael Nelson,2020,Mls,Houston Dynamo,Goalkeeper,Goalkeeper,24,United States,,,,,nan,,
Michael Salazar,2020,Mls,Houston Dynamo,Forward,Outfielder,27,Belize,,,,,nan,,
Niko Hansen,2020,Mls,Houston Dynamo,Forward,Outfielder,25,Denmark,,,,,nan,,
Ronaldo Peña,2020,Mls,Houston Dynamo,Forward,Outfielder,22,Venezuela,,,,,nan,,
Sam Junqua,2020,Mls,Houston Dynamo,Defender,Outfielder,23,United States,,,,,nan,,
Tommy McNamara,2020,Mls,Houston Dynamo,Forward,Outfielder,28,United States,,,,,nan,,
Tomás Martínez,2020,Mls,Houston Dynamo,Forward,Outfielder,24,Argentina,,,,,nan,,
Víctor Cabrera,2020,Mls,Houston Dynamo,Defender,Outfielder,26,Argentina,,,,,nan,,
Zarek Valentin,2020,Mls,Houston Dynamo,Defender,Outfielder,28,Puerto Rico,,,,,nan,,
AJ DeLaGarza,2020,Mls,Inter Miami,Defender,Outfielder,32,Guam,,,,,nan,,
Alvas Powell,2020,Mls,Inter Miami,Defender,Outfielder,25,Jamaica,,,,,nan,,
Andrés Reyes,2020,Mls,Inter Miami,Defender,Outfielder,20,Colombia,,,,,nan,,
Ben Sweat,2020,Mls,Inter Miami,Defender,Outfielder,28,United States,,,,,nan,,
Christian Makoun,2020,Mls,Inter Miami,Defender,Outfielder,19,Venezuela,,,,,nan,,
David Norman Jr,2020,Mls,Inter Miami,Midfielder,Outfielder,21,Canada,,,,,nan,,
Denso Ulysse,2020,Mls,Inter Miami,Defender,Outfielder,21,Haiti,,,,,nan,,
Drake Callender,2020,Mls,Inter Miami,Goalkeeper,Goalkeeper,22,United States,,,,,nan,,
Dylan Nealis,2020,Mls,Inter Miami,Midfielder,Outfielder,21,United States,,,,,nan,,
George Acosta,2020,Mls,Inter Miami,Forward,Outfielder,20,United States,,,,,nan,,
Grant Lillard,2020,Mls,Inter Miami,Defender,Outfielder,24,United States,,,,,nan,,
Jay Chapman,2020,Mls,Inter Miami,Midfielder,Outfielder,26,Canada,,,,,nan,,
Jerome Kiesewetter,2020,Mls,Inter Miami,Forward,Outfielder,26,United States,,,,,nan,,
John McCarthy,2020,Mls,Inter Miami,Goalkeeper,Goalkeeper,27,United States,,,,,nan,,
Jorge Figal,2020,Mls,Inter Miami,Defender,Outfielder,25,Argentina,,,,,nan,,
Juan Agudelo,2020,Mls,Inter Miami,Forward,Outfielder,27,United States,,,,,nan,,
Julián Carranza,2020,Mls,Inter Miami,Forward,Outfielder,19,Argentina,,,,,nan,,
Lee Nguyen,2020,Mls,Inter Miami,Forward,Outfielder,33,United States,,,,,nan,,
Lewis Morgan,2020,Mls,Inter Miami,Midfielder,Outfielder,23,Scotland,,,,,nan,,
Luis Argudo,2020,Mls,Inter Miami,Midfielder,Outfielder,24,United States,,,,,nan,,
Luis Robles,2020,Mls,Inter Miami,Goalkeeper,Goalkeeper,35,United States,,,,,nan,,
Matías Pellegrini,2020,Mls,Inter Miami,Forward,Outfielder,19,Argentina,,,,,nan,,
Mikey Ambrose,2020,Mls,Inter Miami,Defender,Outfielder,26,United States,,,,,nan,,
Robbie Robinson,2020,Mls,Inter Miami,Forward,Outfielder,21,United States,,,,,nan,,
Rodolfo Pizarro,2020,Mls,Inter Miami,Midfielder,Outfielder,26,Mexico,,,,,nan,,
Román Torres,2020,Mls,Inter Miami,Defender,Outfielder,33,Panama,,,,,nan,,
Víctor Ulloa,2020,Mls,Inter Miami,Midfielder,Outfielder,27,Mexico,,,,,nan,,
Wil Trapp,2020,Mls,Inter Miami,Midfielder,Outfielder,27,United States,,,,,nan,,
Adama Diomande,2020,Mls,La FC,Forward,Outfielder,29,Norway,,,,,nan,,
Adrien Perez,2020,Mls,La FC,Forward,Outfielder,24,United States,,,,,nan,,
Alejandro Guido,2020,Mls,La FC,Midfielder,Outfielder,25,United States,,,,,nan,,
Brian Rodríguez,2020,Mls,La FC,Forward,Outfielder,19,Uruguay,,,,,nan,,
Bryce Duke,2020,Mls,La FC,Midfielder,Outfielder,18,United States,,,,,nan,,
Carlos Vela,2020,Mls,La FC,Forward,Outfielder,30,Mexico,,,,,nan,,
Danilo Silva,2020,Mls,La FC,Defender,Outfielder,33,Brazil,,,,,nan,,
Danny Musovski,2020,Mls,La FC,Forward,Outfielder,24,United States,,,,,nan,,
Dejan Jakovic,2020,Mls,La FC,Defender,Outfielder,34,Canada,,,,,nan,,
Diego Palacios,2020,Mls,La FC,Defender,Outfielder,20,Ecuador,,,,,nan,,
Diego Rossi,2020,Mls,La FC,Forward,Outfielder,21,Uruguay,,,,,nan,,
Eddie Segura,2020,Mls,La FC,Defender,Outfielder,23,Colombia,,,,,nan,,
Eduard Atuesta,2020,Mls,La FC,Midfielder,Outfielder,22,Colombia,,,,,nan,,
Francisco Ginella,2020,Mls,La FC,Midfielder,Outfielder,21,Uruguay,,,,,nan,,
Jack Hallahan,2020,Mls,La FC,Forward,Outfielder,23,Ireland,,,,,nan,,
Jordan Harvey,2020,Mls,La FC,Defender,Outfielder,36,United States,,,,,nan,,
Josh Pérez,2020,Mls,La FC,Forward,Outfielder,22,United States,,,,,nan,,
José Cifuentes,2020,Mls,La FC,Midfielder,Outfielder,20,Ecuador,,,,,nan,,
Kenneth Vermeer,2020,Mls,La FC,Goalkeeper,Goalkeeper,34,Netherlands,,,,,nan,,
Latif Blessing,2020,Mls,La FC,Forward,Outfielder,23,Ghana,,,,,nan,,
Mark-Anthony Kaye,2020,Mls,La FC,Midfielder,Outfielder,25,Canada,,,,,nan,,
Mohamed El-Munir,2020,Mls,La FC,Defender,Outfielder,27,Libya,,,,,nan,,
Pablo Sisniega,2020,Mls,La FC,Goalkeeper,Goalkeeper,24,Mexico,,,,,nan,,
Paulo Pita,2020,Mls,La FC,Goalkeeper,Goalkeeper,25,Brazil,,,,,nan,,
Tristan Blackmon,2020,Mls,La FC,Defender,Outfielder,23,United States,,,,,nan,,
Walker Zimmerman,2020,Mls,La FC,Defender,Outfielder,26,United States,,,,,nan,,
Aleksandar Katai,2020,Mls,La Galaxy,Forward,Outfielder,28,Serbia,,,,,nan,,
Chicharito,2020,Mls,La Galaxy,Forward,Outfielder,31,Mexico,,,,,nan,,
Cristian Pavón,2020,Mls,La Galaxy,Forward,Outfielder,24,Argentina,,,,,nan,,
Daniel Steres,2020,Mls,La Galaxy,Defender,Outfielder,29,United States,,,,,nan,,
Danilo Acosta,2020,Mls,La Galaxy,Defender,Outfielder,22,Honduras,,,,,nan,,
David Bingham,2020,Mls,La Galaxy,Goalkeeper,Goalkeeper,30,United States,,,,,nan,,
Diédié Traoré,2020,Mls,La Galaxy,Defender,Outfielder,21,France,,,,,nan,,
Efraín Álvarez,2020,Mls,La Galaxy,Forward,Outfielder,17,Mexico,,,,,nan,,
Emil Cuello,2020,Mls,La Galaxy,Forward,Outfielder,23,Argentina,,,,,nan,,
Emiliano Insúa,2020,Mls,La Galaxy,Defender,Outfielder,31,Argentina,,,,,nan,,
Eric López,2020,Mls,La Galaxy,Goalkeeper,Goalkeeper,20,United States,,,,,nan,,
Ethan Zubak,2020,Mls,La Galaxy,Forward,Outfielder,21,United States,,,,,nan,,
Giancarlo González,2020,Mls,La Galaxy,Defender,Outfielder,31,Costa Rica,,,,,nan,,
Joe Corona,2020,Mls,La Galaxy,Midfielder,Outfielder,29,United States,,,,,nan,,
Jonathan dos Santos,2020,Mls,La Galaxy,Midfielder,Outfielder,29,Mexico,,,,,nan,,
Julian Araujo,2020,Mls,La Galaxy,Defender,Outfielder,18,United States,,,,,nan,,
Justin vom Steeg,2020,Mls,La Galaxy,Goalkeeper,Goalkeeper,22,United States,,,,,nan,,
Nick DePuy,2020,Mls,La Galaxy,Defender,Outfielder,25,United States,,,,,nan,,
Perry Kitchen,2020,Mls,La Galaxy,Midfielder,Outfielder,27,United States,,,,,nan,,
Rolf Feltscher,2020,Mls,La Galaxy,Defender,Outfielder,29,Venezuela,,,,,nan,,
Sacha Kljestan,2020,Mls,La Galaxy,Forward,Outfielder,34,United States,,,,,nan,,
Sebastian Lletget,2020,Mls,La Galaxy,Midfielder,Outfielder,27,United States,,,,,nan,,
Tom Smart,2020,Mls,La Galaxy,Defender,Outfielder,24,Northern Ireland,,,,,nan,,
Andrew Booth,2020,Mls,Minnesota United,Defender,Outfielder,22,Jamaica,,,,,nan,,
Brent Kallman,2020,Mls,Minnesota United,Defender,Outfielder,29,United States,,,,,nan,,
Chase Gasper,2020,Mls,Minnesota United,Defender,Outfielder,24,United States,,,,,nan,,
Dayne St Clair,2020,Mls,Minnesota United,Goalkeeper,Goalkeeper,22,Canada,,,,,nan,,
Ethan Finlay,2020,Mls,Minnesota United,Forward,Outfielder,29,United States,,,,,nan,,
Fred Emmings,2020,Mls,Minnesota United,Goalkeeper,Goalkeeper,15,Luxembourg,,,,,nan,,
Greg Ranjitsingh,2020,Mls,Minnesota United,Goalkeeper,Goalkeeper,26,Trinidad and Tobago,,,,,nan,,
Hassani Dotson,2020,Mls,Minnesota United,Defender,Outfielder,22,United States,,,,,nan,,
Ike Opara,2020,Mls,Minnesota United,Defender,Outfielder,30,United States,,,,,nan,,
Jacori Hayes,2020,Mls,Minnesota United,Midfielder,Outfielder,24,United States,,,,,nan,,
James Musa,2020,Mls,Minnesota United,Midfielder,Outfielder,27,New Zealand,,,,,nan,,
Jan Gregus,2020,Mls,Minnesota United,Midfielder,Outfielder,29,Slovakia,,,,,nan,,
Kevin Molino,2020,Mls,Minnesota United,Forward,Outfielder,29,Trinidad and Tobago,,,,,nan,,
Luis Amarilla,2020,Mls,Minnesota United,Forward,Outfielder,24,Paraguay,,,,,nan,,
Marlon Hairston,2020,Mls,Minnesota United,Forward,Outfielder,25,United States,,,,,nan,,
Mason Toye,2020,Mls,Minnesota United,Forward,Outfielder,21,United States,,,,,nan,,
Michael Boxall,2020,Mls,Minnesota United,Defender,Outfielder,31,New Zealand,,,,,nan,,
Noah Billingsley,2020,Mls,Minnesota United,Forward,Outfielder,22,New Zealand,,,,,nan,,
Osvaldo Alonso,2020,Mls,Minnesota United,Midfielder,Outfielder,34,Cuba,,,,,nan,,
Robin Lod,2020,Mls,Minnesota United,Midfielder,Outfielder,26,Finland,,,,,nan,,
Romain Métanire,2020,Mls,Minnesota United,Defender,Outfielder,29,Madagascar,,,,,nan,,
Thomás Chacón,2020,Mls,Minnesota United,Forward,Outfielder,19,Uruguay,,,,,nan,,
Tyler Miller,2020,Mls,Minnesota United,Goalkeeper,Goalkeeper,26,United States,,,,,nan,,
Wyatt Omsberg,2020,Mls,Minnesota United,Defender,Outfielder,24,United States,,,,,nan,,
Amar Sejdic,2020,Mls,Montreal Impact,Midfielder,Outfielder,23,United States,,,,,nan,,
Anthony Jackson-Hamel,2020,Mls,Montreal Impact,Forward,Outfielder,26,Canada,,,,,nan,,
Ballou Tabla,2020,Mls,Montreal Impact,Forward,Outfielder,20,Canada,,,,,nan,,
Bojan Krkic,2020,Mls,Montreal Impact,Forward,Outfielder,29,Spain,,,,,nan,,
Clement Bayiha,2020,Mls,Montreal Impact,Forward,Outfielder,20,Canada,,,,,nan,,
Clément Diop,2020,Mls,Montreal Impact,Goalkeeper,Goalkeeper,26,Senegal,,,,,nan,,
Evan Bush,2020,Mls,Montreal Impact,Goalkeeper,Goalkeeper,33,United States,,,,,nan,,
Ignacio Piatti,2020,Mls,Montreal Impact,Forward,Outfielder,35,Argentina,,,,,nan,,
James Pantemis,2020,Mls,Montreal Impact,Goalkeeper,Goalkeeper,22,Canada,,,,,nan,,
Joel Waterman,2020,Mls,Montreal Impact,Defender,Outfielder,24,Canada,,,,,nan,,
Jorge Corrales,2020,Mls,Montreal Impact,Defender,Outfielder,28,Cuba,,,,,nan,,
Jukka Raitala,2020,Mls,Montreal Impact,Defender,Outfielder,31,Finland,,,,,nan,,
Karifa Yao,2020,Mls,Montreal Impact,Defender,Outfielder,19,Canada,,,,,nan,,
Lassi Lappalainen,2020,Mls,Montreal Impact,Forward,Outfielder,21,Finland,,,,,nan,,
Luis Binks,2020,Mls,Montreal Impact,Defender,Outfielder,18,England,,,,,nan,,
Mathieu Choinière,2020,Mls,Montreal Impact,Forward,Outfielder,20,Canada,,,,,nan,,
Maximiliano Urruti,2020,Mls,Montreal Impact,Forward,Outfielder,28,Argentina,,,,,nan,,
Orji Okwonkwo,2020,Mls,Montreal Impact,Forward,Outfielder,22,Nigeria,,,,,nan,,
Rod Fanni,2020,Mls,Montreal Impact,Defender,Outfielder,38,France,,,,,nan,,
Romell Quioto,2020,Mls,Montreal Impact,Forward,Outfielder,28,Honduras,,,,,nan,,
Rudy Camacho,2020,Mls,Montreal Impact,Defender,Outfielder,28,France,,,,,nan,,
Samuel Piette,2020,Mls,Montreal Impact,Midfielder,Outfielder,25,Canada,,,,,nan,,
Saphir Taider,2020,Mls,Montreal Impact,Midfielder,Outfielder,27,Algeria,,,,,nan,,
Shamit Shome,2020,Mls,Montreal Impact,Midfielder,Outfielder,22,Canada,,,,,nan,,
Zachary Brault-Guillard,2020,Mls,Montreal Impact,Defender,Outfielder,21,Canada,,,,,nan,,
Abu Danladi,2020,Mls,Nashville Sc,Forward,Outfielder,24,Ghana,,,,,nan,,
Adrián Zendejas,2020,Mls,Nashville Sc,Goalkeeper,Goalkeeper,24,United States,,,,,nan,,
Alan Winn,2020,Mls,Nashville Sc,Forward,Outfielder,23,United States,,,,,nan,,
Alistair Johnston,2020,Mls,Nashville Sc,Midfielder,Outfielder,21,Canada,,,,,nan,,
Aníbal Godoy,2020,Mls,Nashville Sc,Midfielder,Outfielder,29,Panama,,,,,nan,,
Brayan Beckeles,2020,Mls,Nashville Sc,Defender,Outfielder,34,Honduras,,,,,nan,,
Brian Anunga,2020,Mls,Nashville Sc,Midfielder,Outfielder,23,Cameroon,,,,,nan,,
Cameron Lancaster,2020,Mls,Nashville Sc,Forward,Outfielder,27,England,,,,,nan,,
Daniel Lovitz,2020,Mls,Nashville Sc,Defender,Outfielder,28,United States,,,,,nan,,
Daniel Ríos,2020,Mls,Nashville Sc,Forward,Outfielder,24,Mexico,,,,,nan,,
Dave Romney,2020,Mls,Nashville Sc,Defender,Outfielder,26,United States,,,,,nan,,
David Accam,2020,Mls,Nashville Sc,Forward,Outfielder,29,Ghana,,,,,nan,,
Dax McCarty,2020,Mls,Nashville Sc,Midfielder,Outfielder,32,United States,,,,,nan,,
Derrick Jones,2020,Mls,Nashville Sc,Midfielder,Outfielder,22,United States,,,,,nan,,
Dominique Badji,2020,Mls,Nashville Sc,Forward,Outfielder,27,Senegal,,,,,nan,,
Elliot Panicco,2020,Mls,Nashville Sc,Goalkeeper,Goalkeeper,23,United States,,,,,nan,,
Eric Miller,2020,Mls,Nashville Sc,Defender,Outfielder,27,United States,,,,,nan,,
Hany Mukhtar,2020,Mls,Nashville Sc,Forward,Outfielder,24,Germany,,,,,nan,,
Jack Maher,2020,Mls,Nashville Sc,Defender,Outfielder,20,United States,,,,,nan,,
Jalil Anibaba,2020,Mls,Nashville Sc,Defender,Outfielder,31,United States,,,,,nan,,
Jimmy Medranda,2020,Mls,Nashville Sc,Defender,Outfielder,25,Colombia,,,,,nan,,
Joe Willis,2020,Mls,Nashville Sc,Goalkeeper,Goalkeeper,31,United States,,,,,nan,,
Ken Tribbett,2020,Mls,Nashville Sc,Defender,Outfielder,27,United States,,,,,nan,,
Matt LaGrassa,2020,Mls,Nashville Sc,Midfielder,Outfielder,27,United States,,,,,nan,,
Miguel Nazarit,2020,Mls,Nashville Sc,Defender,Outfielder,22,Colombia,,,,,nan,,
Randall Leal,2020,Mls,Nashville Sc,Forward,Outfielder,23,Costa Rica,,,,,nan,,
Tanner Dieterich,2020,Mls,Nashville Sc,Defender,Outfielder,21,United States,,,,,nan,,
Taylor Washington,2020,Mls,Nashville Sc,Defender,Outfielder,26,United States,,,,,nan,,
Walker Zimmerman,2020,Mls,Nashville Sc,Defender,Outfielder,26,United States,,,,,nan,,
Adam Buksa,2020,Mls,Ne Revolution,Forward,Outfielder,23,Poland,,,,,nan,,
Alexander Büttner,2020,Mls,Ne Revolution,Defender,Outfielder,30,Netherlands,,,,,nan,,
Andrew Farrell,2020,Mls,Ne Revolution,Defender,Outfielder,27,United States,,,,,nan,,
Antonio Delamea Mlinar,2020,Mls,Ne Revolution,Defender,Outfielder,28,Slovenia,,,,,nan,,
Brad Knighton,2020,Mls,Ne Revolution,Goalkeeper,Goalkeeper,34,United States,,,,,nan,,
Brandon Bye,2020,Mls,Ne Revolution,Defender,Outfielder,24,United States,,,,,nan,,
Carles Gil,2020,Mls,Ne Revolution,Forward,Outfielder,27,Spain,,,,,nan,,
Cristian Penilla,2020,Mls,Ne Revolution,Forward,Outfielder,28,Ecuador,,,,,nan,,
Damian Rivera,2020,Mls,Ne Revolution,Midfielder,Outfielder,17,United States,,,,,nan,,
DeJuan Jones,2020,Mls,Ne Revolution,Forward,Outfielder,22,United States,,,,,nan,,
Diego Fagúndez,2020,Mls,Ne Revolution,Forward,Outfielder,24,Uruguay,,,,,nan,,
Gustavo Bou,2020,Mls,Ne Revolution,Forward,Outfielder,29,Argentina,,,,,nan,,
Henry Kessler,2020,Mls,Ne Revolution,Defender,Outfielder,21,United States,,,,,nan,,
Isaac Angking,2020,Mls,Ne Revolution,Midfielder,Outfielder,20,United States,,,,,nan,,
Jeff Caldwell,2020,Mls,Ne Revolution,Goalkeeper,Goalkeeper,23,United States,,,,,nan,,
Justin Rennicks,2020,Mls,Ne Revolution,Forward,Outfielder,20,United States,,,,,nan,,
Keegan Meyer,2020,Mls,Ne Revolution,Goalkeeper,Goalkeeper,22,United States,,,,,nan,,
Kelyn Rowe,2020,Mls,Ne Revolution,Midfielder,Outfielder,28,United States,,,,,nan,,
Luis Caicedo,2020,Mls,Ne Revolution,Midfielder,Outfielder,23,Colombia,,,,,nan,,
Matt Turner,2020,Mls,Ne Revolution,Goalkeeper,Goalkeeper,25,United States,,,,,nan,,
Michael Mancienne,2020,Mls,Ne Revolution,Defender,Outfielder,32,England,,,,,nan,,
Nicolas Firmino,2020,Mls,Ne Revolution,Midfielder,Outfielder,19,Brazil,,,,,nan,,
Scott Caldwell,2020,Mls,Ne Revolution,Midfielder,Outfielder,28,United States,,,,,nan,,
Seth Sinovic,2020,Mls,Ne Revolution,Defender,Outfielder,33,United States,,,,,nan,,
Simon Lekressner,2020,Mls,Ne Revolution,Defender,Outfielder,21,United States,,,,,nan,,
Tajon Buchanan,2020,Mls,Ne Revolution,Forward,Outfielder,20,Canada,,,,,nan,,
Teal Bunbury,2020,Mls,Ne Revolution,Forward,Outfielder,29,United States,,,,,nan,,
Wilfried Zahibo,2020,Mls,Ne Revolution,Midfielder,Outfielder,26,Central African Republic,,,,,nan,,
Aaron Long,2020,Mls,Ny Red Bulls,Defender,Outfielder,27,United States,,,,,nan,,
Alejandro Romero Gamarra,2020,Mls,Ny Red Bulls,Forward,Outfielder,25,Paraguay,,,,,nan,,
Alex Muyl,2020,Mls,Ny Red Bulls,Forward,Outfielder,24,United States,,,,,nan,,
Amro Tarek,2020,Mls,Ny Red Bulls,Defender,Outfielder,27,Egypt,,,,,nan,,
Ben Mines,2020,Mls,Ny Red Bulls,Forward,Outfielder,19,United States,,,,,nan,,
Brian White,2020,Mls,Ny Red Bulls,Forward,Outfielder,24,United States,,,,,nan,,
Cherif Dieye,2020,Mls,Ny Red Bulls,Midfielder,Outfielder,22,Senegal,,,,,nan,,
Chris Lema,2020,Mls,Ny Red Bulls,Midfielder,Outfielder,23,United States,,,,,nan,,
