Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
24,Jean-Christophe Bouet,fr FRA,GK,Amiens,fr Ligue 1,34,1983,1,1,90,1.0,1,1.00,6,5,83.3,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,1.1,0.19,+0.1,+0.14,2,15,13.3,12,2,58.3,48.8,8,100.0,62.6,11,3,27.3,0,0.00,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,,1,0,,36,0.00,0,1,-1,-1.00,-0.89,0.5,1.4,-0.9,-0.90,-0.38,0,0,1,0,0,0,0,0,0,1,0,0,,Big-5-European-Leagues,Big5,2017-2018
25,Yassine Bounou,ma MAR,GK,Girona,es La Liga,26,1991,30,30,2655,29.5,46,1.56,136,95,69.1,13,6,11,9,30.0,5,4,0,1,0.0,Matches,2,1,1,40.4,0.28,-4.6,-0.16,177,485,36.5,507,62,67.9,48.9,153,92.2,66.3,259,20,7.7,10,0.34,13.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,77.6,,29,0,,8,1.50,42,46,-4,-0.14,+0.45,37.2,38.2,-1.0,-0.03,-0.39,0,2,1,0,0,0,0,0,1,155,0,0,,Big-5-European-Leagues,Big5,2017-2018
Rk,Player,Nation,Pos,Squad,Comp,Ag,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,Big-5-European-Leagues,Big5,2017-2018
26,Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,34,1983,3,2,226,2.5,1,0.40,5,4,80.0,2,0,0,1,50.0,0,0,0,0,,Matches,0,0,0,1.4,0.28,+0.4,+0.17,9,15,60.0,63,13,15.9,27.4,10,50.0,39.1,10,0,0.0,3,1.20,16.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,75,6.6,,2,1,,35,3.00,8,1,+7,+2.79,+0.76,4.6,1.5,+3.1,+1.23,-0.48,0,0,1,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2017-2018
27,Alberto Brignoli,it ITA,GK,Benevento,it Serie A,25,1991,13,11,1126,12.5,31,2.48,71,42,59.2,1,2,10,2,18.2,4,2,0,2,0.0,Matches,0,6,0,29.0,0.40,-2.0,-0.16,92,266,34.6,374,61,51.3,43.2,103,71.8,56.1,144,25,17.4,16,1.28,17.0,1,0,1,0,2,0,0.08,0.00,0.08,0.08,0.08,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,87,32.9,,11,2,,25,0.38,14,31,-17,-1.36,-0.02,13.3,25.5,-12.2,-0.97,-0.05,0,3,1,0,0,0,0,0,1,59,0,0,,Big-5-European-Leagues,Big5,2017-2018
28,Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,39,1978,21,21,1862,20.7,14,0.68,58,48,81.0,17,2,2,11,52.4,4,3,1,0,25.0,Matches,0,2,2,15.7,0.22,+3.7,+0.18,87,187,46.5,431,71,32.5,34.2,101,46.5,40.2,167,12,7.2,14,0.68,14.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,54.4,,20,0,,11,2.52,55,14,+41,+1.98,+0.77,31.5,17.0,+14.5,+0.70,-0.26,0,2,4,0,0,0,0,0,1,86,0,0,,Big-5-European-Leagues,Big5,2017-2018
29,Roman BÃ¼rki,ch SUI,GK,Dortmund,de Bundesliga,26,1990,33,33,2969,33.0,43,1.30,140,100,70.7,15,9,9,12,36.4,2,2,0,0,0.0,Matches,1,3,0,48.2,0.33,+5.2,+0.16,184,517,35.6,1027,169,35.7,36.1,219,68.5,55.2,268,27,10.1,38,1.15,17.5,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,97.0,,32,0,,0,1.64,60,43,+17,+0.52,+0.52,61.9,42.7,+19.2,+0.58,+0.60,0,2,5,0,0,0,0,0,1,181,0,0,,Big-5-European-Leagues,Big5,2017-2018
30,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,34,1983,19,19,1652,18.4,22,1.20,70,52,72.9,6,5,7,4,21.1,3,3,0,0,0.0,Matches,1,1,1,20.5,0.26,-0.5,-0.03,63,228,27.6,303,63,48.8,40.4,89,89.9,60.6,175,21,12.0,23,1.25,17.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,48.3,,18,0,,0,1.21,21,22,-1,-0.05,+0.40,23.0,18.3,+4.7,+0.26,+0.42,0,0,2,0,0,0,0,0,0,98,0,0,,Big-5-European-Leagues,Big5,2017-2018
31,Jack Butland,eng ENG,GK,Stoke City,eng Premier League,24,1993,35,35,3150,35.0,61,1.74,198,144,71.7,7,11,17,6,17.1,5,5,0,0,0.0,Matches,0,11,2,59.4,0.28,+0.4,+0.01,404,1005,40.2,931,94,74.5,54.3,338,92.0,67.8,375,31,8.3,24,0.69,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.1,,35,0,,0,0.91,32,61,-29,-0.83,+0.50,34.1,59.1,-25.0,-0.72,-0.33,0,0,3,0,0,0,0,0,0,207,0,0,,Big-5-European-Leagues,Big5,2017-2018
32,Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,35,1981,3,3,270,3.0,4,1.33,12,8,66.7,1,1,1,1,33.3,0,0,0,0,,Matches,0,0,0,4.3,0.39,+0.3,+0.12,17,38,44.7,84,12,32.1,31.4,15,73.3,54.7,24,1,4.2,5,1.67,23.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,,3,0,,35,1.33,6,4,+2,+0.67,+0.04,4.7,3.0,+1.7,+0.58,-0.02,0,0,0,0,0,0,0,0,0,19,0,0,,Big-5-European-Leagues,Big5,2017-2018
33,Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,23,1994,10,10,900,10.0,16,1.60,43,28,62.8,3,1,6,3,30.0,0,0,0,0,,Matches,1,1,1,13.5,0.31,-1.5,-0.15,33,71,46.5,158,26,22.8,27.0,42,83.3,57.6,95,3,3.2,3,0.30,14.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,26.3,,10,0,,26,1.00,13,16,-3,-0.30,-0.44,15.9,11.7,+4.2,+0.42,+0.44,0,0,1,0,0,0,0,0,0,29,0,0,,Big-5-European-Leagues,Big5,2017-2018
34,Kiko Casilla,es ESP,GK,Real Madrid,es La Liga,30,1986,10,10,900,10.0,11,1.10,32,22,65.6,6,2,2,3,30.0,0,0,0,0,,Matches,0,1,1,10.4,0.36,+0.4,+0.04,27,69,39.1,159,33,30.8,33.8,34,58.8,45.6,80,6,7.5,5,0.50,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,26.3,,10,0,,28,2.00,20,11,+9,+0.90,-0.56,18.4,11.6,+6.7,+0.67,-0.44,0,0,0,0,0,0,0,0,0,39,0,0,,Big-5-European-Leagues,Big5,2017-2018
35,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34,34,3060,34.0,48,1.41,143,102,70.6,6,15,13,8,23.5,10,6,3,1,33.3,Matches,1,5,2,51.3,0.31,+5.3,+0.16,269,704,38.2,1026,198,49.9,41.1,270,71.1,55.1,298,35,11.7,22,0.65,13.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,100.0,,34,0,,0,0.97,36,48,-12,-0.35,,39.2,49.5,-10.3,-0.30,,0,1,8,0,0,0,1,0,0,206,0,0,,Big-5-European-Leagues,Big5,2017-2018
36,Petr Äech,cz CZE,GK,Arsenal,eng Premier League,35,1982,34,34,3039,33.8,48,1.42,129,84,66.7,16,6,12,11,32.4,6,5,1,0,16.7,Matches,0,8,0,49.6,0.35,+1.6,+0.05,178,464,38.4,815,217,39.9,38.2,223,62.3,51.6,293,31,10.6,26,0.77,15.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,88.9,,33,0,,1,1.59,64,48,+16,+0.47,-1.18,60.3,45.8,+14.4,+0.43,-0.36,0,0,4,0,0,0,0,0,0,200,0,0,,Big-5-European-Leagues,Big5,2017-2018
37,Nereo Champagne,ar ARG,GK,LeganÃ©s,es La Liga,32,1985,2,2,180,2.0,6,3.00,9,4,44.4,0,0,2,0,0.0,1,1,0,0,0.0,Matches,1,0,0,4.1,0.36,-1.9,-0.97,19,43,44.2,37,4,75.7,48.1,15,100.0,63.8,15,0,0.0,1,0.50,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,,2,0,,36,0.00,2,6,-4,-2.00,-1.64,2.7,3.5,-0.9,-0.43,-0.27,0,0,0,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2017-2018
