True,index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,team,keyentryArea,keyentryType
6582,5820,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Box,Pass
6583,5821,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Left,Pass
6584,5822,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Brisbane Roar,Left,Pass
6585,5823,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Left,Pass
6586,5824,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Right,Pass
6587,5825,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Right,Pass
6588,5826,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Right,Pass
6589,5827,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Brisbane Roar,Box,Pass
6590,5828,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Brisbane Roar,Left,Pass
6591,5829,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Brisbane Roar,Right,Pass
6592,5830,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Box,Pass
6593,5831,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Melbourne Victory,Box,Pass
6594,5832,AusAL,2238877,2016-10-07,08:50:00,Brisbane Roar,Melbourne Victory,Brisbane Roar,Box,Run
6504,5742,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Right,Pass
6505,5743,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Pass
6506,5744,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Box,Pass
6507,5745,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Box,Pass
6508,5746,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Turnover
6509,5747,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Run
6510,5748,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Left,Pass
6511,5749,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Left,Turnover
6512,5750,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Pass
6513,5751,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Left,Pass
6514,5752,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Box,Run
6515,5753,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Pass
6516,5754,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Run
6517,5755,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Pass
6518,5756,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Box,Pass
6519,5757,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Pass
6520,5758,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Box,Pass
6521,5759,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Pass
6522,5760,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Pass
6523,5761,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Right,Pass
6524,5762,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Box,Pass
6525,5763,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Box,Run
6526,5764,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Run
6527,5765,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Box,Pass
6528,5766,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Pass
6529,5767,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Box,Pass
6530,5768,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Box,Run
6531,5769,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Right,Run
6532,5770,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Pass
6533,5771,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Run
6534,5772,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Right,Run
6535,5773,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Box,Pass
6536,5774,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Run
6537,5775,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Box,Run
6538,5776,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Right,Pass
6539,5777,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Box,Run
6540,5778,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Left,Pass
6541,5779,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Left,Run
6542,5780,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Pass
6543,5781,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Right,Pass
6544,5782,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Run
6545,5783,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Right,Pass
6546,5784,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Pass
6547,5785,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Pass
6548,5786,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Wellington Phoenix,Right,Pass
6549,5787,AusAL,2238878,2016-10-08,06:35:00,Wellington Phoenix,Melbourne City,Melbourne City,Left,Pass
6454,5692,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Pass
6455,5693,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Right,Run
6456,5694,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Run
6457,5695,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Run
6458,5696,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Run
6459,5697,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Pass
6460,5698,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Pass
6461,5699,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Left,Run
6462,5700,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Turnover
6463,5701,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Pass
6464,5702,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Pass
6465,5703,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Pass
6466,5704,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Pass
6467,5705,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Pass
6468,5706,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Run
6469,5707,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Right,Pass
6470,5708,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Pass
6471,5709,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Pass
6472,5710,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Pass
6473,5711,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Pass
6474,5712,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Pass
6475,5713,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Run
6476,5714,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Pass
6477,5715,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Pass
6478,5716,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Right,Pass
6479,5717,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Run
6480,5718,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Pass
6481,5719,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Pass
6482,5720,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Left,Run
6483,5721,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Pass
6484,5722,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Left,Pass
6485,5723,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Pass
6486,5724,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Pass
6487,5725,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Run
6488,5726,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Pass
6489,5727,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Run
6490,5728,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Left,Pass
6491,5729,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Run
6492,5730,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Pass
6493,5731,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Run
6494,5732,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Run
6495,5733,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Left,Pass
6496,5734,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Run
6497,5735,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Box,Pass
6498,5736,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Right,Pass
6499,5737,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Sydney,Right,Pass
6500,5738,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Pass
6501,5739,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Pass
6502,5740,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Left,Pass
6503,5741,AusAL,2238879,2016-10-08,08:50:00,Western Sydney Wanderers,Sydney,Western Sydney Wanderers,Box,Pass
6400,5638,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Left,Run
6401,5639,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Shot
6402,5640,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Right,Pass
6403,5641,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Pass
6404,5642,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Pass
6405,5643,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6406,5644,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Right,Pass
6407,5645,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Pass
6408,5646,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Run
6409,5647,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Pass
6410,5648,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6411,5649,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Pass
6412,5650,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Run
6413,5651,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6414,5652,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Run
6415,5653,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Shot
6416,5654,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Run
6417,5655,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Shot
6418,5656,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6419,5657,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Shot
6420,5658,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Run
6421,5659,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Right,Pass
6422,5660,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Turnover
6423,5661,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Left,Run
6424,5662,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6425,5663,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6426,5664,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Run
6427,5665,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Shot
6428,5666,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Turnover
6429,5667,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Right,Pass
6430,5668,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Pass
6431,5669,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Pass
6432,5670,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Shot
6433,5671,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Pass
6434,5672,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Shot
6435,5673,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Pass
6436,5674,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Pass
6437,5675,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Shot
6438,5676,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Pass
6439,5677,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Shot
6440,5678,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Pass
6441,5679,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Pass
6442,5680,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Run
6443,5681,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Shot
6444,5682,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6445,5683,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Right,Pass
6446,5684,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Left,Run
6447,5685,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Run
6448,5686,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Run
6449,5687,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Pass
6450,5688,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Box,Shot
6451,5689,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Run
6452,5690,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Central Coast Mariners,Box,Shot
6453,5691,AusAL,2238880,2016-10-08,11:00:00,Perth Glory,Central Coast Mariners,Perth Glory,Left,Pass
6358,5596,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Box,Pass
6359,5597,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Pass
6360,5598,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Box,Run
6361,5599,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Right,Run
6362,5600,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Pass
6363,5601,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Left,Pass
6364,5602,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Right,Pass
6365,5603,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Box,Pass
6366,5604,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Shot
6367,5605,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Run
6368,5606,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Left,Pass
6369,5607,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Pass
6370,5608,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Box,Pass
6371,5609,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Left,Pass
6372,5610,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Right,Pass
6373,5611,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Box,Turnover
6374,5612,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Box,Pass
6375,5613,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Pass
6376,5614,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Run
6377,5615,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Left,Run
6378,5616,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Pass
6379,5617,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Left,Run
6380,5618,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Right,Pass
6381,5619,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Left,Pass
6382,5620,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Right,Pass
6383,5621,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Right,Run
6384,5622,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Box,Pass
6385,5623,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Box,Pass
6386,5624,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Box,Pass
6387,5625,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Right,Pass
6388,5626,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Box,Run
6389,5627,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Right,Pass
6390,5628,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Adelaide United,Left,Pass
6391,5629,AusAL,2238881,2016-10-09,06:00:00,Newcastle Jets,Adelaide United,Newcastle Jets,Left,Run
