True,index,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,team,keyentryArea,keyentryType
153685,60,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153686,61,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Box,Pass
153687,62,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153688,63,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153689,64,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Left,Run
153690,65,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Right,Pass
153691,66,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Run
153692,67,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Box,Pass
153693,68,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Pass
153694,69,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Turnover
153695,70,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Pass
153696,71,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Right,Pass
153697,72,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Left,Turnover
153698,73,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Box,Run
153699,74,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Run
153700,75,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Pass
153701,76,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153702,77,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Box,Pass
153703,78,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Run
153704,79,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Turnover
153705,80,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Turnover
153706,81,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Pass
153707,82,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Right,Pass
153708,83,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153709,84,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Box,Run
153710,85,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Right,Pass
153711,86,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Box,Run
153712,87,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Pass
153713,88,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Run
153714,89,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Box,Pass
153715,90,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153716,91,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Run
153717,92,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Pass
153718,93,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Left,Pass
153719,94,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Left,Pass
153720,95,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Box,Pass
153721,96,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Run
153722,97,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153723,98,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Box,Pass
153724,99,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Turnover
153725,100,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153726,101,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Right,Pass
153727,102,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Ostersunds FK,Box,Pass
153728,103,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Right,Pass
153729,104,SweAV,2380148,2017-04-01,14:00:00,Halmstad,Ostersunds FK,Halmstad,Right,Pass
153730,105,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Right,Run
153731,106,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Pass
153732,107,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Right,Shot
153733,108,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Box,Turnover
153734,109,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153735,110,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Run
153736,111,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Pass
153737,112,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Box,Pass
153738,113,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153739,114,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153740,115,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Turnover
153741,116,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153742,117,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Pass
153743,118,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Left,Turnover
153744,119,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Right,Pass
153745,120,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153746,121,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Right,Pass
153747,122,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Right,Pass
153748,123,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153749,124,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Right,Turnover
153750,125,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Run
153751,126,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Run
153752,127,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153753,128,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153754,129,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Left,Shot
153755,130,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Left,Pass
153756,131,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Right,Pass
153757,132,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Turnover
153758,133,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Left,Run
153759,134,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Pass
153760,135,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Run
153761,136,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Left,Turnover
153762,137,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Turnover
153763,138,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153764,139,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Pass
153765,140,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,Hacken,Box,Pass
153766,141,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Left,Pass
153767,142,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Right,Run
153768,143,SweAV,2380153,2017-04-02,13:00:00,AIK,Hacken,AIK,Box,Turnover
153769,144,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Pass
153770,145,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Box,Pass
153771,146,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Box,Pass
153772,147,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Run
153773,148,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Left,Turnover
153774,149,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Turnover
153775,150,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Pass
153776,151,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Left,Turnover
153777,152,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Pass
153778,153,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Pass
153779,154,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Turnover
153780,155,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Left,Run
153781,156,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Run
153782,157,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Pass
153783,158,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Left,Run
153784,159,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Left,Pass
153785,160,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Left,Run
153786,161,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Turnover
153787,162,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Left,Run
153788,163,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Turnover
153789,164,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Pass
153790,165,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Box,Pass
153791,166,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Box,Pass
153792,167,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Run
153793,168,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Pass
153794,169,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Turnover
153795,170,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Run
153796,171,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Right,Pass
153797,172,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Turnover
153798,173,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Box,Pass
153799,174,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Left,Run
153800,175,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Pass
153801,176,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Pass
153802,177,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Box,Pass
153803,178,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,GIF Sundsvall,Left,Pass
153804,179,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Pass
153805,180,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Right,Run
153806,181,SweAV,2380149,2017-04-02,13:00:00,GIF Sundsvall,AFC Eskilstuna,AFC Eskilstuna,Left,Pass
153807,182,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153808,183,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Left,Run
153809,184,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Box,Run
153810,185,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Right,Run
153811,186,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Run
153812,187,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Right,Pass
153813,188,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153814,189,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Run
153815,190,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Pass
153816,191,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Left,Run
153817,192,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Pass
153818,193,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Pass
153819,194,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153820,195,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Right,Pass
153821,196,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Run
153822,197,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Left,Pass
153823,198,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153824,199,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Right,Pass
153825,200,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153826,201,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153827,202,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Pass
153828,203,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Right,Run
153829,204,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Right,Pass
153830,205,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Right,Pass
153831,206,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Run
153832,207,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Right,Pass
153833,208,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Right,Pass
153834,209,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153835,210,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Pass
153836,211,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153837,212,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Left,Run
153838,213,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Right,Run
153839,214,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Run
153840,215,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Right,Run
153841,216,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Box,Pass
153842,217,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Left,Run
153843,218,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Run
153844,219,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Box,Pass
153845,220,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153846,221,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Pass
153847,222,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Run
153848,223,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Norrkoping,Right,Pass
153849,224,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Right,Pass
153850,225,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Box,Run
153851,226,SweAV,2380150,2017-04-02,15:30:00,Norrkoping,Hammarby,Hammarby,Left,Pass
153852,227,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Left,Pass
153853,228,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Box,Pass
153854,229,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Sirius,Right,Pass
153855,230,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Right,Turnover
153856,231,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Left,Pass
153857,232,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Right,Run
153858,233,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Sirius,Right,Run
153859,234,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Right,Pass
153860,235,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Left,Pass
153861,236,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Right,Run
153862,237,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Sirius,Left,Pass
153863,238,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Sirius,Left,Pass
153864,239,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Left,Pass
153865,240,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Box,Pass
153866,241,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Right,Pass
153867,242,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Sirius,Right,Turnover
153868,243,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Left,Run
153869,244,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Left,Pass
153870,245,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Left,Run
153871,246,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Box,Pass
153872,247,SweAV,2380154,2017-04-03,17:00:00,Djurgarden,Sirius,Djurgarden,Right,Pass
