Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
1628,1,cdaayu6d9xzn4gyn5jg5p6vl6,481567,90,27,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,26,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,2,-,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,31.0%,93.1%,0,0,27,0,29,0,0,23.0,0,-,0,0.71,0,0,0,0,0,0,77.8%,2,0,0,0.00,0.00,0.00,0,0,-,0,HFX vs FOR,2019-09-18,584qg6tkjgokrqfqet8v0uulm,15376,cdaayu6d9xzn4gyn5jg5p6vl6:1052436,HFX vs FOR (2019-09-18)
1628,1,cdaayu6d9xzn4gyn5jg5p6vl6,481567,90,27,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,31,22,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,1,-,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,39,0,0,41.9%,77.4%,0,0,24,0,31,0,0,30.4,0,100.0%,1,0.57,0,0,0,0,0,0,46.2%,1,0,0,0.00,0.00,0.00,0,0,-,0,FOR vs CAV,2019-10-16,5n3wpjv5f0ccbrfa73tl80qju,15381,cdaayu6d9xzn4gyn5jg5p6vl6:1052467,FOR vs CAV (2019-10-16)
1628,1,26zoncn0ilfvg5gwn91dkqmt,481764,90,24,Right Midfielder,Akeem,Garcia,A. Garcia,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,17,5,9,0.06,0,0,0.09,0,0,0,1,1,4,0,0,8,2,0,0,39,5,1,2,0,3,75.0%,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,11,10,18,2,47.1%,82.4%,8,4,2,4,4,9,1,11.5,1,-,0,0.00,10,1,0,0,2,2,87.5%,2,1,0,0.06,0.00,0.06,1,0,0.06,1,HFX vs YRK,2019-05-29,4qj49w97y7akocf4ixxx38r56,15382,26zoncn0ilfvg5gwn91dkqmt:1052392,HFX vs YRK (2019-05-29)
1628,1,4vhdwaliha28vptlj0onscfe1,243854,89,25,Right Midfielder,Zachary,Sukunda,Z. Sukunda,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,23,6,12,0.07,0,0,0.12,0,0,0,2,2,1,0,0,4,1,0,0,39,7,0,1,0,2,50.0%,1,0,8,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6,17,1,30.4%,78.3%,7,9,2,9,4,10,0,17.7,1,33.3%,3,0.00,21,0,0,0,2,2,71.4%,2,0,0,0.07,0.00,0.07,2,0,0.04,2,HFX vs YRK,2019-07-06,4yz3ra9ne1a5j97bpncakl6y2,15382,4vhdwaliha28vptlj0onscfe1:1052411,HFX vs YRK (2019-07-06)
1628,1,8dq7nk2ey2r8d8ltgcuqqdlyi,481756,81,22,Left Back,Ndzemdzela,Langwa,N. Langwa,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,5,5,0.00,0,0,0.05,0,0,1,0,1,6,0,0,8,5,0,0,39,4,0,1,0,2,33.3%,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,16,13,0,61.1%,55.6%,4,2,4,3,10,5,0,16.8,2,100.0%,1,0.00,0,0,0,0,1,3,45.5%,2,0,0,0.00,0.00,0.00,1,0,-,0,CAV vs HFX,2019-10-05,5l2yv4eiv12t5oztzmppfxsoa,15381,8dq7nk2ey2r8d8ltgcuqqdlyi:1052464,CAV vs HFX (2019-10-05)
1628,1,8uqytik44ro3mbkz0s8m163xm,481762,63,25,Central Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,33,18,10,0.00,0,0,0.00,0,0,0,0,0,1,0,0,4,1,0,0,39,1,1,1,0,2,100.0%,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,12,24,0,27.3%,84.8%,18,2,8,2,11,20,0,20.2,0,-,0,0.00,0,0,0,0,0,0,66.7%,0,2,0,0.00,0.00,0.00,0,0,-,0,EDM vs HFX,2019-08-01,54z41r8o8eup2jsrcdonvopka,6925,8uqytik44ro3mbkz0s8m163xm:1052427,EDM vs HFX (2019-08-01)
1628,1,999aky7w22iv11ny6d6w57g4q,481765,90,24,Goalkeeper,Christian,Oxner,C. Oxner,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,24,5,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,39,1,0,0,0,1,-,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,2,1,1,1,0,1,2,0,0,0,6,0,0,0,39,0,0,95.8%,29.2%,0,0,7,0,24,0,0,43.7,0,66.7%,3,1.58,0,0,0,0,0,0,26.1%,1,0,0,0.00,0.00,0.00,0,0,-,0,YRK vs HFX,2019-10-19,5oyl3jwgr2padsvpkvdc24ay2,15382,999aky7w22iv11ny6d6w57g4q:1052472,YRK vs HFX (2019-10-19)
1628,1,9rwo2uejpeqqkmy6lgacm0ley,481367,45,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,32,25,3,0.05,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,39,1,0,1,1,5,100.0%,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,14,1,34.4%,87.5%,12,0,16,0,19,13,0,19.8,0,66.7%,3,0.00,0,0,0,0,0,0,63.6%,4,1,0,0.00,0.05,0.05,0,0,0.05,1,YRK vs PAC,2019-07-17,51pa1nt9iwnwq8tabekwbu2cq,15382,9rwo2uejpeqqkmy6lgacm0ley:1052416,YRK vs PAC (2019-07-17)
1628,1,k4ndnkmqmqnfqi7vjt8itc5x,214838,90,33,Central Midfielder,Elton,John,E. John,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,25,3,11,0.06,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,39,3,2,4,0,7,85.7%,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,9,25,0,52.0%,56.0%,11,1,2,2,3,20,0,17.3,1,-,0,0.00,29,0,0,0,0,0,30.8%,4,3,0,0.06,0.00,0.06,0,1,0.03,2,CAV vs HFX,2019-10-05,5l2yv4eiv12t5oztzmppfxsoa,15381,k4ndnkmqmqnfqi7vjt8itc5x:1052464,CAV vs HFX (2019-10-05)
1628,1,7fcj29th1uv9jkhdh67tygeay,481562,70,25,Right Midfielder,Nico,Pasquotti,N. Pasquotti,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,19,5,11,0.36,0,0,0.00,1,0,0,0,0,3,1,1,5,1,0,0,39,4,0,1,0,1,100.0%,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,24,2,13,4,31.6%,84.2%,7,8,1,9,1,9,0,17.5,0,50.0%,2,0.00,12,0,1,0,2,2,66.7%,0,0,1,0.36,0.00,0.36,0,0,0.18,2,CAV vs VAL,2019-10-03,5idvsd95cy7kruwzuxt7aghgq,15378,7fcj29th1uv9jkhdh67tygeay:1052460,CAV vs VAL (2019-10-03)
1628,1,42d31lze22zahkqy8vu5zpcyd,85715,90,26,Centre Forward,Oumar,Diouck,O. Diouck,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,23,4,13,0.03,0,0,0.58,0,1,0,3,3,1,0,0,2,0,0,0,39,10,0,0,0,0,0.0%,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,2,16,1,26.1%,73.9%,6,11,0,13,0,10,0,15.6,3,0.0%,1,0.00,28,0,0,0,0,0,33.3%,0,0,0,0.03,0.00,0.03,3,0,0.03,1,CAV vs EDM,2019-08-17,56zs7u4qj42915nt1cp8grucq,15381,42d31lze22zahkqy8vu5zpcyd:1052433,CAV vs EDM (2019-08-17)
1628,1,4tus0wc9k482jmoncnstteelm,481577,58,25,Right Centre Back,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,23,14,5,0.00,0,0,0.00,0,0,0,0,0,2,0,0,6,1,0,0,39,2,0,2,2,5,100.0%,1,1,8,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,25,13,0,43.5%,82.6%,10,1,8,1,11,11,0,14.4,0,100.0%,1,0.00,0,0,0,0,0,0,70.0%,3,2,0,0.00,0.00,0.00,0,1,-,0,PAC vs VAL,2019-10-19,5opkqc01qgmjdcbho8rkmjzvu,15380,4tus0wc9k482jmoncnstteelm:1052471,PAC vs VAL (2019-10-19)
1628,1,4wg2u3zl05ijnwx0wicmwpvpx,184584,90,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,30,13,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,2,-,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,2,2,0,2,2,2,1,2,1,0,1,0,0,0,1,0,0,0,39,0,0,60.0%,63.3%,0,0,19,0,30,0,0,39.1,0,100.0%,1,1.04,0,0,0,0,0,0,50.0%,2,0,0,0.00,0.00,0.00,0,0,-,0,FOR vs EDM,2019-07-06,4ypbcugzi0b9jaqs2xkhvvv56,15377,4wg2u3zl05ijnwx0wicmwpvpx:1052410,FOR vs EDM (2019-07-06)
1628,1,1kz50yz5flax19tm42u3m83bp,160004,63,27,Right Midfielder,Edem,Mortotsi,E. Mortotsi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,19,5,6,0.64,0,0,0.00,1,0,0,0,0,0,0,0,5,0,0,0,39,7,0,0,2,2,0.0%,0,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,28,4,42.1%,57.9%,10,0,1,2,1,16,0,18.5,2,60.0%,5,0.00,16,0,1,0,1,1,37.5%,0,1,1,0.56,0.08,0.64,0,0,0.16,4,CAV vs EDM,2019-08-17,56zs7u4qj42915nt1cp8grucq,15381,1kz50yz5flax19tm42u3m83bp:1052433,CAV vs EDM (2019-08-17)
1628,1,e6cd4pwmbb7lfatlo8gc8eaj9,87810,64,34,Defensive Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,32,15,13,0.03,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,39,2,0,0,1,2,-,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,9,27,0,28.1%,87.5%,21,1,6,1,6,25,0,19.3,0,50.0%,2,0.00,0,0,0,0,0,0,77.8%,2,0,0,0.00,0.03,0.03,0,1,0.03,1,VAL vs CAV,2019-07-27,530lm3c4uulydfwbm4xgjk3my,15381,e6cd4pwmbb7lfatlo8gc8eaj9:1052423,VAL vs CAV (2019-07-27)
1670,1,2sc081mofdwjhdhyggnz78b9,113755,90,34,Centre Forward,Luis Alberto,Perea,L. Perea,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,29,5,18,0.08,0,0,0.10,0,0,0,1,1,2,0,0,3,1,0,0,38,3,0,0,0,0,0.0%,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,15,2,31.0%,79.3%,10,13,0,17,0,12,0,11.3,1,0.0%,1,0.00,25,0,0,0,0,0,66.7%,0,0,0,0.03,0.04,0.08,1,0,0.04,2,HFX vs CAV,2019-07-13,4znhj76oh9yauo4ph40jfqn3e,15381,2sc081mofdwjhdhyggnz78b9:1052413,HFX vs CAV (2019-07-13)
1670,1,2sc081mofdwjhdhyggnz78b9,113755,90,34,Centre Forward,Luis Alberto,Perea,L. Perea,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,31,14,10,0.00,0,0,0.00,0,0,0,0,0,1,0,0,2,1,0,0,38,4,0,0,0,0,0.0%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,11,3,24,0,9.7%,77.4%,17,5,2,8,3,20,0,11.3,1,0.0%,1,0.00,0,0,0,0,1,1,66.7%,0,0,0,0.00,0.00,0.00,0,0,-,0,EDM vs HFX,2019-08-01,54z41r8o8eup2jsrcdonvopka,6925,2sc081mofdwjhdhyggnz78b9:1052427,EDM vs HFX (2019-08-01)
1670,1,1mg5xen2me6dsqu3b0lktvnbp,81402,90,31,Centre Forward,Marcus,Haber,M. Haber,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,21,4,9,0.07,0,0,0.00,0,0,0,0,0,0,0,0,8,0,0,0,38,10,0,1,1,2,50.0%,0,0,7,2,0,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,5,13,4,23.8%,61.9%,4,7,2,8,5,8,0,14.8,1,100.0%,5,0.00,12,0,0,0,2,2,40.0%,0,1,1,0.07,0.00,0.07,0,0,0.07,1,PAC vs HFX,2019-04-28,4itgc6bq5l5c7iv5k27xex9wq,15376,1mg5xen2me6dsqu3b0lktvnbp:1052376,PAC vs HFX (2019-04-28)
1670,1,86tz9u1o9o5u0lbyycyd3df4l,37057,90,35,Defensive Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,25,9,5,0.03,0,0,0.00,0,0,0,0,0,1,0,0,6,0,0,0,38,7,1,1,0,3,66.7%,1,1,5,0,0,3,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,9,8,21,0,48.0%,56.0%,10,2,2,6,3,16,0,15.4,1,50.0%,2,0.00,28,0,0,0,1,1,25.0%,3,0,0,0.03,0.00,0.03,0,0,0.03,1,FOR vs CAV,2019-10-26,7exzoqwijjljpmysgu6cw2nai,15377,86tz9u1o9o5u0lbyycyd3df4l:2031831,FOR vs CAV (2019-10-26)
1670,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,29,21,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,0,0,3,0,0,2,2,1,0,3,0,0,0,0,0,0,3,0,0,0,38,0,0,62.1%,75.9%,0,0,22,0,29,0,0,29.0,0,100.0%,1,1.42,0,0,0,0,0,0,61.1%,0,0,0,0.00,0.00,0.00,0,0,-,0,YRK vs PAC,2019-06-15,4s2bhlyuzkp953p3w0mdoqdey,15380,ex7za2yvl9xrcdtr60ake2bit:1052396,YRK vs PAC (2019-06-15)
1670,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,27,16,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,3,0,0,2,1,1,0,2,2,1,0,1,0,1,1,0,0,0,1,0,0,0,37,1,0,85.2%,81.5%,1,0,21,0,26,1,0,35.9,0,-,0,1.05,0,0,0,0,0,0,78.3%,0,0,0,0.00,0.00,0.00,0,0,-,0,YRK vs CAV,2019-06-26,4x5d9c3op0jd4zd5tk7w0lylm,15381,ex7za2yvl9xrcdtr60ake2bit:1052405,YRK vs CAV (2019-06-26)
1670,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,27,19,3,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,1,1,2,0,0,4,1,3,0,2,0,0,2,0,0,0,0,0,0,0,38,0,0,48.1%,81.5%,0,0,22,0,27,0,0,30.7,0,-,0,0.42,0,0,0,0,0,0,61.5%,1,0,0,0.00,0.00,0.00,0,0,-,0,VAL vs YRK,2019-07-01,4ygmge1gwxxwqy6493t10br6y,15378,ex7za2yvl9xrcdtr60ake2bit:1052409,VAL vs YRK (2019-07-01)
1670,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,29,17,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,1,-,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,0,0,3,2,1,1,0,0,1,1,0,0,0,1,0,0,0,36,2,0,75.9%,75.9%,0,0,22,0,27,2,0,33.5,0,-,0,1.05,0,0,0,0,0,0,77.3%,1,0,0,0.00,0.00,0.00,0,0,-,0,CAV vs YRK,2019-07-21,52so1blu4db5n9tx8m6lq2noq,15381,ex7za2yvl9xrcdtr60ake2bit:1052421,CAV vs YRK (2019-07-21)
1670,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,27,21,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,2,2,0,0,3,2,1,0,1,0,0,1,0,0,0,2,0,0,0,37,1,0,77.8%,85.2%,0,0,23,0,27,0,0,24.2,0,-,0,0.49,0,0,0,0,0,0,81.0%,0,0,0,0.00,0.00,0.00,0,0,-,0,YRK vs VAL,2019-08-10,55ug6j26bfssigo14xk3zl9ii,15378,ex7za2yvl9xrcdtr60ake2bit:1052430,YRK vs VAL (2019-08-10)
1670,1,6r8emgp7oeom6yyibdb4g77c9,227780,57,23,Left Winger,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,28,5,19,0.06,0,0,0.03,0,0,0,1,1,1,0,0,2,0,0,0,38,4,2,0,0,2,100.0%,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,2,11,5,3.6%,85.7%,8,15,1,17,1,10,0,11.5,0,-,0,0.00,16,0,0,0,0,0,0.0%,1,1,0,0.06,0.00,0.06,1,0,0.06,1,EDM vs FOR,2019-06-27,4xcxod07s7mr6wtsej0ymo60a,6925,6r8emgp7oeom6yyibdb4g77c9:1052406,EDM vs FOR (2019-06-27)
1670,1,b4fisyd57o49077v5nwv9ex91,82516,45,31,Central Midfielder,Tony,Tchani,T. Tchani,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,30,11,9,0.00,0,0,0.00,0,0,0,0,0,1,0,0,1,0,0,0,38,4,0,0,2,4,-,2,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,21,0,40.0%,66.7%,12,2,6,3,7,20,0,17.7,0,100.0%,1,0.00,0,0,0,0,1,1,25.0%,3,1,0,0.00,0.00,0.00,0,1,-,0,CAV vs EDM,2019-10-19,5nw6ub2q95ptd6n71ec66yp9m,15381,b4fisyd57o49077v5nwv9ex91:1052470,CAV vs EDM (2019-10-19)
