Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total
58,18,7ta110w4agnmtkjsfpgilj2wa,481559,1497,32,Right Centre Back,Jonathan,Wheeldon,J. Wheeldon,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,99,37,782,539,107,0.75,0,0,0.07,0,0,0,1,1,2,0,0,66,2,0,0,935,43,4,12,14,103,88.9%,71,28,62,1,3,8,0,4,2,0,7,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,3,22,640,273,15,36.1%,82.6%,194,5,447,8,523,251,0,23.9,2,60.9%,69,0.00,0,0,0,0,0,0,61.0%,91,11,1,0.00,0.75,0.75,1,6,0.09,8
59,17,4c5w90f125c6det9gu0ljmgnp,481754,1530,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,5,4,1,3,2,13,3,0,0,0,1,0,1,0,0,0,8,2,0,1,0,8,138,72,666,338,118,2.14,1,1,1.03,2,1,1,3,4,6,0,0,107,6,0,0,930,70,13,29,24,166,76.4%,100,48,91,9,4,7,0,4,2,1,5,0,0,0,0,0,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,6,37,613,280,24,55.3%,68.5%,159,3,294,5,413,248,0,25.1,13,61.4%,88,0.00,25,0,2,1,0,0,48.4%,149,16,1,0.08,2.06,2.14,3,17,0.09,23
60,25,7tmc8hrkee4lo05qa26i7e5zp,173159,2250,24,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,49,695,393,62,0.00,0,0,0.03,0,0,0,1,1,0,0,0,11,0,0,0,929,2,0,0,0,7,0.0%,7,0,32,0,1,0,0,6,0,0,9,13,0,0,2,13,17,17,0,0,65,2,2,30,31,2,0,61,33,32,12,21,3,19,12,0,0,1,25,0,0,1,925,3,1,60.6%,65.5%,1,0,454,1,691,3,0,35.9,1,100.0%,7,19.13,0,0,0,0,0,0,45.4%,7,0,0,0.00,0.00,0.00,1,0,-,0
61,22,4wg2u3zl05ijnwx0wicmwpvpx,184584,1979,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,68,701,350,108,0.00,0,0,0.00,0,0,0,0,0,0,0,0,12,0,0,0,928,5,0,1,1,17,33.3%,15,2,21,0,0,0,0,5,0,0,7,7,1,1,10,9,24,21,3,0,67,2,4,26,29,8,0,57,38,29,12,25,6,21,11,0,0,0,35,0,0,0,927,1,0,62.6%,65.3%,1,0,457,0,700,1,0,35.6,2,72.7%,11,24.78,0,0,0,0,0,0,47.2%,17,0,0,0.00,0.00,0.00,0,0,-,0
62,18,ddyudctrqh7j4vqoofwg0oull,232384,1275,21,Right Back,Malyk,Hamilton,M. Hamilton,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,4,0,1,1,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,28,604,295,219,0.55,0,2,0.73,1,1,2,6,8,26,1,0,65,14,0,0,923,57,13,19,8,58,64.0%,12,7,82,2,2,9,3,7,2,4,5,0,0,0,0,0,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,6,14,215,321,387,17,35.4%,85.1%,246,103,165,127,193,284,0,16.4,18,70.0%,10,0.00,17,0,1,0,25,26,73.4%,50,4,4,0.48,0.07,0.55,6,3,0.09,6
63,24,79xw5l1zq2huxdmeod9t19nmd,128665,1613,25,Left Attacking Midfielder,José,Escalante,J. Escalante,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,6,1,16,10,6,5,5,17,6,9,1,1,3,1,2,2,2,0,0,0,4,0,33,0,105,32,454,123,194,4.56,4,4,4.80,7,8,19,10,29,46,5,2,109,13,0,0,916,122,9,24,8,55,64.7%,9,5,84,13,4,7,10,10,26,10,8,0,0,0,0,0,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,10,27,452,122,342,63,30.2%,69.8%,152,124,41,169,62,223,2,18.6,18,40.9%,44,0.00,21,2,7,2,56,117,42.3%,29,19,7,3.08,1.48,3.78,25,0,0.11,43
64,22,al5jt5ntx6alvfvo3tq1py6i2,483414,1285,22,Right Back,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,10,1,9,5,4,5,3,13,4,8,0,0,0,0,1,1,2,0,0,0,0,2,5,17,86,28,381,119,148,2.93,2,2,3.70,4,6,4,16,20,112,13,7,137,62,0,0,897,128,13,32,20,94,62.5%,27,15,91,8,6,12,11,3,10,3,2,0,0,0,0,0,24,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,30,31,370,205,322,65,47.8%,70.1%,151,63,53,103,87,191,1,17.3,27,36.8%,19,0.00,16,1,4,2,44,61,55.5%,60,26,8,2.73,0.19,2.93,18,3,0.10,30
65,24,ewjp0ru1c4fn1h5bqyqdih0wl,152275,1663,27,Right Attacking Midfielder,Ben,Fisk,B. Fisk,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),14,5,0,19,14,5,5,6,13,6,7,1,0,2,0,5,1,5,0,0,1,1,5,11,20,86,36,546,171,253,6.05,6,5,2.84,7,4,8,21,29,41,3,3,52,13,0,0,859,101,6,22,2,40,54.9%,8,6,91,6,3,13,2,4,4,13,4,0,0,0,0,0,29,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,22,28,339,113,407,53,30.8%,77.7%,264,110,50,144,79,323,0,18.4,23,7.7%,13,0.00,16,0,7,4,39,65,51.8%,19,16,5,4.28,1.76,5.26,24,2,0.14,43
66,15,8e8emyf0eilzcqromw4nf93h1,100486,1161,29,Left Centre Back,Hendrik,Starostzik,H. Starostzik,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,1,2,2,0,1,0,3,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,54,39,699,503,103,0.86,1,0,0.14,1,0,1,2,3,0,0,0,48,0,0,0,849,34,2,11,25,111,68.4%,72,31,61,1,7,10,0,5,0,1,2,0,1,0,0,0,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,13,644,192,6,39.6%,86.7%,143,3,460,5,520,174,0,20.6,6,75.0%,44,0.00,0,0,1,1,1,1,73.3%,96,15,0,0.00,0.86,0.86,3,9,0.14,6
67,18,k4ndnkmqmqnfqi7vjt8itc5x,214838,1435,33,Central Midfielder,Elton,John,E. John,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,3,2,1,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,45,592,225,225,0.53,0,1,0.34,0,0,1,6,7,6,0,0,93,4,0,0,829,89,15,30,21,94,62.5%,28,15,106,5,3,23,1,4,12,0,3,0,0,1,0,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,2,15,72,215,542,6,38.7%,76.0%,336,28,86,41,122,429,0,17.2,27,62.8%,43,0.00,24,0,0,0,4,4,52.4%,53,35,6,0.26,0.27,0.53,6,10,0.05,11
68,17,9xntliz4ut9p00wlwc0gd7e95,481759,1246,28,Left Back,Alex,De Carolis,A. De Carolis,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,2,0,4,0,4,0,1,6,3,2,0,0,3,0,0,0,0,0,0,0,0,0,10,0,89,47,467,198,133,0.45,0,0,0.62,0,0,8,3,11,21,1,0,62,7,0,0,827,71,13,21,14,87,64.2%,34,16,78,2,2,10,0,4,3,1,3,0,0,0,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,6,11,174,287,366,9,53.1%,70.9%,175,53,103,74,158,235,0,19.7,19,46.9%,32,0.00,28,0,0,0,11,20,54.4%,65,19,3,0.19,0.25,0.45,11,5,0.04,11
69,22,cdaayu6d9xzn4gyn5jg5p6vl6,481567,1979,27,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,39,616,382,53,0.00,0,0,0.00,0,0,0,0,0,1,0,0,15,1,0,0,825,2,0,0,0,13,-,13,1,27,0,1,0,0,8,0,0,9,9,0,0,5,14,17,14,3,0,55,1,1,22,33,2,2,49,29,26,9,21,1,11,10,0,0,3,30,0,1,0,820,5,0,54.4%,70.6%,5,0,430,0,611,5,0,31.7,0,100.0%,10,21.22,0,0,0,0,0,0,48.4%,13,0,0,0.00,0.00,0.00,0,0,-,0
70,26,7via58t85qafc6nm6ndt3cut,42820,1961,31,Centre Forward,Dominique,Malonga,D. Malonga,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),12,3,3,34,29,5,7,3,26,5,16,2,1,0,0,10,1,10,1,8,3,0,9,4,44,81,12,506,129,284,15.57,11,1,3.55,27,5,2,17,19,21,4,2,90,9,1,0,788,116,1,1,2,17,25.0%,13,8,51,6,0,5,13,3,18,16,6,0,0,0,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,36,397,38,353,103,20.4%,81.6%,230,171,12,216,17,273,0,13.1,6,46.1%,102,0.00,14,0,27,8,5,5,59.2%,13,3,1,12.42,3.15,13.99,18,2,0.22,70
71,23,6rj6gpjhz8sk2405943kpii1h,167886,1441,25,Central Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,8,1,9,3,6,4,6,13,9,3,0,0,3,0,1,1,2,0,0,0,0,2,5,17,119,14,541,153,255,1.29,2,2,2.66,0,4,6,19,25,26,0,0,63,12,1,0,781,85,5,10,4,22,53.6%,2,1,78,3,4,12,10,10,11,8,4,0,0,0,0,0,32,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,2,23,303,95,383,38,32.7%,75.4%,237,112,59,170,66,305,0,17.5,13,19.2%,26,0.00,23,0,0,0,16,32,59.9%,10,10,2,0.98,0.31,1.29,23,1,0.04,32
72,23,614w28s7cigyjam7f10hz9gwl,45750,1859,32,Centre Forward,Tomi,Ameobi,T. Ameobi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,2,0,10,10,0,0,1,12,7,4,1,1,0,0,4,0,1,1,3,3,0,3,1,15,102,26,502,125,249,4.22,4,0,2.15,5,3,1,21,22,20,2,0,135,7,1,0,776,174,11,15,7,48,63.4%,14,9,63,25,2,22,9,3,18,5,5,0,0,0,0,0,22,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,6,42,302,58,416,59,26.7%,74.5%,215,140,19,180,26,296,1,12.8,15,52.4%,143,0.00,17,1,5,2,4,4,51.5%,22,20,6,1.32,2.91,3.43,22,1,0.18,23
73,26,6pi1u2mdt56ns3pqkdjp772s5,245004,1497,25,Left Attacking Midfielder,Christopher Lenroy,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,11,2,12,10,2,2,3,13,6,5,0,0,0,0,4,0,4,0,0,2,2,2,5,18,87,19,387,69,212,2.32,4,2,2.51,2,4,0,21,21,76,10,3,72,23,1,1,773,147,13,8,13,41,51.2%,6,2,89,12,5,9,4,2,14,14,6,0,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,24,50,454,63,256,76,27.1%,72.6%,107,156,18,210,31,146,2,15.0,20,36.4%,22,0.00,19,2,2,1,22,22,51.4%,15,16,10,1.84,0.48,2.32,19,1,0.08,30
74,20,86tz9u1o9o5u0lbyycyd3df4l,37057,1317,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),9,5,2,9,5,4,1,3,8,6,1,2,2,0,0,3,0,1,0,0,1,0,3,5,11,152,33,511,172,154,2.85,3,0,1.56,4,2,8,6,14,7,1,1,86,3,0,0,767,79,17,25,22,78,67.7%,12,4,114,7,6,16,2,6,17,3,6,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,12,201,169,397,18,51.3%,63.8%,203,54,69,89,109,313,0,21.0,20,51.6%,31,0.00,20,0,4,3,15,40,42.7%,36,31,11,1.04,1.81,1.27,14,3,0.14,21
75,24,26zoncn0ilfvg5gwn91dkqmt,481764,2082,24,Centre Forward,Akeem,Garcia,A. Garcia,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,1,23,22,1,3,1,12,4,7,0,0,0,0,6,1,5,0,0,1,3,4,6,28,62,19,399,111,207,6.62,7,0,1.30,14,2,0,15,15,55,11,5,106,29,1,1,764,145,7,16,2,32,62.2%,5,1,94,18,2,15,15,8,21,15,7,0,0,0,0,0,24,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,10,46,354,73,337,84,24.8%,79.7%,166,124,28,163,36,200,2,13.5,14,20.8%,48,0.00,14,2,14,6,18,19,65.7%,14,15,3,4.66,1.96,6.62,15,0,0.17,39
76,20,87livipejk1sbferagw91n6c5,101092,1513,27,Left Centre Back,Adam,Mitter,A. Mitter,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,34,620,419,97,0.12,0,0,0.10,0,0,0,2,2,1,0,0,64,1,0,0,760,59,4,13,29,96,63.0%,50,17,46,1,7,15,1,3,3,0,3,0,0,0,0,0,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,56,0,1,4,494,262,2,38.7%,83.2%,183,1,332,2,380,238,0,22.1,10,52.0%,75,0.00,0,0,0,0,0,0,60.8%,84,12,0,0.00,0.12,0.12,2,13,0.12,1
77,18,bxbh5i1uqhe22e2cft5x6fl2i,425644,1217,21,Left Centre Back,Chrisnovic,N'Sa,C. N'Sa,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,4,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,47,491,275,94,0.73,0,0,0.06,0,0,0,2,2,12,0,0,71,5,0,0,744,43,8,17,25,97,83.3%,44,18,82,1,7,9,0,12,3,0,2,0,0,2,0,0,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,4,6,52,412,280,4,41.1%,75.2%,166,19,184,22,253,216,0,19.6,5,68.4%,38,0.00,22,0,0,0,5,5,50.0%,84,13,0,0.50,0.23,0.73,2,9,0.10,7
78,18,ch0vd8g5cgce7fsamp5nwjbp,226900,1136,25,Centre Attacking Midfielder,Dylan,Sacramento,D. Sacramento,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),8,6,0,6,3,3,1,4,14,9,5,0,0,1,0,0,1,1,0,0,0,0,1,3,17,102,28,467,130,207,1.47,1,1,0.71,1,0,0,16,16,35,6,1,71,13,3,1,716,92,10,19,11,51,65.9%,10,6,75,9,3,10,6,3,12,1,2,0,0,0,0,0,19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,16,235,85,396,23,34.7%,72.2%,212,93,32,131,48,288,0,15.3,15,24.2%,33,0.00,21,0,1,0,7,16,46.9%,24,20,7,1.32,0.14,1.47,15,1,0.06,25
79,21,8qfl6f1hxzl6w4hcyxkv97sru,483063,1389,23,Centre Forward,Tomasz,Skublak,T. Skublak,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,6,0,13,11,2,6,2,16,6,5,0,0,0,0,1,0,1,0,7,1,0,1,1,20,107,12,400,99,182,4.78,1,1,1.48,8,1,1,19,20,51,8,5,142,27,0,0,698,132,5,13,10,39,72.0%,11,10,44,17,0,15,11,2,28,11,5,0,0,0,0,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,12,31,296,38,364,74,25.8%,70.3%,162,109,10,158,14,228,0,14.5,7,56.8%,111,0.00,18,0,8,1,4,4,44.7%,14,19,6,3.89,0.89,4.78,19,1,0.13,37
80,18,6ptroe7b9vgzimcvzo2fehcr9,167890,1301,25,Centre Forward,Michael,Petrasso,M. Petrasso,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,13,8,5,7,2,11,7,3,4,4,0,0,5,1,2,0,0,0,0,6,1,23,69,11,383,91,212,6.57,6,5,3.78,8,4,2,20,22,63,6,2,62,30,1,0,676,85,2,6,3,21,57.1%,7,2,51,10,0,4,5,4,10,10,3,0,0,0,0,0,30,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,26,392,52,232,68,21.1%,79.1%,129,155,19,199,26,158,1,14.4,6,18.5%,27,0.00,19,1,8,6,30,36,55.6%,14,6,1,2.69,3.88,3.41,17,1,0.20,33
81,16,6qm5qftpaq8l38b3irrum4bqi,425633,943,21,Right Back,Raphaël,Garcia,R. Garcia,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,27,387,155,144,0.13,0,2,1.31,0,1,1,8,9,14,1,1,77,5,0,0,675,60,19,36,9,88,73.3%,20,9,44,3,7,6,0,2,6,1,3,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,4,6,139,210,326,11,42.6%,77.3%,171,55,73,69,101,217,1,16.7,20,45.0%,20,0.00,22,1,0,0,16,16,59.4%,62,21,5,0.13,0.00,0.13,7,3,0.04,3
82,16,aisfml98z3uznfzhbopr5kmp5,250775,1440,29,Goalkeeper,Mark,Village,M. Village,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,33,509,277,60,0.00,0,0,0.00,0,0,0,0,0,0,0,0,7,0,0,0,674,1,0,1,1,5,50.0%,3,0,14,0,1,0,0,4,0,0,4,2,0,1,2,10,22,18,4,0,47,0,4,23,20,2,0,45,24,23,5,15,4,10,13,0,0,1,33,0,0,0,674,0,0,56.6%,66.2%,0,0,337,0,509,0,0,35.8,1,100.0%,3,20.98,0,0,0,0,0,0,43.4%,5,0,0,0.00,0.00,0.00,0,0,-,0
83,18,1kz50yz5flax19tm42u3m83bp,160004,881,27,Central Midfielder,Edem,Mortotsi,E. Mortotsi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,9,0,8,4,4,2,4,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,8,85,18,459,163,193,1.35,0,2,1.11,1,1,7,5,12,22,3,2,64,14,2,1,654,58,12,12,9,36,61.5%,3,1,78,2,2,11,4,3,9,0,1,0,0,0,0,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,10,152,102,400,15,36.8%,77.6%,259,42,55,62,73,324,0,20.6,15,40.0%,25,0.00,22,0,1,0,9,23,56.8%,13,20,3,1.11,0.24,1.35,10,0,0.06,22
84,13,eg3uo03gmym3dhombksuyljop,421822,915,20,Right Centre Back,Émile,Legault,É. Legault,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43,26,464,286,109,0.10,0,0,0.03,0,0,0,1,1,12,0,0,61,6,0,0,651,42,9,22,21,97,73.8%,41,15,59,1,6,7,0,8,3,1,1,0,0,1,0,0,19,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,4,4,37,347,267,2,36.2%,85.1%,185,18,192,21,232,211,0,18.7,11,59.1%,22,0.00,0,0,0,0,4,4,67.3%,77,19,1,0.00,0.10,0.10,1,5,0.05,2
85,19,2182gm4uwq97qv5c65jfes5hx,195296,1240,28,Right Midfielder,Juan Diego,Gutiérrez de las Casas,J. Gutiérrez,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,5,1,5,2,3,1,3,7,6,0,0,0,1,0,1,1,2,1,0,1,1,0,9,2,65,14,353,93,181,1.11,2,0,0.99,1,1,8,4,12,36,4,1,87,12,0,0,648,103,9,15,11,41,54.5%,5,3,77,9,5,10,9,5,25,4,3,0,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,10,27,245,100,303,20,37.7%,77.6%,165,78,31,104,39,210,0,17.8,20,44.8%,29,0.00,24,0,1,1,13,53,62.4%,18,19,4,0.81,0.30,1.11,12,5,0.07,16
86,13,e6cd4pwmbb7lfatlo8gc8eaj9,87810,901,34,Defensive Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),6,2,0,1,0,1,0,0,8,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,58,30,494,211,195,0.36,0,0,0.46,0,0,0,9,9,6,0,0,55,4,0,0,645,71,10,16,5,48,65.0%,15,4,68,4,8,19,0,2,16,0,2,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,4,11,87,156,402,0,31.8%,82.2%,282,45,79,58,97,339,0,16.9,14,28.0%,25,0.00,25,0,0,0,4,5,61.8%,30,16,2,0.13,0.23,0.36,9,7,0.04,9
87,16,elyp1bpa1kq1hl6sigml22jf9,184380,1440,29,Goalkeeper,Tyson,Farago,T. Farago,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,30,483,215,59,0.00,0,0,0.21,0,0,0,3,3,0,0,0,6,0,0,0,643,4,2,0,0,8,40.0%,6,0,18,0,0,0,0,3,0,0,2,1,0,0,1,13,30,26,4,0,47,3,3,22,14,4,0,38,31,16,7,15,2,18,13,0,0,0,49,0,0,0,641,2,0,68.5%,56.7%,0,0,274,0,481,2,0,39.9,3,80.0%,5,27.93,0,0,0,0,0,0,39.9%,8,0,0,0.00,0.00,0.00,3,0,-,0
88,13,3176i3h6iv1ufsp88prhhmjqi,209693,969,22,Central Midfielder,Elliot,Simmons,E. Simmons,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,28,482,217,178,0.09,0,0,0.42,0,0,4,5,9,15,0,0,51,12,0,0,636,52,10,17,18,57,55.1%,11,4,99,2,2,10,0,2,5,0,4,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,10,65,201,370,0,36.1%,82.0%,262,26,107,34,138,310,0,18.7,22,55.6%,9,0.00,27,0,0,0,2,21,64.9%,37,19,1,0.09,0.00,0.09,9,1,0.03,3
