Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
181,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,1,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,2,2,70,27,318,104,117,0.93,1,1,0.66,2,1,2,5,7,16,0,0,56,8,0,0,507,64,6,7,0,43,61.9%,30,17,44,4,5,11,3,5,11,1,0,1,0,0,0,1,3,2,1,0,3,1,0,0,3,0,0,2,3,0,2,1,0,0,0,0,0,3,3,6,22,120,162,225,16,48.7%,69.5%,120,32,69,51,101,166,0,21.4,8,64.3%,28,2.31,18,0,2,1,10,16,55.5%,33,8,2,0.79,0.14,0.93,6,1,0.12,8,CAV vs YRK,2019-08-22,58o6zzicprr1k9tfa96qsyo2y,15381,cqthcpums3aas2tdy0qhlkuwa:1052437,CAV vs YRK (2019-08-22)
182,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,1,3,5,3,0,0,0,3,0,1,0,0,1,0,2,0,0,5,4,66,12,308,147,83,1.51,1,1,0.89,1,1,2,3,5,19,0,0,61,8,0,0,504,43,4,14,8,61,69.2%,34,15,33,4,4,6,4,2,9,2,0,0,0,0,1,0,3,2,1,0,5,0,0,3,1,0,0,5,2,3,1,1,1,2,1,0,0,4,3,6,3,109,173,222,15,35.4%,74.7%,123,27,80,41,107,160,0,21.3,8,62.5%,32,2.11,26,0,1,1,5,15,47.7%,42,18,1,0.23,1.28,1.51,4,0,0.10,15,PAC vs HFX,2019-07-20,52jsbc4wgu4ddcx6sah2u40oa,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052420,PAC vs HFX (2019-07-20)
183,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,4,4,2,2,8,3,3,0,0,0,0,3,1,3,1,2,1,1,2,5,8,84,19,295,65,127,1.46,4,4,1.24,2,2,4,10,14,11,0,0,52,6,0,0,502,64,4,18,11,67,75.9%,34,19,51,1,5,7,0,4,4,3,0,0,0,0,0,0,2,2,0,0,4,1,0,2,2,0,0,2,2,2,1,1,0,1,1,0,0,2,3,2,13,132,162,208,24,44.7%,65.1%,107,53,32,70,72,153,1,20.6,7,35.6%,45,1.70,20,1,2,2,4,8,47.7%,51,15,1,1.13,0.33,1.46,10,6,0.07,20,YRK vs VAL,2019-09-15,5e6552cfhize1wrtn1985u6p6,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052453,YRK vs VAL (2019-09-15)
184,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,3,1,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,4,1,101,34,295,58,102,1.15,1,1,0.64,2,1,1,2,3,15,4,1,47,5,0,0,501,56,7,5,10,61,57.1%,36,22,60,4,3,5,1,7,7,1,0,0,0,0,0,0,2,2,0,0,5,0,0,1,2,0,0,4,2,3,1,3,1,1,1,0,0,4,6,10,11,116,187,198,19,60.3%,54.2%,76,40,44,62,95,138,0,21.5,9,44.7%,38,3.73,22,0,2,1,8,13,39.3%,49,11,1,0.40,0.75,1.15,2,5,0.13,9,CAV vs FOR,2019-10-10,548tpbwhe2nvkm81pqgvsrjai,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052425,CAV vs FOR (2019-10-10)
185,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,3,0,7,3,1,1,1,0,0,2,0,0,1,2,1,0,1,2,6,57,23,321,131,110,1.86,2,1,1.05,2,1,4,8,12,24,2,1,58,11,0,0,500,51,5,18,10,52,71.9%,19,4,50,5,2,11,2,2,4,0,0,0,0,0,0,1,1,1,0,1,5,0,0,3,1,1,0,4,3,2,0,2,0,1,3,1,0,3,2,4,1,128,198,174,19,42.7%,75.1%,102,43,96,61,124,136,1,20.6,9,58.6%,29,2.31,23,1,2,1,8,12,61.3%,35,12,5,0.81,1.04,1.07,11,5,0.13,14,PAC vs VAL,2019-08-24,59rvi4n7b87w3y0wrthvblqwa,15378,b3436h8h14zw7f1uv6w9vqf6y:1052439,PAC vs VAL (2019-08-24)
185,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,1,0,5,3,2,0,0,0,0,1,0,1,0,1,0,0,1,2,8,69,32,302,105,96,1.02,1,0,0.47,1,0,0,8,8,22,1,1,61,9,0,0,500,63,3,12,3,46,60.0%,25,11,42,7,5,6,0,6,4,1,0,0,0,0,0,1,1,1,0,0,5,0,1,3,1,0,0,5,2,3,0,1,2,1,1,0,0,1,3,6,7,110,197,193,16,45.0%,66.6%,106,24,71,47,118,137,0,20.7,10,58.3%,48,2.29,20,0,1,1,14,18,46.3%,35,10,1,0.99,0.02,1.02,8,2,0.08,12,CAV vs PAC,2019-08-29,5biy9aa4r6bw4jex62d7bi25m,15381,b3436h8h14zw7f1uv6w9vqf6y:1052444,CAV vs PAC (2019-08-29)
187,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,81,41,322,101,99,0.35,0,0,0.32,0,0,0,6,6,11,0,0,46,5,0,0,492,61,3,9,9,39,66.7%,18,8,54,3,7,6,4,4,7,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,2,1,1,0,1,0,0,1,0,0,3,1,2,14,89,200,203,9,55.0%,62.1%,104,21,75,37,140,145,0,21.2,6,41.2%,34,1.06,20,0,0,0,5,12,45.8%,29,8,2,0.35,0.00,0.35,6,1,0.05,7,CAV vs VAL,2019-05-09,4lfui87m3zeqqeec2n1i4huui,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052382,CAV vs VAL (2019-05-09)
187,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,68,46,321,132,75,0.39,0,0,0.31,0,0,0,5,5,19,1,1,54,11,0,0,492,66,3,7,4,36,47.6%,20,13,46,2,7,12,3,4,12,2,0,1,1,0,0,0,8,8,0,0,5,0,1,1,2,0,0,5,5,0,3,0,0,2,1,0,0,4,8,8,8,63,195,234,6,42.4%,64.5%,117,22,68,34,118,169,0,20.5,11,37.5%,40,5.32,23,0,0,0,2,4,41.9%,30,4,2,0.16,0.23,0.39,5,3,0.06,7,VAL vs CAV,2019-09-02,5c8rrlegmweliih2y599gcjmy,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052446,VAL vs CAV (2019-09-02)
189,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,4,3,1,4,1,6,3,1,0,0,1,0,1,0,1,0,1,0,0,1,2,7,77,24,300,110,89,1.10,1,0,0.81,1,1,1,7,8,15,0,0,67,8,0,0,490,70,11,13,10,54,57.1%,20,11,45,7,1,10,4,5,6,2,0,1,0,0,0,2,1,1,0,0,4,0,0,2,2,1,0,3,1,3,0,2,0,1,1,1,1,4,2,4,6,98,177,215,18,41.7%,66.3%,103,26,70,46,98,156,0,21.8,18,45.7%,46,2.19,18,0,1,0,2,8,40.0%,34,18,2,0.83,0.27,1.10,8,4,0.07,15,YRK vs CAV,2019-09-28,5hmjvfnz6s1yxo8yewvda00ve,15382,41ewt71n8fqwy6trsqta1bjvu:1052459,YRK vs CAV (2019-09-28)
190,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,2,3,2,0,3,1,1,0,0,0,0,0,2,1,0,2,0,0,2,1,5,68,13,299,134,84,1.20,2,1,1.08,1,1,2,5,7,10,0,0,52,1,0,0,485,57,7,13,17,62,71.4%,25,11,51,6,0,12,2,6,9,2,1,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,5,2,3,2,1,0,3,0,0,0,2,1,2,7,87,175,223,12,42.8%,72.9%,121,22,75,31,109,159,0,24.2,8,45.2%,31,0.97,19,0,1,0,7,12,53.9%,36,24,2,1.13,0.07,1.20,6,3,0.12,10,YRK vs CAV,2019-06-26,4x5d9c3op0jd4zd5tk7w0lylm,15382,41ewt71n8fqwy6trsqta1bjvu:1052405,YRK vs CAV (2019-06-26)
191,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,2,3,2,4,3,2,0,0,0,0,0,0,2,2,0,1,0,0,2,4,3,60,29,279,91,99,1.25,2,2,1.16,2,2,4,8,12,13,1,1,57,6,1,0,473,53,8,12,10,64,66.7%,27,11,48,1,6,7,1,6,7,1,1,0,0,0,0,0,0,0,0,0,8,1,1,3,3,1,0,6,6,2,2,2,1,4,0,0,0,2,5,4,8,78,200,195,13,43.7%,68.1%,104,27,59,40,96,143,0,19.8,10,48.6%,35,3.52,20,0,2,1,3,3,48.4%,54,8,2,0.83,0.42,1.25,10,7,0.09,14,YRK vs VAL,2019-08-10,55ug6j26bfssigo14xk3zl9ii,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052430,YRK vs VAL (2019-08-10)
192,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,0,4,1,1,0,0,0,0,1,0,2,0,2,0,0,1,2,3,64,25,307,119,99,1.77,2,0,0.42,2,0,4,3,7,9,0,0,41,2,0,0,472,60,6,13,7,40,67.9%,13,10,53,8,2,12,3,5,2,0,0,0,1,0,0,0,6,5,1,0,3,0,0,1,3,1,0,2,2,1,1,1,0,0,0,0,0,5,1,4,16,100,175,197,18,41.4%,71.0%,109,32,77,53,115,139,0,19.9,9,56.5%,23,1.11,14,0,2,1,3,6,54.3%,23,16,1,1.53,0.24,1.77,7,3,0.20,9,YRK vs HFX,2019-07-27,53zb6pb4vgyd6ei4nyntxr42y,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052422,YRK vs HFX (2019-07-27)
193,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,1,1,0,1,1,2,0,2,0,0,0,0,1,0,1,0,0,0,1,0,3,0,63,27,257,56,111,1.03,1,1,1.03,2,2,0,5,5,21,3,1,44,9,0,0,466,77,5,12,11,57,53.1%,29,14,54,5,4,10,2,4,2,3,1,1,0,0,1,2,0,0,0,0,5,0,0,3,3,0,0,4,3,2,1,1,0,1,1,0,0,4,2,6,14,137,154,175,17,55.6%,65.0%,86,49,32,63,71,123,0,19.5,15,33.3%,30,1.70,13,0,2,0,8,16,51.7%,41,13,3,1.03,0.00,1.03,4,3,0.21,5,CAV vs FOR,2019-06-22,4vss0kvhfu78tzig6ibaksnl6,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052402,CAV vs FOR (2019-06-22)
194,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,2,1,1,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,60,16,290,122,92,0.54,0,0,0.48,0,0,5,4,9,15,2,0,45,8,0,0,457,39,8,8,9,32,76.2%,7,2,41,3,2,4,2,4,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,8,9,129,173,155,15,45.9%,73.8%,95,37,82,47,116,127,0,20.9,5,40.0%,25,0.66,23,0,0,0,13,21,56.4%,25,4,3,0.17,0.37,0.54,9,3,0.05,11,EDM vs PAC,2019-05-12,4nd4fza6mmhp87jrctliuzz3e,15380,73xrv2025rnj0t3y9ayp83bec:1052385,EDM vs PAC (2019-05-12)
195,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,1,1,0,0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,66,34,233,57,76,0.77,1,1,0.77,1,1,0,4,4,17,2,1,66,6,0,0,456,70,7,14,11,69,75.0%,35,19,37,7,5,9,2,8,9,1,1,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,0,2,0,1,0,0,1,0,0,3,2,2,10,86,225,145,9,65.2%,57.1%,61,19,53,29,112,92,0,24.3,7,46.7%,45,1.40,29,0,1,1,2,7,46.7%,58,9,2,0.09,0.68,0.77,3,3,0.19,4,CAV vs FOR,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,15381,c2pdzdl3dgf5b0siidn2ay5ii:2031832,CAV vs FOR (2019-11-02)
196,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,1,1,1,2,3,2,0,1,1,1,0,1,0,0,0,1,0,1,0,2,2,76,26,291,110,79,1.43,1,0,0.51,2,1,1,3,4,13,2,2,46,9,0,0,452,49,5,10,7,34,75.0%,11,1,48,3,3,7,3,2,4,1,0,0,0,0,0,0,4,3,1,1,4,0,0,1,0,1,0,3,3,1,2,1,0,2,2,1,0,4,7,0,6,85,168,199,9,49.1%,64.9%,101,20,68,29,106,156,0,20.2,5,36.1%,36,3.70,19,0,2,1,7,12,44.8%,22,11,1,0.15,1.28,0.64,4,2,0.18,8,CAV vs PAC,2019-09-22,5frccedgczakga77kz816gq5m,15381,b3436h8h14zw7f1uv6w9vqf6y:1052456,CAV vs PAC (2019-09-22)
197,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,28,252,89,71,0.17,0,0,0.17,0,0,1,4,5,14,1,0,42,6,0,0,444,55,6,12,11,59,62.1%,28,11,49,7,5,6,3,3,6,4,0,1,0,0,1,0,2,1,1,0,3,0,0,2,1,1,0,2,3,0,0,1,2,0,0,0,1,2,1,0,10,80,208,156,4,53.2%,63.5%,62,25,73,36,116,100,0,20.4,11,35.3%,17,0.96,28,0,0,0,7,12,45.5%,47,11,1,0.12,0.05,0.17,5,2,0.03,5,CAV vs HFX,2019-10-05,5l2yv4eiv12t5oztzmppfxsoa,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052464,CAV vs HFX (2019-10-05)
198,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,1,0,0,2,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,78,26,280,90,86,0.26,1,1,0.21,0,0,0,4,4,19,0,0,43,12,0,0,430,52,4,5,7,42,52.9%,25,13,46,4,3,6,1,1,13,2,0,0,0,0,0,1,4,3,1,0,4,1,0,3,1,0,0,3,3,1,1,0,0,3,0,0,0,2,6,4,7,53,170,207,6,50.7%,62.9%,113,19,44,30,95,155,1,23.6,8,25.9%,27,3.45,28,1,0,0,4,4,40.1%,39,3,0,0.18,0.08,0.26,3,5,0.04,6,CAV vs VAL,2019-10-03,5idvsd95cy7kruwzuxt7aghgq,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052460,CAV vs VAL (2019-10-03)
199,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,1,6,3,3,0,0,0,0,1,0,1,0,0,0,0,1,3,6,53,19,273,103,98,1.24,1,1,1.03,1,1,0,7,7,9,0,0,46,4,0,0,413,47,7,16,4,46,71.9%,17,3,45,2,6,12,0,5,6,2,0,1,0,0,3,0,3,3,0,0,2,0,0,2,1,0,0,2,0,2,0,0,0,1,0,0,1,2,3,4,6,84,148,181,15,42.9%,73.6%,106,36,59,49,88,136,0,21.4,9,42.1%,19,2.00,18,0,1,1,3,5,54.7%,38,7,1,0.55,0.69,1.24,6,1,0.11,11,VAL vs FOR,2019-09-13,5dgq85s1yv24xf4gel3wk02ui,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052450,VAL vs FOR (2019-09-13)
200,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,29,242,85,48,0.13,0,0,0.10,0,0,2,0,2,4,0,0,48,1,0,0,403,56,7,16,11,60,65.7%,24,9,38,2,4,12,1,5,6,0,0,0,0,0,0,0,1,1,0,0,6,0,1,2,3,1,0,5,4,2,1,2,0,3,0,0,1,4,2,2,9,50,174,179,7,53.3%,55.0%,75,10,48,20,92,130,0,22.3,12,42.9%,28,2.11,28,0,0,0,5,9,28.7%,47,12,1,0.03,0.10,0.13,2,2,0.04,3,FOR vs CAV,2019-10-26,7exzoqwijjljpmysgu6cw2nai,15377,41ewt71n8fqwy6trsqta1bjvu:2031831,FOR vs CAV (2019-10-26)
