Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
564,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,63,24,Left Midfielder,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,22,15,4,0.29,0,0,0.00,1,0,0,0,0,4,0,0,4,2,0,0,36,7,1,0,0,1,50.0%,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,4,24,1,18.2%,86.4%,16,2,1,2,1,19,0,19.4,1,100.0%,1,0.00,16,0,1,0,0,2,25.0%,1,0,0,0.29,0.00,0.29,0,0,0.14,2,50.0%,-,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,ahyd5vf8f8cyoiefm8hsimzu1:2126244,CAV vs HFX (2020-08-24)
564,1,26zoncn0ilfvg5gwn91dkqmt,481764,90,24,Centre Forward,Akeem,Garcia,A. Garcia,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,3,0,2,1,1,0,0,1,0,0,0,2,0,0,1,0,2,2,0,14,4,8,1.48,1,0,0.03,2,0,0,1,1,3,0,0,6,1,1,1,36,9,0,0,0,0,0.0%,0,0,3,3,0,1,1,0,2,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19,0,17,8,28.6%,85.7%,8,4,0,5,0,9,0,15.0,1,66.7%,3,0.00,9,0,2,1,0,0,50.0%,0,0,0,0.25,1.23,0.69,1,0,0.37,4,-,-,CAV vs HFX,2020-09-12,cap8cqg4fk34voy1o310hy39w,15381,26zoncn0ilfvg5gwn91dkqmt:2137185,CAV vs HFX (2020-09-12)
564,1,al5jt5ntx6alvfvo3tq1py6i2,483414,45,22,Right Wing Back,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,18,4,9,0.08,0,0,0.00,0,0,0,0,0,3,1,1,5,3,0,0,36,5,2,0,1,4,50.0%,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,11,14,2,61.1%,72.2%,9,3,1,3,5,10,0,15.7,2,-,0,0.00,16,0,0,0,1,1,54.5%,3,1,0,0.08,0.00,0.08,0,0,0.08,1,0.0%,0.0%,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15381,al5jt5ntx6alvfvo3tq1py6i2:2126258,CAV vs PAC (2020-08-30)
564,1,dl4wkt9bhput0z1sikhu15562,483117,72,21,Left Back,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,18,7,6,0.02,0,0,0.00,0,0,0,0,0,1,0,0,2,0,0,0,36,3,1,1,1,4,66.7%,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12,13,11,0,33.3%,72.2%,3,5,5,5,8,5,0,19.6,1,0.0%,1,0.00,0,0,0,0,0,0,33.3%,3,1,0,0.00,0.02,0.02,0,0,0.02,1,-,-,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,dl4wkt9bhput0z1sikhu15562:2126245,PAC vs VAL (2020-08-26)
564,1,4wg2u3zl05ijnwx0wicmwpvpx,184584,90,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30,20,3,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,0,0,36,0,0,53.3%,76.7%,0,0,23,0,30,0,0,30.8,0,-,0,1.65,0,0,0,0,0,0,56.3%,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,4wg2u3zl05ijnwx0wicmwpvpx:2126254,VAL vs EDM (2020-08-29)
564,1,49rr75teem0kobuhr4cesh756,484653,32,21,Left Wing Back,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,15,4,6,0.00,0,0,0.06,0,0,0,1,1,3,0,0,4,1,0,0,36,2,0,0,1,3,-,1,0,8,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,13,12,11,2,33.3%,66.7%,2,4,4,4,5,6,0,22.9,0,-,0,0.00,0,0,0,0,3,3,20.0%,3,0,0,0.00,0.00,0.00,1,0,-,0,33.3%,33.3%,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,49rr75teem0kobuhr4cesh756:2126258,CAV vs PAC (2020-08-30)
564,1,6oy4mzcnojabnil6u43mxal4a,478934,90,25,Centre Forward,Malcolm Isaiah,Shaw,M. Shaw,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19,7,11,0.12,0,0,0.07,0,0,0,1,1,2,0,0,3,1,0,0,36,3,0,1,0,2,100.0%,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,24,1,11,3,5.3%,94.7%,10,8,0,9,0,10,0,12.5,0,-,0,0.00,13,0,0,0,1,1,100.0%,1,0,1,0.12,0.00,0.12,1,0,0.06,2,100.0%,100.0%,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,6oy4mzcnojabnil6u43mxal4a:2126235,ATO vs VAL (2020-08-19)
564,1,7yio8rqcy9vth90ps5f5j0s0l,243904,45,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,21,5,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,36,2,2,0,2,4,50.0%,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,15,14,1,57.1%,52.4%,4,3,4,4,8,9,0,21.1,2,100.0%,1,0.00,0,0,0,0,1,1,33.3%,2,2,0,0.00,0.00,0.00,0,0,-,0,0.0%,0.0%,HFX vs PAC,2020-09-16,1m8l5iaa0hhjfd9pq3ftmklxw,15380,7yio8rqcy9vth90ps5f5j0s0l:2137187,HFX vs PAC (2020-09-16)
578,1,b84lif9t7gwlw9ou9izawvumt,40345,90,33,Right Centre Back,David Edward,Edgar,D. Edgar,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,22,7,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,35,1,0,0,3,9,-,5,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,7,0,59.1%,40.9%,1,1,7,1,14,7,0,29.0,0,75.0%,4,0.00,0,0,0,0,0,0,15.4%,9,0,0,0.00,0.00,0.00,0,2,-,0,-,-,FOR vs PAC,2020-09-12,al6itp61bch64gv1bhhncxyqc,15380,b84lif9t7gwlw9ou9izawvumt:2137184,FOR vs PAC (2020-09-12)
578,1,ewjp0ru1c4fn1h5bqyqdih0wl,152275,90,27,Left Attacking Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,5,14,0.00,0,0,0.03,0,0,0,1,1,0,0,0,1,0,1,1,35,3,0,0,0,3,-,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,15,6,14,1,40.0%,76.0%,10,7,2,10,3,12,0,19.6,0,0.0%,1,0.00,0,0,0,0,2,2,80.0%,3,0,0,0.00,0.00,0.00,1,0,-,0,0.0%,0.0%,YRK vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,ewjp0ru1c4fn1h5bqyqdih0wl:2126220,YRK vs ATO (2020-08-15)
578,1,ewjp0ru1c4fn1h5bqyqdih0wl,152275,90,27,Left Attacking Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,3,20,4,11,0.07,1,0,0.00,0,0,0,0,0,2,0,0,1,0,0,0,35,5,0,0,0,3,0.0%,2,1,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,7,12,16,3,45.0%,75.0%,14,1,0,1,4,15,0,19.6,1,0.0%,1,0.00,13,0,0,0,1,1,55.6%,3,0,0,0.07,0.00,0.07,0,0,0.07,1,0.0%,0.0%,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,15381,ewjp0ru1c4fn1h5bqyqdih0wl:2126251,ATO vs CAV (2020-08-27)
578,1,6re26cen7xbrynezb3rerst05,112657,80,26,Centre Attacking Midfielder,Sergio,Camargo,S. Camargo,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,21,5,11,0.09,0,0,0.00,0,0,0,0,0,4,0,0,4,2,0,0,35,2,1,0,0,1,100.0%,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,22,0,13,4,23.8%,76.2%,9,7,0,9,0,12,1,14.7,0,0.0%,1,0.00,22,1,0,0,3,3,40.0%,0,0,1,0.09,0.00,0.09,0,0,0.04,2,0.0%,0.0%,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,6re26cen7xbrynezb3rerst05:2126218,FOR vs CAV (2020-08-14)
578,1,83d29e64znddf9kkyo62u4g6h,424288,45,21,Left Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,19,8,4,0.07,0,0,0.05,0,0,0,1,1,3,0,0,4,2,0,0,35,1,0,1,1,2,100.0%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,3,21,1,36.8%,63.2%,10,0,2,3,3,13,0,18.0,0,-,0,0.00,17,0,0,0,2,3,57.1%,0,2,0,0.05,0.02,0.07,1,0,0.03,2,66.7%,50.0%,PAC vs ATO,2020-09-03,7uqr7tcyx5axz4fcls8m9stn8,16614,83d29e64znddf9kkyo62u4g6h:2126262,PAC vs ATO (2020-09-03)
578,1,c71o8hujd9joixq9ge68i4qg9,156664,58,25,Left Midfielder,Nathan,Mavila,N. Mavila,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,3,2,17,7,5,0.79,1,0,0.00,1,0,0,0,0,0,0,0,2,0,0,0,35,4,1,1,0,3,50.0%,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,14,7,14,3,23.5%,70.6%,5,3,4,3,5,9,0,18.8,2,-,0,0.00,0,0,1,1,4,5,50.0%,1,1,1,0.00,0.79,0.00,0,0,0.79,1,0.0%,0.0%,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,c71o8hujd9joixq9ge68i4qg9:2126258,CAV vs PAC (2020-08-30)
578,1,dlkpavxvjx1hy57k8sbk21lg5,88457,90,33,Goalkeeper,Ignacio,Zabal Almazán,Nacho Zabal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,26,2,9,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,-,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,0,3,0,0,0,35,0,0,100.0%,42.3%,0,0,11,0,26,0,0,47.9,0,-,0,2.13,0,0,0,0,0,0,42.3%,1,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,dlkpavxvjx1hy57k8sbk21lg5:2126243,ATO vs EDM (2020-08-23)
578,1,btd38hasv7hxy5bw4g43ymhyi,447302,45,20,Left Back,Montther,Mohsen,M. Mohsen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,9,5,0.00,0,0,0.57,0,1,1,1,2,0,0,0,5,0,0,0,35,3,0,2,0,4,100.0%,2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,15,9,0,50.0%,77.8%,6,2,6,3,8,7,0,18.5,0,0.0%,2,0.00,0,0,0,0,2,4,66.7%,4,0,0,0.00,0.00,0.00,2,0,-,0,50.0%,50.0%,YRK vs FOR,2020-08-26,7tyu476shfl4lg1dm54shvt3o,15382,btd38hasv7hxy5bw4g43ymhyi:2126246,YRK vs FOR (2020-08-26)
578,1,4bc5n4bry6a5wswiwzq8d9oq2,481569,68,24,Right Attacking Midfielder,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,13,4,7,0.70,0,0,0.00,1,0,0,0,0,5,0,0,10,1,0,0,35,6,1,6,1,8,87.5%,0,0,8,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,12,8,15,1,46.2%,84.6%,6,2,3,3,3,7,0,13.8,1,-,0,0.00,4,0,1,0,3,3,83.3%,4,3,1,0.70,0.00,0.70,0,0,0.70,1,0.0%,0.0%,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,16614,4bc5n4bry6a5wswiwzq8d9oq2:2126257,ATO vs FOR (2020-08-30)
578,1,6rj6gpjhz8sk2405943kpii1h,167886,58,25,Centre Attacking Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,27,9,14,0.00,0,0,0.14,0,0,1,1,2,0,0,0,3,0,0,0,35,0,0,0,0,0,-,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,4,16,0,48.1%,85.2%,14,7,2,9,4,14,0,22.3,0,-,0,0.00,0,0,0,0,0,4,76.9%,0,0,0,0.00,0.00,0.00,2,0,-,0,25.0%,-,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15376,6rj6gpjhz8sk2405943kpii1h:2126261,VAL vs HFX (2020-09-02)
578,1,5m5p9c4iyl4f4j1rr1rdmojfu,481561,45,24,Central Midfielder,Elijah,Adekugbe,E. Adekugbe,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3,1,26,10,12,0.10,1,0,0.13,0,0,0,2,2,0,0,0,4,0,0,0,35,1,0,3,0,4,100.0%,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,9,11,1,42.3%,84.6%,7,10,5,10,6,10,0,16.8,0,0.0%,1,0.00,8,0,0,0,0,2,72.7%,3,1,0,0.10,0.00,0.10,2,0,0.10,1,50.0%,-,CAV vs PAC,2020-09-10,6pp5y6tmtbxolhpklcv0tx5as,15380,5m5p9c4iyl4f4j1rr1rdmojfu:2137182,CAV vs PAC (2020-09-10)
578,1,c5afaf96xtx4341sic680d711,94705,77,29,Right Back,Stefan,Cebara,S. Cebara,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,24,11,7,0.07,0,0,0.03,0,0,0,1,1,0,0,0,3,0,0,0,35,2,0,0,0,0,0.0%,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,12,1,29.2%,75.0%,6,3,9,3,10,11,0,15.4,1,100.0%,1,0.00,8,0,0,0,0,0,57.1%,0,0,0,0.07,0.00,0.07,1,0,0.07,1,-,-,YRK vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,c5afaf96xtx4341sic680d711:2126241,YRK vs VAL (2020-08-22)
590,1,ewjp0ru1c4fn1h5bqyqdih0wl,152275,63,27,Left Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,19,9,7,0.04,0,0,0.03,0,0,0,1,1,2,1,0,2,0,0,0,34,6,1,1,0,2,66.7%,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,6,16,3,36.8%,84.2%,9,3,4,3,4,12,0,17.9,1,0.0%,1,0.00,23,0,0,0,2,2,57.1%,2,0,0,0.04,0.00,0.04,1,0,0.04,1,0.0%,0.0%,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,ewjp0ru1c4fn1h5bqyqdih0wl:2126235,ATO vs VAL (2020-08-19)
590,1,2zedqkn15thv6wx5xmgv48gd1,140123,78,30,Central Midfielder,Kyle Edward,Bekker,K. Bekker,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,20,5,7,0.05,0,0,0.03,0,0,0,1,1,0,0,0,2,0,0,0,34,4,0,1,3,6,33.3%,2,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,11,11,2,30.0%,60.0%,2,5,5,5,6,9,0,24.8,2,100.0%,1,0.00,17,0,0,0,0,5,50.0%,4,2,0,0.05,0.00,0.05,1,1,0.05,1,0.0%,-,FOR vs PAC,2020-09-12,al6itp61bch64gv1bhhncxyqc,15380,2zedqkn15thv6wx5xmgv48gd1:2137184,FOR vs PAC (2020-09-12)
590,1,7tmc8hrkee4lo05qa26i7e5zp,173159,90,24,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,26,16,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,1,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0,34,0,0,65.4%,76.9%,0,0,20,0,26,0,0,29.9,0,-,0,0.65,0,0,0,0,0,0,64.7%,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,7tmc8hrkee4lo05qa26i7e5zp:2126218,FOR vs CAV (2020-08-14)
590,1,83d29e64znddf9kkyo62u4g6h,424288,64,21,Centre Attacking Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,29,9,13,0.00,0,0,0.00,0,0,0,0,0,2,0,0,2,2,0,0,34,1,0,0,0,0,-,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11,4,19,0,24.1%,75.9%,12,7,3,8,4,17,0,16.0,0,-,0,0.00,0,0,0,0,1,1,57.1%,0,0,0,0.00,0.00,0.00,0,0,-,0,0.0%,0.0%,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,83d29e64znddf9kkyo62u4g6h:2126221,HFX vs PAC (2020-08-15)
590,1,3ucemntfw84vk7op9z7wnf36d,428321,90,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,26,20,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,-,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,34,0,0,26.9%,84.6%,0,0,22,0,26,0,0,31.5,0,-,0,0.63,0,0,0,0,0,0,57.1%,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,PAC vs YRK,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,3ucemntfw84vk7op9z7wnf36d:2126232,PAC vs YRK (2020-08-19)
