Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
11,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,33,2970,33.0,47,1.42,99,55,54.5,18,4,11,8,24.2,2,2,0,0,0.0,Matches,2,8,2,35.5,0.35,-9.5,-0.29,142,333,42.6,887,145,28.2,31.8,199,41.7,39.1,238,18,7.6,21,0.64,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,86.8,90,33,0,,5,1.76,61,47,+14,+0.42,+0.22,60.0,33.0,+26.9,+0.82,+0.47,0,0,5,0,0,0,0,0,0,138,0,0,,Big-5-European-Leagues,Big5,2019-2020
12,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,34,3060,34.0,41,1.21,142,107,74.6,17,4,13,11,32.4,6,5,1,0,16.7,Matches,0,8,1,39.5,0.24,-0.5,-0.01,166,451,36.8,759,150,39.3,37.2,280,54.6,44.8,354,20,5.6,18,0.53,13.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,4,1.62,52,41,+11,+0.32,-0.43,49.0,38.1,+10.9,+0.32,-0.05,0,2,5,0,0,0,0,0,1,137,0,0,,Big-5-European-Leagues,Big5,2019-2020
13,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,36,3240,36.0,60,1.67,160,110,66.9,12,5,19,9,25.0,8,7,0,1,0.0,Matches,0,11,4,52.8,0.29,-3.2,-0.09,203,558,36.4,748,130,50.1,41.5,289,63.3,46.8,399,32,8.0,19,0.53,14.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,94.7,90,36,0,,2,1.14,46,60,-14,-0.39,+1.11,45.7,49.1,-3.4,-0.10,-0.73,0,0,5,0,0,0,0,0,0,140,0,0,,Big-5-European-Leagues,Big5,2019-2020
14,Stefan Bajic,fr FRA,GK,Saint-Ãtienne,fr Ligue 1,17,2001,1,1,90,1.0,1,1.00,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,0,0,0,0.3,0.14,-0.7,-0.72,3,3,100.0,11,4,0.0,21.1,8,37.5,34.8,6,0,0.0,2,2.00,20.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,3.6,90,1,0,,5,0.00,0,1,-1,-1.00,-0.44,1.0,0.9,+0.1,+0.08,+0.33,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2019-2020
15,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30,30,2700,30.0,49,1.63,143,101,69.2,13,7,10,7,23.3,7,5,2,0,28.6,Matches,0,4,2,42.3,0.26,-4.7,-0.16,163,436,37.4,1038,181,32.0,32.7,265,39.2,36.7,308,16,5.2,33,1.10,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,88.2,90,30,0,,0,1.53,47,49,-2,-0.07,-0.57,43.5,45.4,-1.9,-0.06,-0.04,0,0,8,0,0,0,0,0,0,204,0,0,,Big-5-European-Leagues,Big5,2019-2020
16,Asmir BegoviÄ,ba BIH,GK,Milan,it Serie A,32,1987,2,1,129,1.4,3,2.09,6,4,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,3.2,0.41,+0.2,+0.13,4,11,36.4,24,5,33.3,32.8,12,25.0,32.3,8,0,0.0,0,0.00,15.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,65,3.8,90,1,1,39,17,0.50,2,3,-1,-0.70,-1.19,2.2,3.5,-1.3,-0.89,-1.26,0,0,0,0,0,0,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2019-2020
17,Walter BenÃ­tez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26,26,2340,26.0,36,1.38,129,99,75.2,9,8,9,4,15.4,6,4,1,1,20.0,Matches,0,7,2,44.6,0.32,+10.6,+0.41,87,203,42.9,573,132,22.7,27.6,212,34.4,34.0,256,18,7.0,9,0.35,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.9,90,26,0,,0,1.35,37,36,+1,+0.04,-0.96,32.0,39.7,-7.7,-0.30,-0.91,0,0,2,0,0,0,0,0,0,105,0,0,,Big-5-European-Leagues,Big5,2019-2020
18,Etrit Berisha,al ALB,GK,SPAL,it Serie A,30,1989,26,26,2340,26.0,41,1.58,142,106,75.4,5,3,18,3,11.5,6,6,0,0,0.0,Matches,1,2,2,44.1,0.28,+2.1,+0.08,196,440,44.5,650,136,46.0,37.4,234,60.3,45.9,275,21,7.6,14,0.54,13.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,68.4,90,26,0,,0,0.69,20,44,-24,-0.92,+1.24,31.1,44.4,-13.4,-0.51,+0.73,0,0,5,0,0,0,0,0,0,127,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
19,Paul Bernardoni,fr FRA,GK,NÃ®mes,fr Ligue 1,22,1997,25,25,2204,24.5,38,1.55,102,69,66.7,7,4,14,6,24.0,4,4,0,0,0.0,Matches,0,3,1,33.2,0.31,-3.8,-0.16,134,407,32.9,529,77,51.2,42.4,176,77.3,55.4,166,14,8.4,14,0.57,15.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,87.4,88,24,0,,0,1.00,25,38,-13,-0.53,+0.04,26.8,36.8,-10.0,-0.41,+0.82,0,0,5,0,0,0,0,0,0,108,0,0,,Big-5-European-Leagues,Big5,2019-2020
20,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,21,1998,3,3,196,2.2,3,1.38,6,3,50.0,0,0,3,0,0.0,0,0,0,0,,Matches,0,1,0,1.6,0.26,-1.4,-0.66,15,23,65.2,49,19,32.7,31.5,18,38.9,39.4,13,1,7.7,2,0.92,14.3,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,65,7.8,65,2,0,,21,0.00,0,3,-3,-1.38,-1.53,3.2,3.5,-0.3,-0.15,-0.08,0,1,0,0,0,0,1,0,0,16,0,0,,Big-5-European-Leagues,Big5,2019-2020
21,RubÃ©n Blanco,es ESP,GK,Celta Vigo,es La Liga,24,1995,33,33,2960,32.9,43,1.31,126,87,69.8,6,14,13,10,30.3,5,5,0,0,0.0,Matches,3,3,0,40.7,0.29,-2.3,-0.07,213,573,37.2,696,121,53.9,42.5,294,67.3,52.9,335,21,6.3,10,0.30,14.2,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,86.5,90,32,0,,0,0.97,31,43,-12,-0.36,-0.36,31.8,37.8,-6.0,-0.18,-0.52,0,1,4,0,0,0,0,0,1,135,0,0,,Big-5-European-Leagues,Big5,2019-2020
22,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,28,1991,6,5,495,5.5,3,0.55,19,17,89.5,4,1,0,4,80.0,1,1,0,0,0.0,Matches,0,0,0,3.8,0.16,+0.8,+0.15,42,84,50.0,125,24,41.6,36.4,45,71.1,51.2,40,3,7.5,2,0.36,15.5,0,1,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,83,14.5,90,5,1,45,27,2.67,10,3,+7,+1.27,+0.87,7.4,3.9,+3.5,+0.64,+0.34,0,0,1,0,0,0,0,0,0,30,0,0,,Big-5-European-Leagues,Big5,2019-2020
23,Federico Brancolini,it ITA,GK,Fiorentina,it Serie A,18,2001,1,0,6,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches,0,0,0,0.0,,0.0,0.00,1,1,100.0,2,0,0.0,27.5,1,100.0,67.0,0,0,,0,0.00,21.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,6,0.2,,0,1,6,13,3.00,1,0,+1,+15.00,+14.95,0.1,0.0,+0.1,+1.34,+1.19,0,0,0,0,0,0,0,0,0,1,0,0,,Big-5-European-Leagues,Big5,2019-2020
24,Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,36,1983,4,3,347,3.9,7,1.82,15,8,53.3,2,0,1,1,33.3,0,0,0,0,,Matches,0,0,0,4.2,0.28,-2.8,-0.72,19,47,40.4,104,13,27.9,31.5,28,64.3,48.2,35,3,8.6,1,0.26,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,10.1,90,3,1,77,27,1.50,7,7,0,0.00,-1.96,5.5,5.0,+0.5,+0.13,-1.56,0,0,0,0,0,0,0,0,0,11,0,0,,Big-5-European-Leagues,Big5,2019-2020
25,Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,41,1978,9,9,810,9.0,10,1.11,32,23,71.9,7,1,1,1,11.1,2,1,0,1,0.0,Matches,0,2,0,7.6,0.21,-2.4,-0.26,22,38,57.9,157,40,17.8,27.4,55,18.2,22.9,76,1,1.3,7,0.78,16.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,90,23.7,90,9,0,,29,2.44,19,10,+9,+1.00,+0.17,18.8,7.5,+11.3,+1.26,+0.72,0,0,1,0,0,0,0,0,0,35,0,0,,Big-5-European-Leagues,Big5,2019-2020
Rk,Player,Nation,Pos,Squad,Comp,Ag,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,Big-5-European-Leagues,Big5,2019-2020
26,Roman BÃ¼rki,ch SUI,GK,Dortmund,de Bundesliga,28,1990,31,31,2770,30.8,40,1.30,93,59,60.2,19,5,7,13,41.9,3,3,0,0,0.0,Matches,0,8,3,34.7,0.36,-2.3,-0.07,116,320,36.3,843,181,29.8,32.8,204,33.8,34.3,221,15,6.8,27,0.88,14.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,90.5,89,30,0,,1,2.00,76,40,+36,+1.17,-1.00,53.4,34.6,+18.8,+0.61,+0.31,0,0,2,0,0,0,0,0,0,188,0,0,,Big-5-European-Leagues,Big5,2019-2020
27,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,36,1983,26,26,2340,26.0,32,1.23,78,50,62.8,10,6,10,11,42.3,3,3,0,0,0.0,Matches,1,1,1,24.4,0.28,-6.6,-0.25,149,384,38.8,493,114,47.5,39.8,203,73.9,52.5,185,15,8.1,21,0.81,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.9,90,26,0,,1,1.38,27,32,-5,-0.19,-0.19,25.7,27.3,-1.6,-0.06,-0.02,0,0,5,0,0,0,0,0,0,129,0,0,,Big-5-European-Leagues,Big5,2019-2020
28,Marcin BuÅka,pl POL,GK,Paris S-G,fr Ligue 1,19,1999,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,0,0,0,0.2,0.10,+0.2,+0.21,0,0,,12,3,0.0,18.6,6,0.0,23.5,5,0,0.0,0,0.00,6.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,3.7,90,1,0,,3,3.00,2,0,+2,+2.00,+0.12,1.5,0.4,+1.1,+1.11,-0.69,0,0,0,0,0,0,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2019-2020
29,Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,37,1981,5,5,450,5.0,7,1.40,16,10,56.3,2,2,1,1,20.0,0,0,0,0,,Matches,0,3,1,5.9,0.37,-0.1,-0.02,32,74,43.2,137,15,45.3,35.8,28,42.9,36.8,20,0,0.0,2,0.40,12.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,13.2,90,5,0,,33,1.60,8,7,+1,+0.20,-0.22,6.6,4.9,+1.7,+0.34,-0.47,0,0,0,0,0,0,0,0,0,17,0,0,,Big-5-European-Leagues,Big5,2019-2020
30,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,1,0,71,0.8,4,5.07,8,5,50.0,0,0,0,0,,0,0,0,0,,Matches,0,1,1,1.9,0.24,-1.1,-1.43,2,16,12.5,18,3,55.6,49.2,9,66.7,50.0,3,1,33.3,0,0.00,15.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,72,2.9,,0,1,71,6,0.00,0,4,-4,-5.00,-5.18,0.2,2.4,-2.3,-2.81,-2.82,0,0,0,0,0,0,0,0,0,3,0,0,,Big-5-European-Leagues,Big5,2019-2020
31,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26,26,2340,26.0,38,1.46,104,69,67.3,11,6,9,5,19.2,4,4,0,0,0.0,Matches,1,5,0,36.8,0.33,-1.2,-0.05,227,485,46.8,807,123,47.0,40.1,178,59.6,48.7,217,18,8.3,24,0.92,15.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,76.5,90,26,0,,0,1.50,43,38,+5,+0.19,+0.57,37.3,32.1,+5.1,+0.20,-0.07,0,0,3,0,0,0,0,0,0,149,0,0,,Big-5-European-Leagues,Big5,2019-2020
32,Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,3,3,244,2.7,3,1.11,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,Matches,0,2,0,3.1,0.24,+0.1,+0.04,18,80,22.5,75,11,78.7,55.3,24,87.5,67.6,25,3,12.0,3,1.11,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,81,7.1,81,2,0,,8,1.00,2,3,-1,-0.37,-0.09,2.6,3.3,-0.6,-0.23,+0.06,0,0,0,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2019-2020
33,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,24,24,2096,23.3,30,1.29,102,78,76.5,10,7,7,5,20.8,8,6,2,0,25.0,Matches,2,3,1,28.0,0.22,-1.0,-0.04,140,413,33.9,553,133,48.5,39.4,206,70.4,56.3,264,21,8.0,12,0.52,12.8,0,1,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,87,61.3,87,23,0,,7,1.54,27,30,-3,-0.13,+0.14,25.1,30.3,-5.2,-0.22,+0.23,0,0,2,0,0,0,0,0,0,127,0,0,,Big-5-European-Leagues,Big5,2019-2020
34,Yannis Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2,2,180,2.0,2,1.00,6,5,83.3,2,0,0,0,0.0,1,1,0,0,0.0,Matches,0,0,0,1.9,0.19,-0.1,-0.03,3,23,13.0,47,16,29.8,33.3,14,64.3,50.6,28,0,0.0,0,0.00,10.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.1,90,2,0,,26,3.00,4,2,+2,+1.00,+0.96,3.3,2.0,+1.2,+0.61,+0.91,0,0,0,0,0,0,0,0,0,13,0,0,,Big-5-European-Leagues,Big5,2019-2020
35,Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4,4,360,4.0,4,1.00,17,14,82.4,1,1,2,1,25.0,2,1,0,1,0.0,Matches,0,0,0,4.0,0.19,0.0,0.00,11,24,45.8,59,16,27.1,31.1,39,20.5,24.6,33,2,6.1,0,0.00,11.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.5,90,4,0,,34,1.00,3,4,-1,-0.25,-0.25,4.1,6.5,-2.4,-0.60,-0.21,0,0,0,0,0,0,0,0,0,13,0,0,,Big-5-European-Leagues,Big5,2019-2020
36,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31,31,2790,31.0,55,1.77,140,93,65.7,12,5,14,5,16.1,8,7,1,0,12.5,Matches,1,9,3,49.6,0.32,-2.4,-0.08,141,339,41.6,789,136,34.2,32.7,206,33.5,29.9,291,25,8.6,20,0.65,14.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02,90,81.6,90,31,0,,2,1.32,58,55,+3,+0.10,-0.33,48.5,51.6,-3.1,-0.10,+0.57,0,1,1,0,0,0,0,0,0,131,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
37,Angelo da Costa JÃºnior,br BRA,GK,Bologna,it Serie A,35,1983,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,Matches,0,0,0,0.9,0.46,-0.1,-0.08,2,4,50.0,24,4,16.7,28.1,4,0.0,17.5,3,0,0.0,1,1.00,18.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,37,1.00,1,1,0,0.00,+0.35,1.3,0.5,+0.8,+0.78,+0.85,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2019-2020
