player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Raul Zucchetti,2016-2017,Serie A,Ac Milan,Defender,Outfielder,18,Italy,484,25214,25621,,nan,,
Riccardo Montolivo,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,31,Italy,72440,3766916,3827773,,nan,,
Rodrigo Ely,2016-2017,Serie A,Ac Milan,Defender,Outfielder,22,Brazil,0,0,0,,nan,,
Suso,2016-2017,Serie A,Ac Milan,Midfielder,Outfielder,22,Spain,28972,1506586,1530926,,nan,,
Abdoulay Konko,2016-2017,Serie A,Atalanta,Defender,Outfielder,32,France,15343,797869,810759,,nan,,
Alberto Grassi,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,21,Italy,9213,479081,486822,,nan,,
Alberto Paloschi,2016-2017,Serie A,Atalanta,Forward,Outfielder,26,Italy,30704,1596639,1622434,,nan,,
Aleksandar Pesic,2016-2017,Serie A,Atalanta,Forward,Outfielder,24,Serbia,10754,559229,568264,,nan,,
Alessandro Bastoni,2016-2017,Serie A,Atalanta,Defender,Outfielder,17,Italy,900,46827,47584,,nan,,
Andrea Conti,2016-2017,Serie A,Atalanta,Defender,Outfielder,22,Italy,7671,398934,405379,,nan,,
Andrea Masiello,2016-2017,Serie A,Atalanta,Defender,Outfielder,30,Italy,9213,479081,486822,,nan,,
Andrea Petagna,2016-2017,Serie A,Atalanta,Forward,Outfielder,21,Italy,7671,398934,405379,,nan,,
Anthony Mounier,2016-2017,Serie A,Atalanta,Forward,Outfielder,28,France,15343,797869,810759,,nan,,
Berat Djimsiti,2016-2017,Serie A,Atalanta,Defender,Outfielder,23,Albania,0,0,0,,nan,,
Boukary Dramé,2016-2017,Serie A,Atalanta,Defender,Outfielder,30,Senegal,15343,797869,810759,,nan,,
Bryan Cabezas,2016-2017,Serie A,Atalanta,Forward,Outfielder,19,Ecuador,6147,319688,324852,,nan,,
Bryan Cristante,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,21,Italy,12278,638475,648790,,nan,,
Carlos Carmona,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,29,Chile,0,0,0,,nan,,
Christian Capone,2016-2017,Serie A,Atalanta,Forward,Outfielder,17,Italy,1073,55832,56735,,nan,,
Cristian Raimondi,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,35,Italy,6147,319688,324852,,nan,,
Davide Bassi,2016-2017,Serie A,Atalanta,Goalkeeper,Goalkeeper,31,Italy,0,0,0,,nan,,
Davide Brivio,2016-2017,Serie A,Atalanta,Defender,Outfielder,28,Italy,10754,559229,568264,,nan,,
Emanuele Suagher,2016-2017,Serie A,Atalanta,Defender,Outfielder,23,Italy,0,0,0,,nan,,
Emmanuel Latte Lath,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,17,Cote d'Ivoire,0,0,0,,nan,,
Ervin Zukanovic,2016-2017,Serie A,Atalanta,Defender,Outfielder,29,Bosnia-Herzegovina,24556,1276951,1297581,,nan,,
Etrit Berisha,2016-2017,Serie A,Atalanta,Goalkeeper,Goalkeeper,27,Albania,15343,797869,810759,,nan,,
Filippo Melegoni,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,17,Italy,1073,55832,56735,,nan,,
Francesco Rossi,2016-2017,Serie A,Atalanta,Goalkeeper,Goalkeeper,25,Italy,484,25214,25621,,nan,,
Franck Kessié,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,19,Cote d'Ivoire,7896,410641,417275,,nan,,
Giulio Migliaccio,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,35,Italy,6147,319688,324852,,nan,,
Guglielmo Stendardo,2016-2017,Serie A,Atalanta,Defender,Outfielder,35,Italy,18408,957263,972728,,nan,,
Guido Marilungo,2016-2017,Serie A,Atalanta,Forward,Outfielder,26,Italy,6147,319688,324852,,nan,,
Hans Hateboer,2016-2017,Serie A,Atalanta,Defender,Outfielder,22,Netherlands,8901,462872,470350,,nan,,
Jasmin Kurtic,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,27,Slovenia,12278,638475,648790,,nan,,
Leonardo Spinazzola,2016-2017,Serie A,Atalanta,Defender,Outfielder,23,Italy,6147,319688,324852,,nan,,
Marco D'Alessandro,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,25,Italy,10754,559229,568264,,nan,,
Marco Sportiello,2016-2017,Serie A,Atalanta,Goalkeeper,Goalkeeper,24,Italy,15343,797869,810759,,nan,,
Mattia Caldara,2016-2017,Serie A,Atalanta,Defender,Outfielder,22,Italy,20019,1041012,1057830,,nan,,
Mauricio Pinilla,2016-2017,Serie A,Atalanta,Forward,Outfielder,32,Chile,27621,1436345,1459550,,nan,,
Papu Gómez,2016-2017,Serie A,Atalanta,Forward,Outfielder,28,Argentina,0,0,0,,nan,,
Pierluigi Gollini,2016-2017,Serie A,Atalanta,Goalkeeper,Goalkeeper,21,Italy,10009,520506,528915,,nan,,
Rafael Tolói,2016-2017,Serie A,Atalanta,Defender,Outfielder,25,Brazil,21716,1129264,1147508,,nan,,
Remo Freuler,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,24,Switzerland,9213,479081,486822,,nan,,
Riccardo Gatti,2016-2017,Serie A,Atalanta,Defender,Outfielder,19,Italy,416,21612,21962,,nan,,
Roberto Gagliardini,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,22,Italy,4606,239540,243410,,nan,,
Roberto Taliento,2016-2017,Serie A,Atalanta,Goalkeeper,Goalkeeper,16,Italy,225,11706,11896,,nan,,
Salvatore Molina,2016-2017,Serie A,Atalanta,Midfielder,Outfielder,24,Italy,2615,135980,138176,,nan,,
Stefano Mazzini,2016-2017,Serie A,Atalanta,Goalkeeper,Goalkeeper,17,Italy,225,11706,11896,,nan,,
Aaron Mattia Tabacchi,2016-2017,Serie A,Bologna,Forward,Outfielder,18,Italy,0,0,0,,nan,,
Adam Masina,2016-2017,Serie A,Bologna,Defender,Outfielder,22,Italy,12278,638475,648790,,nan,,
Alessandro Bianconi,2016-2017,Serie A,Bologna,Defender,Outfielder,17,Italy,225,11706,11896,,nan,,
Alex Ferrari,2016-2017,Serie A,Bologna,Defender,Outfielder,22,Italy,0,0,0,,nan,,
Alfred Gomis,2016-2017,Serie A,Bologna,Goalkeeper,Goalkeeper,22,Senegal,0,0,0,,nan,,
Amadou Diawara,2016-2017,Serie A,Bologna,Midfielder,Outfielder,18,Guinea,36835,1915427,1946372,,nan,,
Angelo da Costa,2016-2017,Serie A,Bologna,Goalkeeper,Goalkeeper,32,Brazil,0,0,0,,nan,,
Anthony Mounier,2016-2017,Serie A,Bologna,Forward,Outfielder,28,France,15343,797869,810759,,nan,,
Antonio Mirante,2016-2017,Serie A,Bologna,Goalkeeper,Goalkeeper,32,Italy,27621,1436345,1459550,,nan,,
Archimede Morleo,2016-2017,Serie A,Bologna,Defender,Outfielder,32,Italy,0,0,0,,nan,,
Blerim Dzemaili,2016-2017,Serie A,Bologna,Midfielder,Outfielder,30,Switzerland,30704,1596639,1622434,,nan,,
Bruno Petkovic,2016-2017,Serie A,Bologna,Forward,Outfielder,21,Croatia,3446,179205,182100,,nan,,
Daniele Gastaldello,2016-2017,Serie A,Bologna,Defender,Outfielder,33,Italy,27621,1436345,1459550,,nan,,
Deian Boldor,2016-2017,Serie A,Bologna,Defender,Outfielder,21,Romania,0,0,0,,nan,,
Domenico Maietta,2016-2017,Serie A,Bologna,Defender,Outfielder,33,Italy,18408,957263,972728,,nan,,
Emanuele Monari,2016-2017,Serie A,Bologna,Goalkeeper,Goalkeeper,18,Italy,225,11706,11896,,nan,,
Emil Krafth,2016-2017,Serie A,Bologna,Defender,Outfielder,21,Sweden,9213,479081,486822,,nan,,
Erick Pulgar,2016-2017,Serie A,Bologna,Midfielder,Outfielder,22,Chile,10754,559229,568264,,nan,,
Fabrizio Brignani,2016-2017,Serie A,Bologna,Defender,Outfielder,18,Italy,138,7204,7320,,nan,,
Federico Di Francesco,2016-2017,Serie A,Bologna,Forward,Outfielder,22,Italy,10754,559229,568264,,nan,,
Federico Ravaglia,2016-2017,Serie A,Bologna,Goalkeeper,Goalkeeper,16,Italy,225,11706,11896,,nan,,
Federico Viviani,2016-2017,Serie A,Bologna,Midfielder,Outfielder,24,Italy,12278,638475,648790,,nan,,
Filip Helander,2016-2017,Serie A,Bologna,Defender,Outfielder,23,Sweden,7671,398934,405379,,nan,,
Franco Brienza,2016-2017,Serie A,Bologna,Midfielder,Outfielder,37,Italy,0,0,0,,nan,,
Gianluca Frabotta,2016-2017,Serie A,Bologna,Defender,Outfielder,17,Italy,225,11706,11896,,nan,,
Giordano Trovade,2016-2017,Serie A,Bologna,Midfielder,Outfielder,18,Italy,225,11706,11896,,nan,,
Godfred Donsah,2016-2017,Serie A,Bologna,Midfielder,Outfielder,20,Ghana,15343,797869,810759,,nan,,
Ibrahima Mbaye,2016-2017,Serie A,Bologna,Defender,Outfielder,21,Senegal,15343,797869,810759,,nan,,
Juan Manuel Valencia,2016-2017,Serie A,Bologna,Midfielder,Outfielder,18,Colombia,0,0,0,,nan,,
Ladislav Krejci,2016-2017,Serie A,Bologna,Forward,Outfielder,23,Czech Republic,13802,717722,729317,,nan,,
Lorenzo Crisetig,2016-2017,Serie A,Bologna,Midfielder,Outfielder,23,Italy,15343,797869,810759,,nan,,
Luca Ceccarelli,2016-2017,Serie A,Bologna,Defender,Outfielder,33,Italy,0,0,0,,nan,,
Luca Rizzo,2016-2017,Serie A,Bologna,Midfielder,Outfielder,24,Italy,10754,559229,568264,,nan,,
Luca Rossettini,2016-2017,Serie A,Bologna,Defender,Outfielder,31,Italy,18408,957263,972728,,nan,,
Marios Oikonomou,2016-2017,Serie A,Bologna,Defender,Outfielder,23,Greece,10754,559229,568264,,nan,,
Mattia Cozzari,2016-2017,Serie A,Bologna,Midfielder,Outfielder,17,Italy,225,11706,11896,,nan,,
Mattia Destro,2016-2017,Serie A,Bologna,Forward,Outfielder,25,Italy,55243,2872690,2919100,,nan,,
Mouhamadou Sarr,2016-2017,Serie A,Bologna,Goalkeeper,Goalkeeper,19,Senegal,1454,75644,76866,,nan,,
Nicolò Cherubin,2016-2017,Serie A,Bologna,Defender,Outfielder,29,Italy,0,0,0,,nan,,
Orji Okwonkwo,2016-2017,Serie A,Bologna,Forward,Outfielder,18,Nigeria,3411,177404,180270,,nan,,
Robert Acquafresca,2016-2017,Serie A,Bologna,Forward,Outfielder,28,Italy,0,0,0,,nan,,
Saphir Taider,2016-2017,Serie A,Bologna,Midfielder,Outfielder,24,Algeria,0,0,0,,nan,,
Sergio Floccari,2016-2017,Serie A,Bologna,Forward,Outfielder,34,Italy,0,0,0,,nan,,
Simone Verdi,2016-2017,Serie A,Bologna,Midfielder,Outfielder,23,Italy,9213,479081,486822,,nan,,
Umar Sadiq,2016-2017,Serie A,Bologna,Forward,Outfielder,19,Nigeria,7671,398934,405379,,nan,,
Vasilios Torosidis,2016-2017,Serie A,Bologna,Defender,Outfielder,31,Greece,0,0,0,,nan,,
Vincenzo Silvestro,2016-2017,Serie A,Bologna,Midfielder,Outfielder,17,Italy,225,11706,11896,,nan,,
Ádám Nagy,2016-2017,Serie A,Bologna,Midfielder,Outfielder,21,Hungary,15343,797869,810759,,nan,,
Alessandro Deiola,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,20,Italy,1489,77445,78696,,nan,,
Andrea Cadili,2016-2017,Serie A,Cagliari,Defender,Outfielder,17,Italy,225,11706,11896,,nan,,
Andrea Mastino,2016-2017,Serie A,Cagliari,Defender,Outfielder,16,Italy,225,11706,11896,,nan,,
Artur Ionita,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,25,Moldova,12278,638475,648790,,nan,,
Bartosz Salamon,2016-2017,Serie A,Cagliari,Defender,Outfielder,25,Poland,9213,479081,486822,,nan,,
Bruno Alves,2016-2017,Serie A,Cagliari,Defender,Outfielder,34,Portugal,24556,1276951,1297581,,nan,,
Daniele Dessena,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,29,Italy,12278,638475,648790,,nan,,
Davide Arras,2016-2017,Serie A,Cagliari,Forward,Outfielder,18,Italy,138,7204,7320,,nan,,
Davide Di Gennaro,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,28,Italy,9213,479081,486822,,nan,,
Diego Farias,2016-2017,Serie A,Cagliari,Forward,Outfielder,26,Brazil,12278,638475,648790,,nan,,
Fabio Pisacane,2016-2017,Serie A,Cagliari,Defender,Outfielder,30,Italy,6147,319688,324852,,nan,,
Federico Melchiorri,2016-2017,Serie A,Cagliari,Forward,Outfielder,29,Italy,12278,638475,648790,,nan,,
Federico Serra,2016-2017,Serie A,Cagliari,Forward,Outfielder,18,Italy,553,28816,29282,,nan,,
Gabriel,2016-2017,Serie A,Cagliari,Goalkeeper,Goalkeeper,23,Brazil,23188,1205809,1225289,,nan,,
Gianni Munari,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,33,Italy,0,0,0,,nan,,
Illia Briukhov,2016-2017,Serie A,Cagliari,Defender,Outfielder,17,Ukraine,225,11706,11896,,nan,,
João Pedro,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,24,Brazil,10754,559229,568264,,nan,,
Kwang-Song Han,2016-2017,Serie A,Cagliari,Forward,Outfielder,17,North Korea,0,0,0,,nan,,
Luca Bittante,2016-2017,Serie A,Cagliari,Defender,Outfielder,22,Italy,0,0,0,,nan,,
Luca Ceppitelli,2016-2017,Serie A,Cagliari,Defender,Outfielder,26,Italy,10754,559229,568264,,nan,,
Luca Crosta,2016-2017,Serie A,Cagliari,Goalkeeper,Goalkeeper,18,Italy,225,11706,11896,,nan,,
Luka Krajnc,2016-2017,Serie A,Cagliari,Defender,Outfielder,21,Slovenia,0,0,0,,nan,,
Marco Borriello,2016-2017,Serie A,Cagliari,Forward,Outfielder,34,Italy,30704,1596639,1622434,,nan,,
Marco Capuano,2016-2017,Serie A,Cagliari,Defender,Outfielder,24,Italy,6147,319688,324852,,nan,,
Marco Sau,2016-2017,Serie A,Cagliari,Forward,Outfielder,28,Italy,12278,638475,648790,,nan,,
Marco Storari,2016-2017,Serie A,Cagliari,Goalkeeper,Goalkeeper,39,Italy,24556,1276951,1297581,,nan,,
Marko Pajac,2016-2017,Serie A,Cagliari,Defender,Outfielder,23,Croatia,0,0,0,,nan,,
Matias Antonini,2016-2017,Serie A,Cagliari,Defender,Outfielder,18,Brazil,0,0,0,,nan,,
Matteo Volteggi,2016-2017,Serie A,Cagliari,Defender,Outfielder,18,Italy,225,11706,11896,,nan,,
Mauricio Isla,2016-2017,Serie A,Cagliari,Defender,Outfielder,28,Chile,21474,1116657,1134697,,nan,,
Mirko Bizzi,2016-2017,Serie A,Cagliari,Goalkeeper,Goalkeeper,16,Italy,225,11706,11896,,nan,,
Niccolò Giannetti,2016-2017,Serie A,Cagliari,Forward,Outfielder,25,Italy,0,0,0,,nan,,
Nicholas Pennington,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,17,Italy,225,11706,11896,,nan,,
Nicola Murru,2016-2017,Serie A,Cagliari,Defender,Outfielder,21,Italy,9213,479081,486822,,nan,,
Nicolò Barella,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,19,Italy,3065,159393,161969,,nan,,
Panagiotis Tachtsidis,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,25,Greece,12278,638475,648790,,nan,,
Paolo Faragò,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,23,Italy,3307,172001,174780,,nan,,
Rafael,2016-2017,Serie A,Cagliari,Goalkeeper,Goalkeeper,34,Brazil,4606,239540,243410,,nan,,
Riccardo Daga,2016-2017,Serie A,Cagliari,Goalkeeper,Goalkeeper,16,Italy,225,11706,11896,,nan,,
Riccardo Taccori,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,18,Italy,225,11706,11896,,nan,,
Roberto Biancu,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,16,Italy,225,11706,11896,,nan,,
Roberto Colombo,2016-2017,Serie A,Cagliari,Goalkeeper,Goalkeeper,40,Italy,4606,239540,243410,,nan,,
Senna Miangue,2016-2017,Serie A,Cagliari,Defender,Outfielder,19,Belgium,2459,127875,129941,,nan,,
Simone Padoin,2016-2017,Serie A,Cagliari,Midfielder,Outfielder,32,Italy,21474,1116657,1134697,,nan,,
Vasco da Cunha,2016-2017,Serie A,Cagliari,Defender,Outfielder,16,Portugal,0,0,0,,nan,,
Víctor Ibarbo,2016-2017,Serie A,Cagliari,Forward,Outfielder,26,Colombia,21820,1134667,1152998,,nan,,
Alessandro Confente,2016-2017,Serie A,Chievo Verona,Goalkeeper,Goalkeeper,18,Italy,225,11706,11896,,nan,,
Alessandro Gamberini,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,34,Italy,9213,479081,486822,,nan,,
Andrea Isufaj,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,16,Italy,138,7204,7320,,nan,,
Andrea Seculin,2016-2017,Serie A,Chievo Verona,Goalkeeper,Goalkeeper,25,Italy,6147,319688,324852,,nan,,
Antonio Floro Flores,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,33,Italy,0,0,0,,nan,,
Bostjan Cesar,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,33,Slovenia,11672,606957,616763,,nan,,
Cesare Pogliano,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,18,Italy,225,11706,11896,,nan,,
Dario Dainelli,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,37,Italy,9213,479081,486822,,nan,,
Edoardo Sbampato,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,18,Italy,225,11706,11896,,nan,,
Emanuel Vignato,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,15,Italy,225,11706,11896,,nan,,
Fabio Depaoli,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,19,Italy,1350,70241,71376,,nan,,
Fabrizio Cacciatore,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,29,Italy,9213,479081,486822,,nan,,
Filippo Costa,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,21,Italy,0,0,0,,nan,,
Filippo Damian,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,20,Italy,1973,102660,104319,,nan,,
Filippo Pavoni,2016-2017,Serie A,Chievo Verona,Goalkeeper,Goalkeeper,16,Italy,225,11706,11896,,nan,,
Gennaro Sardo,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,37,Italy,6147,319688,324852,,nan,,
Ivan Radovanovic,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,27,Serbia,10130,526810,535320,,nan,,
Jonathan de Guzmán,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,28,Netherlands,21474,1116657,1134697,,nan,,
Lamin Jallow,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,20,The Gambia,0,0,0,,nan,,
Lucas Castro,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,27,Argentina,9213,479081,486822,,nan,,
Mariano Izco,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,33,Argentina,9213,479081,486822,,nan,,
Massimo Gobbi,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,35,Italy,6147,319688,324852,,nan,,
Michele Troiani,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,19,Italy,1835,95456,96997,,nan,,
Mohamed Rabbas,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,16,Morocco,225,11706,11896,,nan,,
N'Diaye Djiby,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,22,Senegal,2078,108063,109809,,nan,,
Ngissah Bismark,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,18,Ghana,0,0,0,,nan,,
Nicola Rigoni,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,25,Italy,6147,319688,324852,,nan,,
Nicolas Frey,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,32,France,7671,398934,405379,,nan,,
Nicolás Spolli,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,33,Argentina,6147,319688,324852,,nan,,
Paul-José Mpoku,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,24,Democratic Republic of Congo,0,0,0,,nan,,
Perparim Hetemaj,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,29,Finland,9213,479081,486822,,nan,,
Raul Oprut,2016-2017,Serie A,Chievo Verona,Defender,Outfielder,18,Romania,225,11706,11896,,nan,,
Riccardo Meggiorini,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,30,Italy,16884,878016,892201,,nan,,
Roberto Inglese,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,24,Italy,6147,319688,324852,,nan,,
Samuel Bastien,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,19,Belgium,3065,159393,161969,,nan,,
Serge Gakpé,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,29,Togo,15343,797869,810759,,nan,,
Sergio Pellissier,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,37,Italy,10754,559229,568264,,nan,,
Sofian Kiyine,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,18,Morocco,225,11706,11896,,nan,,
Stefano Sorrentino,2016-2017,Serie A,Chievo Verona,Goalkeeper,Goalkeeper,37,Italy,15343,797869,810759,,nan,,
Valter Birsa,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,29,Slovenia,18408,957263,972728,,nan,,
Victor da Silva,2016-2017,Serie A,Chievo Verona,Forward,Outfielder,21,Brazil,0,0,0,,nan,,
Vittorio Parigini,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,20,Italy,0,0,0,,nan,,
Walter Bressan,2016-2017,Serie A,Chievo Verona,Goalkeeper,Goalkeeper,35,Italy,3065,159393,161969,,nan,,
Yusupha Bobb,2016-2017,Serie A,Chievo Verona,Midfielder,Outfielder,20,The Gambia,0,0,0,,nan,,
Adrian Stoian,2016-2017,Serie A,Crotone,Forward,Outfielder,25,Romania,7671,398934,405379,,nan,,
Aleandro Rosi,2016-2017,Serie A,Crotone,Defender,Outfielder,29,Italy,10754,559229,568264,,nan,,
Aleksandar Tonev,2016-2017,Serie A,Crotone,Forward,Outfielder,26,Bulgaria,9213,479081,486822,,nan,,
Alex Cordaz,2016-2017,Serie A,Crotone,Goalkeeper,Goalkeeper,33,Italy,6147,319688,324852,,nan,,
Andrea Barberis,2016-2017,Serie A,Crotone,Midfielder,Outfielder,22,Italy,4606,239540,243410,,nan,,
Andrea Mazzarani,2016-2017,Serie A,Crotone,Midfielder,Outfielder,26,Italy,0,0,0,,nan,,
Andrea Nalini,2016-2017,Serie A,Crotone,Midfielder,Outfielder,26,Italy,5524,287269,291910,,nan,,
Andrej Kotnik,2016-2017,Serie A,Crotone,Forward,Outfielder,20,Slovenia,311,16209,16471,,nan,,
Aniello Salzano,2016-2017,Serie A,Crotone,Midfielder,Outfielder,24,Italy,0,0,0,,nan,,
Aniello Viscovo,2016-2017,Serie A,Crotone,Goalkeeper,Goalkeeper,17,Italy,814,42324,43008,,nan,,
Bruno Martella,2016-2017,Serie A,Crotone,Defender,Outfielder,23,Italy,7671,398934,405379,,nan,,
Cazim Suljic,2016-2017,Serie A,Crotone,Midfielder,Outfielder,19,Bosnia-Herzegovina,658,34220,34773,,nan,,
Claiton,2016-2017,Serie A,Crotone,Defender,Outfielder,31,Brazil,7671,398934,405379,,nan,,
Diego Falcinelli,2016-2017,Serie A,Crotone,Forward,Outfielder,25,Italy,5819,302578,307466,,nan,,
Djamel Mesbah,2016-2017,Serie A,Crotone,Defender,Outfielder,31,Algeria,2476,128775,130856,,nan,,
Eddy Gnahoré,2016-2017,Serie A,Crotone,Midfielder,Outfielder,22,France,0,0,0,,nan,,
Federico Ceccherini,2016-2017,Serie A,Crotone,Defender,Outfielder,24,Italy,7671,398934,405379,,nan,,
Gian Marco Ferrari,2016-2017,Serie A,Crotone,Defender,Outfielder,24,Italy,9213,479081,486822,,nan,,
Giuseppe Borello,2016-2017,Serie A,Crotone,Midfielder,Outfielder,17,Italy,225,11706,11896,,nan,,
Giuseppe Cuomo,2016-2017,Serie A,Crotone,Defender,Outfielder,18,Italy,225,11706,11896,,nan,,
Giuseppe Zampano,2016-2017,Serie A,Crotone,Defender,Outfielder,22,Italy,0,0,0,,nan,,
Leonardo Capezzi,2016-2017,Serie A,Crotone,Midfielder,Outfielder,21,Italy,7671,398934,405379,,nan,,
Lorenzo Crisetig,2016-2017,Serie A,Crotone,Midfielder,Outfielder,23,Italy,15343,797869,810759,,nan,,
Luca Bruno,2016-2017,Serie A,Crotone,Defender,Outfielder,19,Italy,1506,78346,79612,,nan,,
Manuel Nicoletti,2016-2017,Serie A,Crotone,Defender,Outfielder,17,Italy,1523,79246,80527,,nan,,
Marcello Trotta,2016-2017,Serie A,Crotone,Forward,Outfielder,23,Italy,2580,134178,136346,,nan,,
Marco Festa,2016-2017,Serie A,Crotone,Goalkeeper,Goalkeeper,24,Italy,3065,159393,161969,,nan,,
Marcus Rohdén,2016-2017,Serie A,Crotone,Midfielder,Outfielder,25,Sweden,10754,559229,568264,,nan,,
Mario Sampirisi,2016-2017,Serie A,Crotone,Defender,Outfielder,23,Italy,6147,319688,324852,,nan,,
Maxwell Acosty,2016-2017,Serie A,Crotone,Midfielder,Outfielder,24,Ghana,2909,151289,153733,,nan,,
Nicolò Fazzi,2016-2017,Serie A,Crotone,Midfielder,Outfielder,21,Italy,0,0,0,,nan,,
Noë Dussenne,2016-2017,Serie A,Crotone,Defender,Outfielder,24,Belgium,0,0,0,,nan,,
