player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Baptiste Valette,2018-2019,Ligue 1,Nimes,Goalkeeper,Goalkeeper,25,France,2476,128775,129389,,nan,,
Clément Depres,2018-2019,Ligue 1,Nimes,Forward,Outfielder,23,France,1870,97257,97721,,nan,,
Denis Bouanga,2018-2019,Ligue 1,Nimes,Forward,Outfielder,23,Gabon,6009,312483,313972,,nan,,
Faitout Maouassa,2018-2019,Ligue 1,Nimes,Defender,Outfielder,19,France,14494,753743,757334,,nan,,
Florian Miguel,2018-2019,Ligue 1,Nimes,Defender,Outfielder,21,France,4554,236839,237967,,nan,,
Féthi Harek,2018-2019,Ligue 1,Nimes,Defender,Outfielder,35,Algeria,3515,182807,183678,,nan,,
Gaëtan Paquiez,2018-2019,Ligue 1,Nimes,Defender,Outfielder,24,France,2268,117969,118531,,nan,,
Hervé Lybohy,2018-2019,Ligue 1,Nimes,Defender,Outfielder,34,Cote d'Ivoire,1870,97257,97721,,nan,,
Jordan Ferri,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,26,France,27604,1435444,1442284,,nan,,
Kévin Denkey,2018-2019,Ligue 1,Nimes,Forward,Outfielder,17,Togo,0,0,0,,nan,,
Loïck Landre,2018-2019,Ligue 1,Nimes,Defender,Outfielder,26,France,7256,377322,379120,,nan,,
Lucas Buades,2018-2019,Ligue 1,Nimes,Defender,Outfielder,20,France,588,30618,30763,,nan,,
Lucas Dias,2018-2019,Ligue 1,Nimes,Goalkeeper,Goalkeeper,19,France,0,0,0,,nan,,
Martin Sourzac,2018-2019,Ligue 1,Nimes,Goalkeeper,Goalkeeper,26,France,4069,211624,212633,,nan,,
Mustapha Diallo,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,32,Senegal,8277,430453,432504,,nan,,
Panagiotis Vlachodimos,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,26,Greece,3515,182807,183678,,nan,,
Paul Bernardoni,2018-2019,Ligue 1,Nimes,Goalkeeper,Goalkeeper,21,France,6320,328693,330259,,nan,,
Pierrick Valdivia,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,30,France,4762,247645,248825,,nan,,
Rachid Alioui,2018-2019,Ligue 1,Nimes,Forward,Outfielder,26,Morocco,5801,301677,303114,,nan,,
Renaud Ripart,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,25,France,4381,227834,228920,,nan,,
Sada Thioub,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,23,Senegal,3099,161194,161963,,nan,,
Sami Ben Amar,2018-2019,Ligue 1,Nimes,Forward,Outfielder,20,Morocco,2009,104461,104959,,nan,,
Sofiane Alakouch,2018-2019,Ligue 1,Nimes,Defender,Outfielder,19,France,3775,196315,197251,,nan,,
Theo Valls,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,22,France,5281,274661,275970,,nan,,
Théo Sainte-Luce,2018-2019,Ligue 1,Nimes,Defender,Outfielder,19,France,900,46827,47050,,nan,,
Téji Savanier,2018-2019,Ligue 1,Nimes,Midfielder,Outfielder,26,France,5178,269258,270541,,nan,,
Umut Bozok,2018-2019,Ligue 1,Nimes,Forward,Outfielder,21,Turkey,5178,269258,270541,,nan,,
Adrien Rabiot,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,23,France,51780,2692584,2705414,,nan,,
Alphonse Areola,2018-2019,Ligue 1,Psg,Goalkeeper,Goalkeeper,25,France,31414,1633561,1641345,,nan,,
Antoine Bernede,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,19,France,2649,137781,138437,,nan,,
Arthur Zagre,2018-2019,Ligue 1,Psg,Defender,Outfielder,16,France,0,0,0,,nan,,
Azzeddine Toufiqui,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,19,France,2181,113466,114007,,nan,,
Christopher Nkunku,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,20,France,20158,1048216,1053211,,nan,,
Colin Dagba,2018-2019,Ligue 1,Psg,Defender,Outfielder,19,France,2598,135079,135723,,nan,,
Dani Alves,2018-2019,Ligue 1,Psg,Defender,Outfielder,35,Brazil,144968,7538336,7574256,,nan,,
Edinson Cavani,2018-2019,Ligue 1,Psg,Forward,Outfielder,31,Uruguay,318943,16585061,16664088,,nan,,
Eric Maxim Choupo-Moting,2018-2019,Ligue 1,Psg,Forward,Outfielder,29,Cameroon,40523,2107240,2117281,,nan,,
Gianluigi Buffon,2018-2019,Ligue 1,Psg,Goalkeeper,Goalkeeper,40,Italy,144968,7538336,7574256,,nan,,
Giovani Lo Celso,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,22,Argentina,0,0,0,,nan,,
Grzegorz Krychowiak,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,28,Poland,0,0,0,,nan,,
Isaac Hemans,2018-2019,Ligue 1,Psg,Defender,Outfielder,21,Ghana,917,47728,47955,,nan,,
Jesé,2018-2019,Ligue 1,Psg,Forward,Outfielder,25,Spain,46048,2394509,2405918,,nan,,
Juan Bernat,2018-2019,Ligue 1,Psg,Defender,Outfielder,25,Spain,86589,4502650,4524105,,nan,,
Julian Draxler,2018-2019,Ligue 1,Psg,Forward,Outfielder,24,Germany,124256,6461302,6492090,,nan,,
Kevin Trapp,2018-2019,Ligue 1,Psg,Goalkeeper,Goalkeeper,27,Germany,0,0,0,,nan,,
Kylian Mbappé,2018-2019,Ligue 1,Psg,Forward,Outfielder,19,France,322857,16788580,16868578,,nan,,
Kévin Rimane,2018-2019,Ligue 1,Psg,Defender,Outfielder,27,French Guiana,0,0,0,,nan,,
Lassana Diarra,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,33,France,69029,3589512,3606616,,nan,,
Layvin Kurzawa,2018-2019,Ligue 1,Psg,Defender,Outfielder,25,France,103907,5403180,5428926,,nan,,
Leandro Paredes,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,24,Argentina,59313,3084315,3099011,,nan,,
Loïc Mbe Soh,2018-2019,Ligue 1,Psg,Defender,Outfielder,17,France,3307,172001,172820,,nan,,
Marco Verratti,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,25,Italy,124256,6461302,6492090,,nan,,
Marquinhos,2018-2019,Ligue 1,Psg,Defender,Outfielder,24,Brazil,230310,11976148,12033215,,nan,,
Metehan Güclü,2018-2019,Ligue 1,Psg,Forward,Outfielder,19,Turkey,0,0,0,,nan,,
Moussa Diaby,2018-2019,Ligue 1,Psg,Forward,Outfielder,18,France,8589,446662,448790,,nan,,
Neymar,2018-2019,Ligue 1,Psg,Forward,Outfielder,26,Brazil,635202,33030539,33187930,,nan,,
Presnel Kimpembe,2018-2019,Ligue 1,Psg,Defender,Outfielder,22,France,125658,6534245,6565381,,nan,,
Rémy Descamps,2018-2019,Ligue 1,Psg,Goalkeeper,Goalkeeper,22,France,0,0,0,,nan,,
Stanley Nsoki,2018-2019,Ligue 1,Psg,Defender,Outfielder,19,France,9455,491689,494032,,nan,,
Sébastien Cibois,2018-2019,Ligue 1,Psg,Goalkeeper,Goalkeeper,20,France,2112,109864,110387,,nan,,
Thiago Silva,2018-2019,Ligue 1,Psg,Defender,Outfielder,33,Brazil,275458,14323830,14392083,,nan,,
Thilo Kehrer,2018-2019,Ligue 1,Psg,Defender,Outfielder,21,Germany,86589,4502650,4524105,,nan,,
Thomas Meunier,2018-2019,Ligue 1,Psg,Defender,Outfielder,26,Belgium,53840,2799747,2813088,,nan,,
Timothy Weah,2018-2019,Ligue 1,Psg,Forward,Outfielder,18,United States,6200,322389,323926,,nan,,
Ángel Di María,2018-2019,Ligue 1,Psg,Forward,Outfielder,30,Argentina,230310,11976148,12033215,,nan,,
Éric Ebimbe,2018-2019,Ligue 1,Psg,Midfielder,Outfielder,17,France,0,0,0,,nan,,
Abdul Rahman Baba,2018-2019,Ligue 1,Reims,Defender,Outfielder,23,Ghana,17318,900530,904821,,nan,,
Alaixys Romao,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,34,Togo,9472,492589,494936,,nan,,
Aly Ndom,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,22,France,5714,297174,298590,,nan,,
Arbër Zeneli,2018-2019,Ligue 1,Reims,Forward,Outfielder,23,Kosovo,15187,789764,793528,,nan,,
Axel Disasi,2018-2019,Ligue 1,Reims,Defender,Outfielder,20,France,3965,206221,207203,,nan,,
Björn Engels,2018-2019,Ligue 1,Reims,Defender,Outfielder,23,Belgium,18010,936551,941014,,nan,,
Boulaye Dia,2018-2019,Ligue 1,Reims,Forward,Outfielder,21,France,2337,121571,122150,,nan,,
Edouard Mendy,2018-2019,Ligue 1,Reims,Goalkeeper,Goalkeeper,26,Senegal,7152,371918,373691,,nan,,
Ghislain Konan,2018-2019,Ligue 1,Reims,Defender,Outfielder,22,Cote d'Ivoire,8277,430453,432504,,nan,,
Grejohn Kyei,2018-2019,Ligue 1,Reims,Forward,Outfielder,22,France,0,0,0,,nan,,
Grégory Berthier,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,22,France,0,0,0,,nan,,
Hassane Kamara,2018-2019,Ligue 1,Reims,Defender,Outfielder,24,France,6719,349405,351070,,nan,,
Hyun-jun Suk,2018-2019,Ligue 1,Reims,Forward,Outfielder,27,South Korea,15742,818581,822481,,nan,,
Johann Carrasso,2018-2019,Ligue 1,Reims,Goalkeeper,Goalkeeper,30,France,7031,365615,367357,,nan,,
Lenny Vallier,2018-2019,Ligue 1,Reims,Defender,Outfielder,19,France,0,0,0,,nan,,
Marvin Martin,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,30,France,9403,488987,491317,,nan,,
Mathieu Cafaro,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,21,France,3446,179205,180059,,nan,,
Moreto Cassamá,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,20,Guinea-Bissau,3324,172901,173725,,nan,,
Moussa Bana,2018-2019,Ligue 1,Reims,Defender,Outfielder,20,Cameroon,0,0,0,,nan,,
Moussa Doumbia,2018-2019,Ligue 1,Reims,Forward,Outfielder,23,Mali,4658,242242,243397,,nan,,
Nicolas Lemaître,2018-2019,Ligue 1,Reims,Goalkeeper,Goalkeeper,21,France,692,36021,36193,,nan,,
Nolan Mbemba,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,23,France,6857,356609,358309,,nan,,
Pablo Chavarría,2018-2019,Ligue 1,Reims,Forward,Outfielder,30,Argentina,12954,673596,676805,,nan,,
Patrick Bahanack,2018-2019,Ligue 1,Reims,Defender,Outfielder,20,Cameroon,1904,99058,99530,,nan,,
Romain Métanire,2018-2019,Ligue 1,Reims,Defender,Outfielder,28,Madagascar,3151,163896,164677,,nan,,
Ryan Bouallak,2018-2019,Ligue 1,Reims,Goalkeeper,Goalkeeper,18,France,778,40523,40716,,nan,,
Rémi Oudin,2018-2019,Ligue 1,Reims,Forward,Outfielder,21,France,5836,303478,304924,,nan,,
Sambou Sissoko,2018-2019,Ligue 1,Reims,Defender,Outfielder,19,France,2164,112566,113102,,nan,,
Sheyi Ojo,2018-2019,Ligue 1,Reims,Forward,Outfielder,21,England,12538,651983,655090,,nan,,
Thomas Foket,2018-2019,Ligue 1,Reims,Defender,Outfielder,23,Belgium,9905,515103,517558,,nan,,
Thomas Fontaine,2018-2019,Ligue 1,Reims,Defender,Outfielder,27,Madagascar,8364,434955,437028,,nan,,
Tristan Dingomé,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,27,France,4658,242242,243397,,nan,,
Virgile Piechocki,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,21,France,2199,114367,114912,,nan,,
Virgile Pinson,2018-2019,Ligue 1,Reims,Forward,Outfielder,22,France,796,41424,41621,,nan,,
Xavier Chavalerin,2018-2019,Ligue 1,Reims,Midfielder,Outfielder,27,France,9022,469176,471412,,nan,,
Yohan Roche,2018-2019,Ligue 1,Reims,Defender,Outfielder,20,France,0,0,0,,nan,,
Yunis Abdelhamid,2018-2019,Ligue 1,Reims,Defender,Outfielder,30,Morocco,8763,455668,457839,,nan,,
Abdoulaye Diallo,2018-2019,Ligue 1,Rennes,Goalkeeper,Goalkeeper,26,Senegal,5628,292672,294067,,nan,,
Adrien Hunou,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,24,France,13992,727628,731095,,nan,,
Armand Laurienté,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,19,France,2095,108964,109483,,nan,,
Benjamin André,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,27,France,16573,861807,865913,,nan,,
Benjamin Bourigeaud,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,24,France,15326,796969,800766,,nan,,
Brandon,2018-2019,Ligue 1,Rennes,Forward,Outfielder,23,Spain,0,0,0,,nan,,
Clément Grenier,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,27,France,41891,2178382,2188762,,nan,,
Damien Da Silva,2018-2019,Ligue 1,Rennes,Defender,Outfielder,30,France,13455,699711,703045,,nan,,
Denis Will Poha,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,21,France,7723,401636,403550,,nan,,
Diafra Sakho,2018-2019,Ligue 1,Rennes,Forward,Outfielder,28,Senegal,0,0,0,,nan,,
Eduardo Camavinga,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,15,France,0,0,0,,nan,,
Edvinas Gertmonas,2018-2019,Ligue 1,Rennes,Goalkeeper,Goalkeeper,22,Lithuania,1108,57633,57908,,nan,,
Faitout Maouassa,2018-2019,Ligue 1,Rennes,Defender,Outfielder,19,France,14494,753743,757334,,nan,,
Georginio Rutter,2018-2019,Ligue 1,Rennes,Forward,Outfielder,16,France,1177,61236,61527,,nan,,
Gerzino Nyamsi,2018-2019,Ligue 1,Rennes,Defender,Outfielder,21,France,6286,326892,328450,,nan,,
Hamari Traoré,2018-2019,Ligue 1,Rennes,Defender,Outfielder,26,Mali,13161,684402,687663,,nan,,
Hatem Ben Arfa,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,31,France,62829,3267122,3282690,,nan,,
Isaac Matondo,2018-2019,Ligue 1,Rennes,Forward,Outfielder,19,France,1558,81047,81434,,nan,,
Ismaïla Sarr,2018-2019,Ligue 1,Rennes,Forward,Outfielder,20,Senegal,22772,1184196,1189839,,nan,,
Jakob Johansson,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,28,Sweden,16573,861807,865913,,nan,,
James Léa Siliki,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,22,France,9697,504296,506699,,nan,,
Jordan Siebatcheu,2018-2019,Ligue 1,Rennes,Forward,Outfielder,22,France,14494,753743,757334,,nan,,
Jordan Tell,2018-2019,Ligue 1,Rennes,Forward,Outfielder,21,France,0,0,0,,nan,,
Jérémy Gelin,2018-2019,Ligue 1,Rennes,Defender,Outfielder,21,France,11654,606056,608944,,nan,,
Lilian Brassier,2018-2019,Ligue 1,Rennes,Defender,Outfielder,18,France,917,47728,47955,,nan,,
Loïc Badiashile,2018-2019,Ligue 1,Rennes,Goalkeeper,Goalkeeper,20,France,5005,260253,261493,,nan,,
Ludovic Baal,2018-2019,Ligue 1,Rennes,Defender,Outfielder,32,French Guiana,13299,691607,694902,,nan,,
M'Baye Niang,2018-2019,Ligue 1,Rennes,Forward,Outfielder,23,Senegal,48056,2498970,2510878,,nan,,
Mehdi Zeffane,2018-2019,Ligue 1,Rennes,Defender,Outfielder,26,Algeria,9299,483584,485889,,nan,,
Mexer,2018-2019,Ligue 1,Rennes,Defender,Outfielder,29,Mozambique,13455,699711,703045,,nan,,
Namakoro Diallo,2018-2019,Ligue 1,Rennes,Defender,Outfielder,22,France,6269,325991,327545,,nan,,
Nicolas Janvier,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,19,France,4814,250347,251540,,nan,,
Rafik Guitane,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,19,France,9628,500694,503080,,nan,,
Ramy Bensebaini,2018-2019,Ligue 1,Rennes,Defender,Outfielder,23,Algeria,12832,667292,670472,,nan,,
Romain Danzé,2018-2019,Ligue 1,Rennes,Defender,Outfielder,31,France,12434,646580,649661,,nan,,
Romain Del Castillo,2018-2019,Ligue 1,Rennes,Forward,Outfielder,22,France,11170,580841,583609,,nan,,
Sacha Boey,2018-2019,Ligue 1,Rennes,Defender,Outfielder,17,France,1575,81948,82339,,nan,,
Souleyman Doumbia,2018-2019,Ligue 1,Rennes,Defender,Outfielder,21,Cote d'Ivoire,6545,340400,342022,,nan,,
Timothé Nkada,2018-2019,Ligue 1,Rennes,Forward,Outfielder,18,France,103,5403,5429,,nan,,
Tomas Koubek,2018-2019,Ligue 1,Rennes,Goalkeeper,Goalkeeper,25,Czech Republic,11984,623166,626135,,nan,,
Yann Gboho,2018-2019,Ligue 1,Rennes,Midfielder,Outfielder,17,France,2129,110765,111292,,nan,,
Alexis Guendouz,2018-2019,Ligue 1,St Etienne,Goalkeeper,Goalkeeper,22,France,0,0,0,,nan,,
Arnaud Nordin,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,20,France,5905,307080,308544,,nan,,
Assane Dioussé,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,20,Senegal,9421,489888,492222,,nan,,
Billal Benkhedim,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,17,France,0,0,0,,nan,,
Charles Abi,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,18,France,1956,101759,102244,,nan,,
Dylan Chambost,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,20,France,2753,143184,143866,,nan,,
Franck Honorat,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,21,France,0,0,0,,nan,,
Gabriel Silva,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,27,Brazil,12157,632172,635184,,nan,,
Habib Maïga,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,22,Cote d'Ivoire,0,0,0,,nan,,
Jessy Moulin,2018-2019,Ligue 1,St Etienne,Goalkeeper,Goalkeeper,32,France,7740,402536,404455,,nan,,
Jorginho,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,22,Guinea-Bissau,0,0,0,,nan,,
Kenny Rocha Santos,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,18,Cape Verde,3446,179205,180059,,nan,,
Kévin Monnet-Paquet,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,29,France,16659,866309,870437,,nan,,
Lamine Ghezali,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,18,France,1714,89152,89577,,nan,,
Loïc Perrin,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,32,France,18633,968970,973587,,nan,,
Loïs Diony,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,25,France,25856,1344491,1350897,,nan,,
Léo Lacroix,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,26,Switzerland,0,0,0,,nan,,
Léo Petrot,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,21,France,0,0,0,,nan,,
Mahdi Camara,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,20,France,2009,104461,104959,,nan,,
Makhtar Gueye,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,20,Senegal,2112,109864,110387,,nan,,
Marvin Tshibuabua,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,16,France,952,49529,49765,,nan,,
Mathieu Debuchy,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,32,France,18633,968970,973587,,nan,,
Mickael Nade,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,19,France,0,0,0,,nan,,
Mickaël Panos,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,21,France,2026,105362,105864,,nan,,
Neven Subotic,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,29,Germany,31068,1615550,1623248,,nan,,
Ole Selnaes,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,23,Norway,14322,744738,748287,,nan,,
Oussama Tannane,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,24,Morocco,0,0,0,,nan,,
Pierre-Yves Polomat,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,24,France,7307,380023,381834,,nan,,
Robert Beric,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,27,Slovenia,18426,958163,962729,,nan,,
Romain Hamouma,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,31,France,17594,914938,919297,,nan,,
Rémy Cabella,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,28,France,39345,2046004,2055753,,nan,,
Stefan Bajic,2018-2019,Ligue 1,St Etienne,Goalkeeper,Goalkeeper,16,France,934,48628,48860,,nan,,
Stéphane Ruffier,2018-2019,Ligue 1,St Etienne,Goalkeeper,Goalkeeper,31,France,18633,968970,973587,,nan,,
Théo Vermot,2018-2019,Ligue 1,St Etienne,Goalkeeper,Goalkeeper,21,France,778,40523,40716,,nan,,
Timothée Kolodziejczak,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,26,France,14044,730329,733809,,nan,,
Valentín Vada,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,22,Argentina,1022,53131,53384,,nan,,
Wahbi Khazri,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,27,Tunisia,24089,1252637,1258605,,nan,,
Wesley Fofana,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,17,France,1385,72042,72385,,nan,,
William Saliba,2018-2019,Ligue 1,St Etienne,Defender,Outfielder,17,France,1662,86450,86862,,nan,,
Yann M'Vila,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,28,France,62829,3267122,3282690,,nan,,
Yannis Salibur,2018-2019,Ligue 1,St Etienne,Forward,Outfielder,27,France,8277,430453,432504,,nan,,
Youssef Aït Bennasser,2018-2019,Ligue 1,St Etienne,Midfielder,Outfielder,21,Morocco,6217,323290,324831,,nan,,
Abdallah Ndour,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,24,Senegal,6615,344002,345641,,nan,,
Adrien Thomasson,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,24,France,8191,425950,427980,,nan,,
Anthony Caci,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,21,France,4468,232336,233443,,nan,,
Anthony Gonçalves,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,32,France,7723,401636,403550,,nan,,
Benjamin Corgnet,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,31,France,10356,538516,541082,,nan,,
Bingourou Kamara,2018-2019,Ligue 1,Strasbourg,Goalkeeper,Goalkeeper,21,France,4138,215226,216252,,nan,,
Dimitri Liénard,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,30,France,10962,570035,572751,,nan,,
Duplexe Tchamba,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,19,Cameroon,1748,90953,91386,,nan,,
Eiji Kawashima,2018-2019,Ligue 1,Strasbourg,Goalkeeper,Goalkeeper,35,Japan,7082,368316,370071,,nan,,
Ibrahima Sissoko,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,20,France,4138,215226,216252,,nan,,
Idriss Saadi,2018-2019,Ligue 1,Strasbourg,Forward,Outfielder,26,Algeria,12434,646580,649661,,nan,,
Ismaël Aaneba,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,19,France,1697,88251,88672,,nan,,
Jonas Martin,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,28,France,12832,667292,670472,,nan,,
Jérémy Grimm,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,31,France,10390,540318,542892,,nan,,
Kenny Lala,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,26,France,7256,377322,379120,,nan,,
Kévin Zohi,2018-2019,Ligue 1,Strasbourg,Forward,Outfielder,21,Mali,4502,234137,235253,,nan,,
Lamine Koné,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,29,Cote d'Ivoire,14044,730329,733809,,nan,,
Lebo Mothiba,2018-2019,Ligue 1,Strasbourg,Forward,Outfielder,22,South Africa,10078,524108,526605,,nan,,
Lionel Carole,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,27,France,12434,646580,649661,,nan,,
Louis Pelletier,2018-2019,Ligue 1,Strasbourg,Goalkeeper,Goalkeeper,18,France,709,36921,37097,,nan,,
Ludovic Ajorque,2018-2019,Ligue 1,Strasbourg,Forward,Outfielder,24,France,10581,550223,552845,,nan,,
Léon Valentin,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,19,France,1575,81948,82339,,nan,,
Mamoudou Karamoko,2018-2019,Ligue 1,Strasbourg,Forward,Outfielder,18,France,1298,67539,67861,,nan,,
Matz Sels,2018-2019,Ligue 1,Strasbourg,Goalkeeper,Goalkeeper,26,Belgium,12434,646580,649661,,nan,,
Moataz Zemzemi,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,18,Tunisia,1748,90953,91386,,nan,,
Mohamed Simakan,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,18,France,1662,86450,86862,,nan,,
Nuno Da Costa,2018-2019,Ligue 1,Strasbourg,Forward,Outfielder,27,Cape Verde,5178,269258,270541,,nan,,
Pablo Martinez,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,29,France,7256,377322,379120,,nan,,
Samuel Grandsir,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,21,France,10564,549323,551941,,nan,,
Sanjin Prcic,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,24,Bosnia-Herzegovina,18980,986980,991683,,nan,,
Stefan Mitrovic,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,28,Serbia,12157,632172,635184,,nan,,
Yoann Salmier,2018-2019,Ligue 1,Strasbourg,Defender,Outfielder,25,French Guiana,0,0,0,,nan,,
Youssouf Fofana,2018-2019,Ligue 1,Strasbourg,Midfielder,Outfielder,19,France,1714,89152,89577,,nan,,
Aaron Leya Iseka,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,20,Belgium,10356,538516,541082,,nan,,
Adil Taoui,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,16,France,1125,58534,58813,,nan,,
Alexis Blin,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,21,France,8191,425950,427980,,nan,,
Andy Delort,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,26,Algeria,13975,726727,730190,,nan,,
Bafodé Diakité,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,17,France,866,45026,45240,,nan,,
Baptiste Reynet,2018-2019,Ligue 1,Toulouse,Goalkeeper,Goalkeeper,27,France,18633,968970,973587,,nan,,
Christopher Jullien,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,25,France,12278,638475,641517,,nan,,
Clément Michelin,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,21,France,0,0,0,,nan,,
Corentin Jean,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,22,France,12728,661889,665043,,nan,,
Driss Khalid,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,19,Morocco,1887,98157,98625,,nan,,
Firmin Mubele,2018-2019,Ligue 1,Toulouse,Forward,Outfielder,24,Democratic Republic of Congo,12607,655585,658709,,nan,,
François Moubandje,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,28,Switzerland,16746,870812,874962,,nan,,
Gen Shoji,2018-2019,Ligue 1,Toulouse,Defender,Outfielder,25,Japan,9905,515103,517558,,nan,,
Hakim El Mokeddem,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,19,France,2217,115267,115817,,nan,,
Ibrahim Sangaré,2018-2019,Ligue 1,Toulouse,Midfielder,Outfielder,20,Cote d'Ivoire,8070,419646,421646,,nan,,
