,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
22,Nikola Vlasic,"£ 25,000","£ 1,300,000","£ 1,335,682",M,19,Croatia,Everton,Premier League,2017-2018
23,Tom Davies,"£ 25,000","£ 1,300,000","£ 1,335,682",M,19,England,Everton,Premier League,2017-2018
24,Mason Holgate,"£ 25,000","£ 1,300,000","£ 1,335,682",D,20,England,Everton,Premier League,2017-2018
25,Joel Robles,"£ 20,000","£ 1,040,000","£ 1,068,546",K,27,Spain,Everton,Premier League,2017-2018
26,Dominic Calvert-Lewin,"£ 20,000","£ 1,040,000","£ 1,068,546",F,20,England,Everton,Premier League,2017-2018
27,Jonjoe Kenny,"£ 15,000","£ 780,000","£ 801,409",D,20,England,Everton,Premier League,2017-2018
28,Shani Tarashaj,"£ 15,000","£ 780,000","£ 801,409",F,22,Switzerland,Everton,Premier League,2017-2018
29,Nathan Broadhead,"£ 2,000","£ 104,000","£ 106,855",F,19,Wales,Everton,Premier League,2017-2018
30,Beni Baningime,"£ 2,000","£ 104,000","£ 106,855",M,18,Democratic Republic of Congo,Everton,Premier League,2017-2018
31,Mateusz Hewelt,£ 904,"£ 47,000","£ 48,290",K,20,Poland,Everton,Premier League,2017-2018
32,Anthony Gordon,£ 96,"£ 5,000","£ 5,137",M,16,England,Everton,Premier League,2017-2018
33,Shayne Lavery,£ 96,"£ 5,000","£ 5,137",F,18,Northern Ireland,Everton,Premier League,2017-2018
34,Alex Denny,£ 96,"£ 5,000","£ 5,137",M,17,England,Everton,Premier League,2017-2018
35,Morgan Feeney,£ 96,"£ 5,000","£ 5,137",D,18,England,Everton,Premier League,2017-2018
36,Michael Collins,£ 96,"£ 5,000","£ 5,137",D,16,England,Everton,Premier League,2017-2018
37,Fraser Hornby,£ 96,"£ 5,000","£ 5,137",F,17,Scotland,Everton,Premier League,2017-2018
38,Stephen Duke-McKenna,£ 96,"£ 5,000","£ 5,137",M,16,Guyana,Everton,Premier League,2017-2018
39,Ademola Lookman,£ 0,£ 0,£ 0,F,19,England,Everton,Premier League,2017-2018
40,Kevin Mirallas,£ 0,£ 0,£ 0,F,29,Belgium,Everton,Premier League,2017-2018
41,Muhamed Besic,£ 0,£ 0,£ 0,M,24,Bosnia-Herzegovina,Everton,Premier League,2017-2018
42,Harry Charsley,£ 0,£ 0,£ 0,M,20,Ireland,Everton,Premier League,2017-2018
43,Gylfi Sigurdsson,£ 0,£ 0,£ 0,M,27,Iceland,Everton,Premier League,2017-2018
44,Sandro Ramírez,£ 0,£ 0,£ 0,F,21,Spain,Everton,Premier League,2017-2018
45,Brendan Galloway,£ 0,£ 0,£ 0,D,21,England,Everton,Premier League,2017-2018
46,Tyias Browning,£ 0,£ 0,£ 0,D,23,England,Everton,Premier League,2017-2018
47,Matthew Pennington,£ 0,£ 0,£ 0,D,22,England,Everton,Premier League,2017-2018
