Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
11,Ragnar Ache,de GER,"FW,MF",Eint Frankfurt,de Bundesliga,23,1998,3,0,26,0.3,0,1,0,0,0,0,0,0.00,3.46,3.46,0.00,3.46,0.2,0.2,0.0,0.2,0.76,0.00,0.76,0.76,0.76,Matches,3,0,0.0,10.38,0.00,0.00,,13.3,0,0.07,-0.2,-0.2,6,9,66.7,66,1,3,4,75.0,2,3,66.7,0,0,,+1.0,0,0,0,0,0,9,0,0,4,0,1,0,0,0,0,6,2,1,2,6,0,0,0,0,0,1,1,1,3.46,0,0,0,0,0,1,3.46,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,3,33.3,2,0,7,0,1,0,0,0,18,0,6,0.0,1,0,11,2,1,1,21,14,66.7,4,9,9.6,,0,3,9,0,0.67,0,1,-1,-3.46,-2.72,0.8,0.3,+0.5,+1.84,+1.42,0,1,0,0,0,1,1,0,100.0,Big-5-European-Leagues,Big5,2021-2022
12,Marcos Acu̱a,ar ARG,DF,Sevilla,es La Liga,29,1991,3,3,253,2.8,0,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.7,0.7,0.9,1.6,0.24,0.31,0.55,0.24,0.55,Matches,3,2,66.7,1.07,0.71,0.00,0.00,23.6,0,0.23,-0.7,-0.7,220,262,84.0,4415,1845,91,96,94.8,96,108,88.9,33,57,57.9,+0.1,11,18,11,2,24,222,40,2,14,12,14,5,0,5,0,173,27,62,209,23,3,26,0,0,2,11,2,14,4.98,10,4,0,0,0,1,0.36,0,1,0,0,0,0,5,2,1,3,1,1,33.3,2,8,26.7,15,12,3,0,3,11,5,0,295,6,3,83.3,6,1,205,0,3,3,231,220,95.2,9,84,93.7,84,2,0,,0,2.33,4,1,+3,+1.07,-4.23,5.4,1.4,+4.0,+1.41,-1.10,0,1,0,0,0,18,1,8,11.1,Big-5-European-Leagues,Big5,2021-2022
13,Che Adams,sct SCO,FW,Southampton,eng Premier League,25,1996,3,3,250,2.8,0,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.3,0.3,0.9,1.2,0.13,0.32,0.45,0.13,0.45,Matches,4,1,25.0,1.44,0.36,0.00,0.00,16.2,0,0.09,-0.3,-0.3,34,56,60.7,567,100,16,22,72.7,13,21,61.9,3,7,42.9,+0.1,4,1,2,1,3,53,3,1,18,0,1,0,0,0,0,36,8,12,1,43,2,0,1,0,2,6,1,10,3.60,5,0,0,4,1,2,0.72,1,0,0,0,0,1,6,4,2,0,4,1,50.0,1,16,29.1,6,18,31,0,2,7,5,0,99,6,10,33.3,1,0,59,1,7,10,147,63,42.9,16,83,92.6,83,2,0,,0,0.67,2,5,-3,-1.08,-5.58,3.3,4.7,-1.4,-0.49,-5.73,0,8,0,0,0,18,10,19,34.5,Big-5-European-Leagues,Big5,2021-2022
14,Tyler Adams,us USA,MF,RB Leipzig,de Bundesliga,22,1999,3,3,238,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.05,0.01,0.07,0.05,0.07,Matches,1,0,0.0,0.38,0.00,0.00,,9.8,0,0.14,-0.1,-0.1,124,147,84.4,2205,574,55,61,90.2,48,55,87.3,15,24,62.5,0.0,1,21,2,0,11,145,2,0,18,1,0,0,0,0,0,114,13,20,20,112,8,0,3,1,0,7,1,5,1.89,4,0,0,0,0,0,0.00,0,0,0,0,0,0,5,5,1,3,1,2,40.0,3,21,34.4,16,40,5,0,6,11,3,0,179,1,2,0.0,0,0,117,0,1,5,123,114,92.7,3,79,88.1,79,1,0,,0,1.00,4,2,+2,+0.76,+0.76,5.1,3.5,+1.6,+0.61,-0.97,0,3,0,0,0,37,5,1,83.3,Big-5-European-Leagues,Big5,2021-2022
15,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,28,1993,3,0,82,0.9,1,0,1,0,0,0,0,1.10,0.00,1.10,1.10,1.10,0.3,0.3,0.1,0.4,0.34,0.08,0.43,0.34,0.43,Matches,1,1,100.0,1.10,1.10,1.00,1.00,10.4,0,0.31,+0.7,+0.7,20,28,71.4,306,72,11,13,84.6,7,11,63.6,2,2,100.0,-0.1,1,1,0,0,4,28,0,0,9,0,1,0,0,0,0,21,2,5,7,17,2,0,0,0,1,1,3,4,4.39,4,0,0,0,0,1,1.10,1,0,0,0,0,0,5,2,3,2,0,2,28.6,5,8,27.6,7,15,7,0,2,6,1,0,44,3,3,,0,0,24,0,4,1,39,27,69.2,5,27,30.4,,0,3,27,0,1.33,4,1,+3,+3.29,+3.29,3.3,2.5,+0.8,+0.92,+1.25,0,2,0,0,0,7,2,2,50.0,Big-5-European-Leagues,Big5,2021-2022
16,Amine Adli,fr FRA,FW,Leverkusen,de Bundesliga,21,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,2.69,0.00,2.69,2.69,2.69,Matches,1,1,100.0,12.86,12.86,0.00,0.00,18.8,0,0.21,-0.2,-0.2,3,4,75.0,78,23,1,2,50.0,1,1,100.0,1,1,100.0,0.0,0,2,0,0,1,4,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1,1,0,0,0,0,0,0,5,0,1,,0,0,4,1,0,0,6,5,83.3,2,7,2.6,,0,1,7,0,3.00,0,0,0,0.00,-2.40,0.3,0.0,+0.3,+3.94,+3.64,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2021-2022
17,Yacine Adli,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,21,2000,4,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.08,0.17,0.08,0.17,Matches,1,0,0.0,0.76,0.00,0.00,,20.0,0,0.11,-0.1,-0.1,50,64,78.1,1214,316,19,20,95.0,16,20,80.0,15,21,71.4,-0.1,3,6,5,1,10,62,2,0,8,6,2,0,0,0,0,44,5,15,7,56,1,0,0,0,0,2,3,4,3.05,3,0,0,1,0,0,0.00,0,0,0,0,0,0,3,3,2,1,0,0,0.0,3,10,22.2,15,19,11,0,0,5,1,0,83,3,1,0.0,0,0,66,0,3,9,72,64,88.9,5,30,32.8,45,0,3,24,0,0.50,0,1,-1,-0.76,+1.10,0.5,2.1,-1.6,-1.20,+0.34,0,2,0,0,0,9,0,1,0.0,Big-5-European-Leagues,Big5,2021-2022
18,Martin Agirregabiria,es ESP,DF,Alav̩s,es La Liga,25,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,39,55,70.9,664,364,18,22,81.8,18,23,78.3,3,8,37.5,0.0,1,0,2,2,1,44,11,0,8,2,6,0,0,0,0,29,17,9,2,37,4,11,0,0,2,7,3,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,1,2,1,1,1,100.0,0,3,16.7,10,7,1,0,0,7,1,0,66,3,0,,0,0,35,0,1,0,42,38,90.5,3,90,33.3,90,1,0,,2,0.00,1,4,-3,-3.00,-1.00,1.7,1.8,-0.1,-0.09,+0.67,0,0,0,0,0,2,1,1,50.0,Big-5-European-Leagues,Big5,2021-2022
19,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,20,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,34,46,73.9,857,445,8,8,100.0,19,19,100.0,6,18,33.3,0.0,0,1,0,0,0,23,23,0,0,1,0,0,0,0,0,28,1,17,16,18,0,0,8,0,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,2,0,52,44,0,,0,0,20,0,0,0,10,9,90.0,0,90,66.7,90,2,0,,1,1.00,1,1,0,0.00,-1.00,2.2,1.9,+0.3,+0.14,+0.01,0,0,0,0,0,11,0,0,,Big-5-European-Leagues,Big5,2021-2022
20,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.09,0.00,0.09,0.09,0.09,Matches,3,1,33.3,0.75,0.25,0.00,0.00,7.6,0,0.12,-0.4,-0.4,322,341,94.4,7167,1994,74,75,98.7,186,191,97.4,61,73,83.6,0.0,0,4,0,0,9,336,5,0,20,10,1,0,0,0,0,306,9,26,295,36,2,1,0,1,1,6,1,1,0.25,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0.0,1,11,42.3,14,12,0,0,2,10,26,1,388,46,5,100.0,2,0,286,0,0,2,315,311,98.7,0,90,100.0,90,4,0,,0,1.25,3,4,-1,-0.25,,3.3,6.2,-2.9,-0.73,,0,1,0,0,0,26,16,5,76.2,Big-5-European-Leagues,Big5,2021-2022
21,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,3,3,263,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,233,258,90.3,4305,1352,98,104,94.2,115,122,94.3,18,28,64.3,0.0,2,18,5,1,22,217,41,0,21,3,6,1,0,1,0,178,58,22,4,209,3,38,3,2,4,7,2,2,0.68,2,0,0,0,0,0,0.00,0,0,0,0,0,0,14,7,3,9,2,9,75.0,3,16,37.2,20,19,4,0,3,20,11,0,296,9,4,100.0,2,0,194,0,1,2,193,190,98.4,5,88,73.1,88,2,0,,1,1.33,3,3,0,0.00,+1.86,4.4,1.6,+2.7,+0.94,+1.24,0,6,0,0,1,25,6,5,54.5,Big-5-European-Leagues,Big5,2021-2022
22,Cheikh Ahmadou Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0.0,1,1,33.3,2,1,0,0,0,2,0,0,2,1,0,,0,0,1,0,0,0,1,0,0.0,0,2,0.6,,0,1,2,3,3.00,0,0,0,0.00,-0.53,0.0,0.0,0.0,-0.11,-0.96,0,0,0,0,0,0,0,1,0.0,Big-5-European-Leagues,Big5,2021-2022
23,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,27,1994,2,1,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,10,13,76.9,130,24,7,9,77.8,3,3,100.0,0,1,0.0,0.0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,12,0,1,11,1,1,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,33.3,2,2,14.3,6,7,1,0,1,5,1,0,23,3,0,0.0,1,0,12,0,1,0,11,11,100.0,1,24,13.3,41,0,1,7,0,0.00,0,3,-3,-5.63,-5.91,0.2,1.1,-0.8,-1.57,-1.59,0,2,0,0,0,4,0,1,0.0,Big-5-European-Leagues,Big5,2021-2022
24,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,40,47,85.1,1059,350,4,4,100.0,21,23,91.3,14,18,77.8,0.0,0,5,0,0,3,47,0,0,4,2,0,0,0,0,0,32,5,10,8,35,3,0,1,0,1,0,1,1,0.99,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,,0,3,25.0,6,6,0,0,0,1,11,1,62,6,0,,0,0,40,0,0,2,36,36,100.0,0,46,33.7,79,0,1,12,1,0.50,0,1,-1,-0.99,-0.49,1.0,1.2,-0.2,-0.18,+0.40,0,0,0,0,0,11,5,1,83.3,Big-5-European-Leagues,Big5,2021-2022
25,Ola Aina,ng NGA,DF,Torino,it Serie A,24,1996,2,2,170,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.05,0.17,0.22,0.05,0.22,Matches,2,1,50.0,1.06,0.53,0.00,0.00,21.4,0,0.05,-0.1,-0.1,48,73,65.8,914,423,21,24,87.5,20,23,87.0,7,21,33.3,-0.3,3,7,4,2,9,61,12,0,6,1,7,0,0,0,0,32,17,24,17,39,4,12,0,0,1,3,5,6,3.18,5,0,1,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,100.0,0,3,21.4,1,7,6,0,1,6,2,0,91,5,5,100.0,2,0,52,2,4,1,61,52,85.2,4,85,94.4,85,1,0,,0,0.00,1,4,-3,-1.59,-10.59,1.5,1.7,-0.2,-0.10,-1.91,0,6,0,0,0,14,2,2,50.0,Big-5-European-Leagues,Big5,2021-2022
Rk,Player,Nation,Pos,Squad,Comp,Ag,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Tkl%,Past,Succ,%,Def 3rd,Mid 3rd,Att 3rd,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Big-5-European-Leagues,Big5,2021-2022
